,metric/num_BTSP_events,metric/num_BTSP_positions,metric/first_BTSP_time,metric/first_BTSP_relative_position,metric/max_BTSP_ramp,metric/PC_weight_peak_relative_position,metric/PC_weight_FWHM,metric/PC_weight_ratio_pre_post,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/speed_mean,logdir
65,1.0,1.0,112.98000000000351,-0.01905008539948838,1.0,-0.049999999999998934,0.2899757534453866,2.003966960720721,1749058834,,False,1,f4cb3_00065,2025-06-04_18-40-34,20.952484130859375,20.952484130859375,3792655,cnl-brain9,155.198.99.250,20.952484130859375,1,0.085,f4cb3_00065
66,1.0,1.0,93.9600000000028,-0.01835692269764122,1.25,-0.049999999999998934,0.31628518208626577,1.948091768687606,1749058831,,False,1,f4cb3_00066,2025-06-04_18-40-31,18.322402000427246,18.322402000427246,3792658,cnl-brain9,155.198.99.250,18.322402000427246,1,0.10250000000000001,f4cb3_00066
67,1.0,1.0,80.49000000000228,-0.014047184404687219,1.0,-0.049999999999998934,0.33873930378051265,1.7722659241649878,1749058830,,False,1,f4cb3_00067,2025-06-04_18-40-30,16.715604066848755,16.715604066848755,3792660,cnl-brain9,155.198.99.250,16.715604066848755,1,0.12000000000000001,f4cb3_00067
68,1.0,1.0,70.4700000000019,-0.010982580975335665,1.25,-0.049999999999998934,0.3608935932097386,1.6329286534752419,1749058827,,False,1,f4cb3_00068,2025-06-04_18-40-27,13.783632516860962,13.783632516860962,3792664,cnl-brain9,155.198.99.250,13.783632516860962,1,0.1375,f4cb3_00068
69,1.0,1.0,62.670000000001615,-0.007197203154247767,1.25,-0.049999999999998934,0.3838955324631188,1.5112356919548147,1749058827,,False,1,f4cb3_00069,2025-06-04_18-40-27,13.740280866622925,13.740280866622925,3792667,cnl-brain9,155.198.99.250,13.740280866622925,1,0.15500000000000003,f4cb3_00069
70,1.0,1.0,56.43000000000138,-0.007176681921222006,1.25,-0.049999999999998934,0.40541207820315694,1.4498408596866792,1749058826,,False,1,f4cb3_00070,2025-06-04_18-40-26,13.199220180511475,13.199220180511475,3792670,cnl-brain9,155.198.99.250,13.199220180511475,1,0.17250000000000001,f4cb3_00070
71,1.0,1.0,51.360000000001186,-0.006510856165542922,1.25,-0.049999999999998934,0.432443933162737,1.3935250289358658,1749058826,,False,1,f4cb3_00071,2025-06-04_18-40-26,12.787418365478516,12.787418365478516,3792673,cnl-brain9,155.198.99.250,12.787418365478516,1,0.19,f4cb3_00071
72,1.0,1.0,47.16000000000103,0.0009449255036573234,1.25,-0.049999999999998934,0.4579773875743691,1.2998652824887524,1749058825,,False,1,f4cb3_00072,2025-06-04_18-40-25,11.424158573150635,11.424158573150635,3792676,cnl-brain9,155.198.99.250,11.424158573150635,1,0.20750000000000002,f4cb3_00072
73,1.0,1.0,43.62000000000089,-0.0019244283373600624,1.25,-0.049999999999998934,0.48113573307123136,1.2880516179978467,1749058823,,False,1,f4cb3_00073,2025-06-04_18-40-23,9.886631727218628,9.886631727218628,3792679,cnl-brain9,155.198.99.250,9.886631727218628,1,0.22500000000000003,f4cb3_00073
74,1.0,1.0,40.62000000000078,0.0065154098503019675,1.25,-0.049999999999998934,0.5052669108084018,1.2156629197485176,1749058822,,False,1,f4cb3_00074,2025-06-04_18-40-22,8.516442775726318,8.516442775726318,3792687,cnl-brain9,155.198.99.250,8.516442775726318,1,0.2425,f4cb3_00074
75,1.0,1.0,37.98000000000068,0.007461972579914988,1.25,-0.049999999999998934,0.5279375431854976,1.1926253489318217,1749058822,,False,1,f4cb3_00075,2025-06-04_18-40-22,9.013476133346558,9.013476133346558,3792693,cnl-brain9,155.198.99.250,9.013476133346558,1,0.26,f4cb3_00075
76,1.0,1.0,35.64000000000059,0.005147214636906927,1.25,-0.049999999999998934,0.5477391286338089,1.1870789660805416,1749058821,,False,1,f4cb3_00076,2025-06-04_18-40-21,7.56412672996521,7.56412672996521,3792702,cnl-brain9,155.198.99.250,7.56412672996521,1,0.2775,f4cb3_00076
77,2.0,1.0,33.630000000000514,0.0098357629157233,1.25,-0.049999999999998934,0.5713262305630202,1.2354345800854365,1749058821,,False,1,f4cb3_00077,2025-06-04_18-40-21,7.8380701541900635,7.8380701541900635,3792710,cnl-brain9,155.198.99.250,7.8380701541900635,1,0.29500000000000004,f4cb3_00077
78,1.0,1.0,31.83000000000045,0.008732019644348554,1.25,-0.049999999999998934,0.5904130593287142,1.146708986830907,1749058823,,False,1,f4cb3_00078,2025-06-04_18-40-23,9.983572721481323,9.983572721481323,3792712,cnl-brain9,155.198.99.250,9.983572721481323,1,0.3125,f4cb3_00078
79,1.0,1.0,30.24000000000039,0.012201456666431465,1.25,-0.049999999999998934,0.6160336773633399,1.1249240053221123,1749058822,,False,1,f4cb3_00079,2025-06-04_18-40-22,9.114284753799438,9.114284753799438,3792724,cnl-brain9,155.198.99.250,9.114284753799438,1,0.33,f4cb3_00079
80,1.0,1.0,28.71000000000033,0.013781191822575423,1.25,-0.049999999999998934,0.641706718372014,1.111834316489626,1749058819,,False,1,f4cb3_00080,2025-06-04_18-40-19,6.4796037673950195,6.4796037673950195,3792734,cnl-brain9,155.198.99.250,6.4796037673950195,1,0.34750000000000003,f4cb3_00080
81,1.0,1.0,27.480000000000285,0.019710090867464558,1.25,-0.049999999999998934,0.6699404054010105,1.0880418318215246,1749058819,,False,1,f4cb3_00081,2025-06-04_18-40-19,5.991897106170654,5.991897106170654,3792740,cnl-brain9,155.198.99.250,5.991897106170654,1,0.36500000000000005,f4cb3_00081
82,1.0,1.0,26.34000000000024,0.01856325712066864,1.25,-0.049999999999998934,0.6926932693944563,1.0858544258865788,1749058820,,False,1,f4cb3_00082,2025-06-04_18-40-20,7.1298534870147705,7.1298534870147705,3792741,cnl-brain9,155.198.99.250,7.1298534870147705,1,0.3825,f4cb3_00082
83,1.0,1.0,25.2000000000002,0.023038270312602194,1.0,-0.049999999999998934,0.7191897782833414,1.0700505932166815,1749058819,,False,1,f4cb3_00083,2025-06-04_18-40-19,5.8215882778167725,5.8215882778167725,3792743,cnl-brain9,155.198.99.250,5.8215882778167725,1,0.4,f4cb3_00083
