,metric/num_BTSP_events,metric/num_BTSP_positions,metric/first_BTSP_time,metric/first_BTSP_relative_position,metric/max_BTSP_ramp,metric/PC_weight_peak_relative_position,metric/PC_weight_width,metric/PC_weight_ratio_pre_post,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/speed_mean,logdir
85,1.0,1.0,26.55000000000025,0.014667948051166224,1.25,-0.049999999999998934,0.6954821936718596,1.0976007762888031,1759200122,,False,1,f9692_00085,2025-09-30_03-42-02,7.59985089302063,7.59985089302063,3988914,cnl-brain9,155.198.99.250,7.59985089302063,1,0.3875,f9692_00085
86,1.0,1.0,25.440000000000207,0.022512187882886003,1.0,0.05000000000000071,0.7027345884189056,1.0494524760882213,1759200123,,False,1,f9692_00086,2025-09-30_03-42-03,7.928435325622559,7.928435325622559,3988909,cnl-brain9,155.198.99.250,7.928435325622559,1,0.4,f9692_00086
87,1.0,1.0,153.69000000000506,-0.027195284643553475,1.0,-0.049999999999998934,0.2751269582443405,1.4050802986780746,1759200149,,False,1,f9692_00087,2025-09-30_03-42-29,34.1963369846344,34.1963369846344,3988924,cnl-brain9,155.198.99.250,34.1963369846344,1,0.05,f9692_00087
88,1.0,1.0,127.11000000000405,-0.018623945250415552,1.0,-0.049999999999998934,0.27657184565674386,1.7346368876732607,1759200145,,False,1,f9692_00088,2025-09-30_03-42-25,29.92575693130493,29.92575693130493,3988910,cnl-brain9,155.198.99.250,29.92575693130493,1,0.0625,f9692_00088
89,1.0,1.0,114.42000000000357,-0.025415854076223265,1.0,-0.049999999999998934,0.2310178003985568,1.2531721616673763,1759200144,,False,1,f9692_00089,2025-09-30_03-42-24,28.237879514694214,28.237879514694214,3988894,cnl-brain9,155.198.99.250,28.237879514694214,1,0.07500000000000001,f9692_00089
90,1.0,1.0,94.44000000000281,-0.010694831312442865,1.25,-0.049999999999998934,0.3016289244606898,3.246572456697827,1759200138,,False,1,f9692_00090,2025-09-30_03-42-18,28.02168321609497,28.02168321609497,3988934,cnl-brain9,155.198.99.250,28.02168321609497,1,0.08750000000000001,f9692_00090
91,1.0,1.0,95.70000000000286,-0.008115566009321284,1.25,-0.049999999999998934,0.3878783173461353,2.0350422449611547,1759200140,,False,1,f9692_00091,2025-09-30_03-42-20,24.25342869758606,24.25342869758606,3988923,cnl-brain9,155.198.99.250,24.25342869758606,1,0.1,f9692_00091
92,1.0,1.0,86.79000000000252,-0.01216508875234057,1.25,-0.049999999999998934,0.2961911439936489,2.0243692874628203,1759200138,,False,1,f9692_00092,2025-09-30_03-42-18,22.739280939102173,22.739280939102173,3988922,cnl-brain9,155.198.99.250,22.739280939102173,1,0.1125,f9692_00092
93,1.0,1.0,74.37000000000205,-0.020717660103937163,1.25,-0.049999999999998934,0.2962024847637674,1.872394970167915,1759200130,,False,1,f9692_00093,2025-09-30_03-42-10,22.60839343070984,22.60839343070984,3988937,cnl-brain9,155.198.99.250,22.60839343070984,1,0.125,f9692_00093
94,1.0,1.0,68.91000000000184,-0.005164963128243993,1.25,-0.049999999999998934,0.3884009485681017,1.1351826724011695,1759200137,,False,1,f9692_00094,2025-09-30_03-42-17,19.270888090133667,19.270888090133667,3988891,cnl-brain9,155.198.99.250,19.270888090133667,1,0.1375,f9692_00094
95,1.0,1.0,60.15000000000152,-0.012494441415511481,1.25,-0.049999999999998934,0.37138985780985223,1.6980746660712152,1759200136,,False,1,f9692_00095,2025-09-30_03-42-16,18.6793429851532,18.6793429851532,3988890,cnl-brain9,155.198.99.250,18.6793429851532,1,0.15000000000000002,f9692_00095
96,1.0,1.0,62.64000000000161,-0.017339132057487383,1.25,-0.049999999999998934,0.3431463458534876,1.3520705640510877,1759200137,,False,1,f9692_00096,2025-09-30_03-42-17,17.596054792404175,17.596054792404175,3988892,cnl-brain9,155.198.99.250,17.596054792404175,1,0.1625,f9692_00096
97,1.0,1.0,55.320000000001336,-0.009014805374543577,1.25,-0.049999999999998934,0.3961884162489304,1.5469146002613727,1759200137,,False,1,f9692_00097,2025-09-30_03-42-17,16.202162265777588,16.202162265777588,3988917,cnl-brain9,155.198.99.250,16.202162265777588,1,0.175,f9692_00097
98,1.0,1.0,51.54000000000119,-0.00863938213647586,1.25,-0.049999999999998934,0.3966995792023629,1.414515275372436,1759200136,,False,1,f9692_00098,2025-09-30_03-42-16,14.835562705993652,14.835562705993652,3988920,cnl-brain9,155.198.99.250,14.835562705993652,1,0.1875,f9692_00098
99,1.0,1.0,48.03000000000106,-0.005539708977154056,1.25,-0.049999999999998934,0.44268721925877186,1.2426794131320011,1759200135,,False,1,f9692_00099,2025-09-30_03-42-15,14.191164016723633,14.191164016723633,3988933,cnl-brain9,155.198.99.250,14.191164016723633,1,0.2,f9692_00099
100,1.0,1.0,44.94000000000094,0.010112135484526608,1.25,-0.049999999999998934,0.6285797514025133,1.2337050314418954,1759200134,,False,1,f9692_00100,2025-09-30_03-42-14,12.43019723892212,12.43019723892212,3988921,cnl-brain9,155.198.99.250,12.43019723892212,1,0.21250000000000002,f9692_00100
101,1.0,1.0,44.190000000000914,-0.007740018982282049,1.25,-0.049999999999998934,0.3789797625151876,1.5418430030184773,1759200135,,False,1,f9692_00101,2025-09-30_03-42-15,12.888441562652588,12.888441562652588,3988939,cnl-brain9,155.198.99.250,12.888441562652588,1,0.22500000000000003,f9692_00101
102,1.0,1.0,42.15000000000084,0.011595268398643555,1.25,-0.049999999999998934,0.6569990149831715,1.1555724590458076,1759200135,,False,1,f9692_00102,2025-09-30_03-42-15,12.247581958770752,12.247581958770752,3988914,cnl-brain9,155.198.99.250,12.247581958770752,1,0.2375,f9692_00102
103,1.0,1.0,38.5200000000007,0.011993568399631283,1.25,-0.049999999999998934,0.6204156964323464,1.1661172893991862,1759200134,,False,1,f9692_00103,2025-09-30_03-42-14,10.824572086334229,10.824572086334229,3988909,cnl-brain9,155.198.99.250,10.824572086334229,1,0.25,f9692_00103
104,1.0,1.0,38.5200000000007,-0.0008618661120030069,1.25,-0.049999999999998934,0.47630211354579766,1.1761883914890945,1759200135,,False,1,f9692_00104,2025-09-30_03-42-15,12.078540563583374,12.078540563583374,3988896,cnl-brain9,155.198.99.250,12.078540563583374,1,0.2625,f9692_00104
105,1.0,1.0,35.250000000000576,0.01889134334958298,1.25,-0.049999999999998934,0.5613671468593133,1.1278471460015607,1759200133,,False,1,f9692_00105,2025-09-30_03-42-13,9.499790668487549,9.499790668487549,3988908,cnl-brain9,155.198.99.250,9.499790668487549,1,0.275,f9692_00105
106,1.0,1.0,35.28000000000058,0.0025774610163948886,1.25,-0.049999999999998934,0.4510825345309608,1.3972990332210922,1759200135,,False,1,f9692_00106,2025-09-30_03-42-15,11.400957345962524,11.400957345962524,3988927,cnl-brain9,155.198.99.250,11.400957345962524,1,0.28750000000000003,f9692_00106
107,1.0,1.0,32.13000000000046,0.008716316753350828,1.25,-0.049999999999998934,0.6004434018308977,1.1274681340032726,1759200132,,False,1,f9692_00107,2025-09-30_03-42-12,8.146585464477539,8.146585464477539,3988906,cnl-brain9,155.198.99.250,8.146585464477539,1,0.3,f9692_00107
108,1.0,1.0,31.35000000000043,0.025216870477566378,1.25,-0.049999999999998934,0.6984752565481416,1.1428390254775416,1759200134,,False,1,f9692_00108,2025-09-30_03-42-14,9.539713382720947,9.539713382720947,3988895,cnl-brain9,155.198.99.250,9.539713382720947,1,0.3125,f9692_00108
109,1.0,1.0,31.980000000000455,0.0023052388607456287,1.25,-0.049999999999998934,0.5045880320284399,1.1567465970499677,1759200133,,False,1,f9692_00109,2025-09-30_03-42-13,9.135068893432617,9.135068893432617,3988925,cnl-brain9,155.198.99.250,9.135068893432617,1,0.325,f9692_00109
110,1.0,1.0,30.180000000000387,0.02418556097425517,1.25,-0.049999999999998934,0.7102316836925553,1.079442951999134,1759200133,,False,1,f9692_00110,2025-09-30_03-42-13,8.41658639907837,8.41658639907837,3988470,cnl-brain9,155.198.99.250,8.41658639907837,1,0.3375,f9692_00110
111,1.0,1.0,28.530000000000324,0.030166622385987107,1.0,-0.049999999999998934,0.7220486041167922,1.0815409703736119,1759200132,,False,1,f9692_00111,2025-09-30_03-42-12,7.3660078048706055,7.3660078048706055,3988913,cnl-brain9,155.198.99.250,7.3660078048706055,1,0.35000000000000003,f9692_00111
112,1.0,1.0,28.44000000000032,0.013100932678654864,1.25,-0.049999999999998934,0.6199610206029362,1.0942664592112288,1759200134,,False,1,f9692_00112,2025-09-30_03-42-14,8.920420169830322,8.920420169830322,3988899,cnl-brain9,155.198.99.250,8.920420169830322,1,0.3625,f9692_00112
113,1.0,1.0,26.07000000000023,0.008734901408934626,1.25,-0.049999999999998934,0.6169399232753454,1.1137096199198773,1759200133,,False,1,f9692_00113,2025-09-30_03-42-13,8.158814191818237,8.158814191818237,3988897,cnl-brain9,155.198.99.250,8.158814191818237,1,0.375,f9692_00113
114,1.0,1.0,26.52000000000025,0.021292961779566077,1.25,0.05000000000000071,0.7650385931615511,1.045108530750899,1759200134,,False,1,f9692_00114,2025-09-30_03-42-14,8.817236423492432,8.817236423492432,3988912,cnl-brain9,155.198.99.250,8.817236423492432,1,0.3875,f9692_00114
115,1.0,1.0,24.570000000000174,0.026912849346278023,1.0,-0.049999999999998934,0.735229791620549,1.0669034508550113,1759200134,,False,1,f9692_00115,2025-09-30_03-42-14,8.339461326599121,8.339461326599121,3988929,cnl-brain9,155.198.99.250,8.339461326599121,1,0.4,f9692_00115
