,metric/num_BTSP_events,metric/num_BTSP_positions,metric/first_BTSP_time,metric/first_BTSP_relative_position,metric/max_BTSP_ramp,metric/PC_weight_peak_relative_position,metric/PC_weight_FWHM,metric/PC_weight_ratio_pre_post,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/target_moved,logdir
96,2.0,2.0,39.420000000000734,0.004110566961573081,1.25,-0.5499999999999994,1.0537019658110083,0.8894581005685813,1749058957,,False,1,3422b_00096,2025-06-04_18-42-37,19.367443084716797,19.367443084716797,3806099,cnl-brain9,155.198.99.250,19.367443084716797,1,-0.5999999999999999,3422b_00096
97,2.0,2.0,39.420000000000734,0.002389476706759819,1.25,-0.4499999999999993,0.9324883811676328,0.7935394937352239,1749058956,,False,1,3422b_00097,2025-06-04_18-42-36,18.34196949005127,18.34196949005127,3807272,cnl-brain9,155.198.99.250,18.34196949005127,1,-0.5,3422b_00097
98,2.0,2.0,39.450000000000735,0.007017826440038899,1.5,-0.3499999999999992,0.8297323485065116,0.9108719260843591,1749058957,,False,1,3422b_00098,2025-06-04_18-42-37,19.60878348350525,19.60878348350525,3807334,cnl-brain9,155.198.99.250,19.60878348350525,1,-0.3999999999999999,3422b_00098
99,2.0,2.0,39.450000000000735,0.005305164276267593,1.25,-0.2499999999999991,0.717692546678907,0.8877438510398045,1749058956,,False,1,3422b_00099,2025-06-04_18-42-36,17.933507680892944,17.933507680892944,3807196,cnl-brain9,155.198.99.250,17.933507680892944,1,-0.2999999999999998,3422b_00099
100,1.0,1.0,39.39000000000073,0.0017716054174701235,1.25,-0.049999999999998934,0.513452354682109,1.2317120640730592,1749058958,,False,1,3422b_00100,2025-06-04_18-42-38,19.85011887550354,19.85011887550354,3807329,cnl-brain9,155.198.99.250,19.85011887550354,1,-0.19999999999999996,3422b_00100
101,1.0,1.0,39.480000000000736,0.005483382033360851,1.25,-0.049999999999998934,0.5147090975669601,1.212655520085255,1749058959,,False,1,3422b_00101,2025-06-04_18-42-39,20.734283208847046,20.734283208847046,3806094,cnl-brain9,155.198.99.250,20.734283208847046,1,-0.09999999999999987,3422b_00101
102,1.0,1.0,39.36000000000073,0.005903855280891879,1.25,-0.049999999999998934,0.5148583934683906,1.2105140414955804,1749058952,,False,1,3422b_00102,2025-06-04_18-42-32,14.072225332260132,14.072225332260132,3807190,cnl-brain9,155.198.99.250,14.072225332260132,1,0.0,3422b_00102
103,1.0,1.0,39.420000000000734,0.0006260607601298318,1.25,-0.049999999999998934,0.5130804899900614,1.2376423693582141,1749058958,,False,1,3422b_00103,2025-06-04_18-42-38,19.879451990127563,19.879451990127563,3807070,cnl-brain9,155.198.99.250,19.879451990127563,1,0.10000000000000009,3422b_00103
104,1.0,1.0,39.450000000000735,0.006636365112915765,1.25,-0.049999999999998934,0.5151165529979727,1.2067865126243957,1749058956,,False,1,3422b_00104,2025-06-04_18-42-36,17.585018396377563,17.585018396377563,3807245,cnl-brain9,155.198.99.250,17.585018396377563,1,0.20000000000000018,3422b_00104
105,1.0,1.0,39.450000000000735,0.0028788098860670353,1.25,-0.049999999999998934,0.5138185205146844,1.2260017342166074,1749058958,,False,1,3422b_00105,2025-06-04_18-42-38,20.124857187271118,20.124857187271118,3807223,cnl-brain9,155.198.99.250,20.124857187271118,1,0.30000000000000027,3422b_00105
106,2.0,2.0,39.480000000000736,0.005288180898829875,1.25,0.05000000000000071,0.8190159540240249,0.7073076767938031,1749058958,,False,1,3422b_00106,2025-06-04_18-42-38,19.541380882263184,19.541380882263184,3807367,cnl-brain9,155.198.99.250,19.541380882263184,1,0.40000000000000036,3422b_00106
107,2.0,2.0,39.420000000000734,0.004613379657571581,1.25,0.05000000000000071,0.9398338182727284,0.7949648041780397,1749058960,,False,1,3422b_00107,2025-06-04_18-42-40,22.190927743911743,22.190927743911743,3807229,cnl-brain9,155.198.99.250,22.190927743911743,1,0.5,3422b_00107
108,2.0,2.0,39.420000000000734,0.0012747679102407261,1.25,-0.04999999999999849,1.060493662236706,0.9017232089058508,1749058961,,False,1,3422b_00108,2025-06-04_18-42-41,23.1867778301239,23.1867778301239,3807296,cnl-brain9,155.198.99.250,23.1867778301239,1,0.6000000000000001,3422b_00108
109,2.0,2.0,39.39000000000073,0.0011924345704903416,1.25,-0.049999999999998934,1.1694920147912322,0.9981570883570459,1749058958,,False,1,3422b_00109,2025-06-04_18-42-38,19.83743166923523,19.83743166923523,3807264,cnl-brain9,155.198.99.250,19.83743166923523,1,0.7000000000000002,3422b_00109
110,2.0,2.0,39.39000000000073,0.006932631834152936,1.25,-0.04999999999999938,0.530602559204266,1.058392908847194,1749058958,,False,1,3422b_00110,2025-06-04_18-42-38,19.53887367248535,19.53887367248535,3807267,cnl-brain9,155.198.99.250,19.53887367248535,1,0.8000000000000003,3422b_00110
111,2.0,2.0,39.39000000000073,0.005903426686896918,1.25,-0.049999999999998934,0.5062940314793667,1.1346439357221632,1749058959,,False,1,3422b_00111,2025-06-04_18-42-39,20.53677797317505,20.53677797317505,3807307,cnl-brain9,155.198.99.250,20.53677797317505,1,0.9000000000000004,3422b_00111
112,2.0,2.0,39.450000000000735,0.005951529904820951,1.25,-0.049999999999998934,0.4930970220881421,1.1901259325674631,1749058961,,False,1,3422b_00112,2025-06-04_18-42-41,22.01506781578064,22.01506781578064,3806103,cnl-brain9,155.198.99.250,22.01506781578064,1,1.0,3422b_00112
113,2.0,2.0,39.39000000000073,0.006502042395243102,1.25,-0.04999999999999849,0.4862089992984022,1.227406636477756,1749058961,,False,1,3422b_00113,2025-06-04_18-42-41,22.254334211349487,22.254334211349487,3807286,cnl-brain9,155.198.99.250,22.254334211349487,1,1.1,3422b_00113
114,2.0,2.0,39.39000000000073,0.003405663813298432,1.25,1.1500000000000012,0.47060952319667937,0.7124381969339678,1749058958,,False,1,3422b_00114,2025-06-04_18-42-38,18.951948881149292,18.951948881149292,3806100,cnl-brain9,155.198.99.250,18.951948881149292,1,1.2000000000000002,3422b_00114
115,2.0,2.0,39.420000000000734,0.003205536004473597,1.25,1.2500000000000004,0.4904381496802763,0.7074516394515414,1749058959,,False,1,3422b_00115,2025-06-04_18-42-39,20.062803268432617,20.062803268432617,3807293,cnl-brain9,155.198.99.250,20.062803268432617,1,1.3000000000000003,3422b_00115
116,2.0,2.0,39.39000000000073,0.006989851736321828,1.25,1.3500000000000014,0.5041024275247548,0.8943716679336968,1749058961,,False,1,3422b_00116,2025-06-04_18-42-41,22.105610609054565,22.105610609054565,3807318,cnl-brain9,155.198.99.250,22.105610609054565,1,1.4000000000000004,3422b_00116
117,2.0,2.0,39.420000000000734,0.0034394515165421247,1.25,1.450000000000001,0.5223874397970398,0.7277087776032836,1749058960,,False,1,3422b_00117,2025-06-04_18-42-40,21.158740282058716,21.158740282058716,3807241,cnl-brain9,155.198.99.250,21.158740282058716,1,1.5,3422b_00117
118,2.0,2.0,39.450000000000735,0.0006248753054824974,1.25,1.550000000000002,0.534251320272193,1.1495367536412966,1749058959,,False,1,3422b_00118,2025-06-04_18-42-39,19.71041250228882,19.71041250228882,3806102,cnl-brain9,155.198.99.250,19.71041250228882,1,1.6,3422b_00118
119,2.0,2.0,39.450000000000735,0.007136897806946596,1.25,1.6500000000000012,0.5388420373434339,0.7569218903371452,1749058959,,False,1,3422b_00119,2025-06-04_18-42-39,19.92863655090332,19.92863655090332,3807249,cnl-brain9,155.198.99.250,19.92863655090332,1,1.7000000000000002,3422b_00119
120,2.0,2.0,39.39000000000073,0.002311637487249829,1.25,1.7500000000000004,0.5461810951217068,0.7565823852518876,1749058956,,False,1,3422b_00120,2025-06-04_18-42-36,16.866244316101074,16.866244316101074,3807315,cnl-brain9,155.198.99.250,16.866244316101074,1,1.8000000000000003,3422b_00120
121,2.0,2.0,39.39000000000073,0.0047570994303192116,1.25,1.8500000000000014,0.5504111552288764,0.7590498848335372,1749058959,,False,1,3422b_00121,2025-06-04_18-42-39,20.150055170059204,20.150055170059204,3806097,cnl-brain9,155.198.99.250,20.150055170059204,1,1.9000000000000004,3422b_00121
