,metric/num_BTSP_events,metric/num_BTSP_positions,metric/first_BTSP_time,metric/first_BTSP_relative_position,metric/max_BTSP_ramp,metric/PC_weight_peak_relative_position,metric/PC_weight_FWHM,metric/PC_weight_ratio_pre_post,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/target_moved,logdir
10,2.0,2.0,39.480000000000736,0.007630037961212199,1.25,-0.049999999999998934,0.5393046337116916,1.2022878036647235,1750337656,,False,1,71305_00010,2025-06-19_13-54-16,23.014522790908813,23.014522790908813,1070985,cnl-brain9,155.198.99.250,23.014522790908813,1,-2.6,71305_00010
11,2.0,2.0,39.450000000000735,0.0045684405231187775,1.25,-0.049999999999998934,0.5414602480781814,1.2155513153550537,1750337653,,False,1,71305_00011,2025-06-19_13-54-13,19.109192371368408,19.109192371368408,1070986,cnl-brain9,155.198.99.250,19.109192371368408,1,-2.5,71305_00011
12,2.0,2.0,39.39000000000073,0.0034905848806854323,1.25,-0.049999999999998934,0.5440605610995473,1.2183483061171445,1750337654,,False,1,71305_00012,2025-06-19_13-54-14,21.333829879760742,21.333829879760742,1070987,cnl-brain9,155.198.99.250,21.333829879760742,1,-2.4,71305_00012
13,2.0,2.0,39.450000000000735,0.005433631685852536,1.25,-0.049999999999998934,0.547253588681933,1.2052267025389887,1750337652,,False,1,71305_00013,2025-06-19_13-54-12,18.47039556503296,18.47039556503296,1070988,cnl-brain9,155.198.99.250,18.47039556503296,1,-2.3,71305_00013
14,2.0,2.0,39.450000000000735,0.0050238258648067635,1.25,-0.049999999999998934,0.5489926067336617,1.203989214146918,1750337653,,False,1,71305_00014,2025-06-19_13-54-13,19.85333561897278,19.85333561897278,1070989,cnl-brain9,155.198.99.250,19.85333561897278,1,-2.2,71305_00014
15,2.0,2.0,39.420000000000734,0.0010443216522708632,1.25,-0.049999999999998934,0.549054146566601,1.2204971233349882,1750337657,,False,1,71305_00015,2025-06-19_13-54-17,23.954033374786377,23.954033374786377,1070990,cnl-brain9,155.198.99.250,23.954033374786377,1,-2.1,71305_00015
16,2.0,2.0,39.450000000000735,0.0048341782501890584,1.25,-0.049999999999998934,0.5504050616298177,1.1960577717962046,1750337655,,False,1,71305_00016,2025-06-19_13-54-15,22.05141854286194,22.05141854286194,1070991,cnl-brain9,155.198.99.250,22.05141854286194,1,-2.0,71305_00016
17,2.0,2.0,39.450000000000735,0.00731520856090917,1.25,-0.049999999999998934,0.5499372660581159,1.1782111687694776,1750337657,,False,1,71305_00017,2025-06-19_13-54-17,23.954545736312866,23.954545736312866,1070992,cnl-brain9,155.198.99.250,23.954545736312866,1,-1.9,71305_00017
18,2.0,2.0,39.450000000000735,0.003277874775961198,1.25,-0.049999999999998934,0.5447253566264938,1.192774497507102,1750337652,,False,1,71305_00018,2025-06-19_13-54-12,18.374042510986328,18.374042510986328,1070993,cnl-brain9,155.198.99.250,18.374042510986328,1,-1.8,71305_00018
19,2.0,2.0,39.480000000000736,0.005544258299889915,1.25,-0.049999999999998934,0.5393707337742977,1.1742505870883495,1750337652,,False,1,71305_00019,2025-06-19_13-54-12,19.027925968170166,19.027925968170166,1070994,cnl-brain9,155.198.99.250,19.027925968170166,1,-1.7,71305_00019
20,2.0,2.0,39.39000000000073,0.004512518143961586,1.25,-0.049999999999998934,0.5318631963249163,1.1721630326676258,1750337655,,False,1,71305_00020,2025-06-19_13-54-15,22.02225136756897,22.02225136756897,1070995,cnl-brain9,155.198.99.250,22.02225136756897,1,-1.6,71305_00020
21,2.0,2.0,39.36000000000073,0.0008119301901974296,1.25,-0.049999999999998934,0.5187307403416912,1.1833074443235805,1750337650,,False,1,71305_00021,2025-06-19_13-54-10,17.402045011520386,17.402045011520386,1070996,cnl-brain9,155.198.99.250,17.402045011520386,1,-1.5,71305_00021
22,2.0,2.0,39.420000000000734,0.0027638701243941632,1.25,-0.049999999999998934,0.5027121262951662,1.1651290328411172,1750337652,,False,1,71305_00022,2025-06-19_13-54-12,18.63954734802246,18.63954734802246,1070997,cnl-brain9,155.198.99.250,18.63954734802246,1,-1.4,71305_00022
23,2.0,2.0,39.39000000000073,0.004605797732037065,1.25,-0.049999999999998934,0.4862137123698549,1.1484800192016023,1750337656,,False,1,71305_00023,2025-06-19_13-54-16,23.162123441696167,23.162123441696167,1070998,cnl-brain9,155.198.99.250,23.162123441696167,1,-1.2999999999999998,71305_00023
24,2.0,2.0,39.420000000000734,0.004595742910667777,1.25,-0.049999999999998934,0.4699720692793896,1.1443692553676719,1750337656,,False,1,71305_00024,2025-06-19_13-54-16,22.985229015350342,22.985229015350342,1070999,cnl-brain9,155.198.99.250,22.985229015350342,1,-1.1999999999999997,71305_00024
25,2.0,2.0,39.480000000000736,0.006243189196379451,1.25,-1.1499999999999995,0.4858568490678561,0.7919006743231488,1750337656,,False,1,71305_00025,2025-06-19_13-54-16,22.82240867614746,22.82240867614746,1071000,cnl-brain9,155.198.99.250,22.82240867614746,1,-1.1,71305_00025
26,2.0,2.0,39.39000000000073,0.0008508208406623474,1.25,-1.0499999999999994,0.494914620053454,0.7647185533414067,1750337656,,False,1,71305_00026,2025-06-19_13-54-16,22.962846279144287,22.962846279144287,1071001,cnl-brain9,155.198.99.250,22.962846279144287,1,-1.0,71305_00026
27,2.0,2.0,39.39000000000073,0.005993470170397419,1.25,-0.9499999999999993,0.5075954210522133,0.8938849515730233,1750337659,,False,1,71305_00027,2025-06-19_13-54-19,25.259329080581665,25.259329080581665,1071002,cnl-brain9,155.198.99.250,25.259329080581665,1,-0.8999999999999999,71305_00027
28,2.0,2.0,39.420000000000734,0.0036867327873295608,1.25,-0.8499999999999992,0.5303337820457052,1.068157804980951,1750337659,,False,1,71305_00028,2025-06-19_13-54-19,25.748278617858887,25.748278617858887,1071003,cnl-brain9,155.198.99.250,25.748278617858887,1,-0.7999999999999998,71305_00028
29,2.0,2.0,39.420000000000734,0.006753961083568516,1.25,-0.7499999999999991,1.1647959677757087,0.9740744130267709,1750337651,,False,1,71305_00029,2025-06-19_13-54-11,17.684635639190674,17.684635639190674,1071004,cnl-brain9,155.198.99.250,17.684635639190674,1,-0.6999999999999997,71305_00029
30,2.0,2.0,39.480000000000736,0.00659603400696307,1.25,-0.5499999999999994,1.0556014508287364,0.8894678624026602,1750337652,,False,1,71305_00030,2025-06-19_13-54-12,18.425121545791626,18.425121545791626,1071005,cnl-brain9,155.198.99.250,18.425121545791626,1,-0.6000000000000001,71305_00030
31,2.0,2.0,39.39000000000073,0.0027485755476805984,1.25,-0.4499999999999993,0.9307068245734467,0.7900408976042974,1750337653,,False,1,71305_00031,2025-06-19_13-54-13,19.519055128097534,19.519055128097534,1071006,cnl-brain9,155.198.99.250,19.519055128097534,1,-0.5,71305_00031
32,2.0,2.0,39.450000000000735,0.0016558177514838235,1.5,-0.3499999999999992,0.8232964638771811,0.9075745361427683,1750337656,,False,1,71305_00032,2025-06-19_13-54-16,22.469016790390015,22.469016790390015,1071007,cnl-brain9,155.198.99.250,22.469016790390015,1,-0.3999999999999999,71305_00032
33,2.0,2.0,39.420000000000734,0.004034178437363423,1.25,-0.2499999999999991,0.7167798070549778,0.88908191333465,1750337652,,False,1,71305_00033,2025-06-19_13-54-12,18.882431507110596,18.882431507110596,1071008,cnl-brain9,155.198.99.250,18.882431507110596,1,-0.2999999999999998,71305_00033
34,1.0,1.0,39.420000000000734,0.00044496539234817334,1.25,-0.049999999999998934,0.5130223073144129,1.2385818901628793,1750337658,,False,1,71305_00034,2025-06-19_13-54-18,24.57677936553955,24.57677936553955,1071009,cnl-brain9,155.198.99.250,24.57677936553955,1,-0.19999999999999973,71305_00034
35,1.0,1.0,39.39000000000073,0.0017079004859805735,1.25,-0.049999999999998934,0.5134325738328154,1.2320423786254597,1750337658,,False,1,71305_00035,2025-06-19_13-54-18,24.653218030929565,24.653218030929565,1071010,cnl-brain9,155.198.99.250,24.653218030929565,1,-0.10000000000000009,71305_00035
36,1.0,1.0,39.36000000000073,0.002803307422394319,1.25,-0.049999999999998934,0.5137939578669526,1.22639108986838,1750337642,,False,1,71305_00036,2025-06-19_13-54-02,8.800729274749756,8.800729274749756,1071012,cnl-brain9,155.198.99.250,8.800729274749756,1,0.0,71305_00036
37,1.0,1.0,39.450000000000735,0.004397409178841016,1.25,-0.049999999999998934,0.5143337699316302,1.2182063870219244,1750337657,,False,1,71305_00037,2025-06-19_13-54-17,23.711328983306885,23.711328983306885,1071014,cnl-brain9,155.198.99.250,23.711328983306885,1,0.10000000000000009,71305_00037
38,1.0,1.0,39.36000000000073,0.003088950451576089,1.25,-0.049999999999998934,0.5138907698323698,1.2249223769704347,1750337657,,False,1,71305_00038,2025-06-19_13-54-17,23.40678334236145,23.40678334236145,1071016,cnl-brain9,155.198.99.250,23.40678334236145,1,0.20000000000000018,71305_00038
39,1.0,1.0,39.480000000000736,0.006580243896062932,1.25,-0.049999999999998934,0.5150964233811473,1.2070715225938113,1750337652,,False,1,71305_00039,2025-06-19_13-54-12,18.698224544525146,18.698224544525146,1071018,cnl-brain9,155.198.99.250,18.698224544525146,1,0.30000000000000027,71305_00039
40,2.0,2.0,39.420000000000734,0.0040640940848253315,1.25,0.05000000000000071,0.81659757905082,0.7079275284342936,1750337658,,False,1,71305_00040,2025-06-19_13-54-18,24.266806602478027,24.266806602478027,1071020,cnl-brain9,155.198.99.250,24.266806602478027,1,0.3999999999999999,71305_00040
41,2.0,2.0,39.420000000000734,0.007652381578475698,1.25,0.050000000000001155,0.9305664245631307,0.7832186647013879,1750337652,,False,1,71305_00041,2025-06-19_13-54-12,18.73065948486328,18.73065948486328,1071021,cnl-brain9,155.198.99.250,18.73065948486328,1,0.5000000000000004,71305_00041
42,2.0,2.0,39.39000000000073,0.0028510880997738575,1.25,-0.04999999999999849,1.057506764468633,0.8944746537702923,1750337653,,False,1,71305_00042,2025-06-19_13-54-13,19.51501989364624,19.51501989364624,1071023,cnl-brain9,155.198.99.250,19.51501989364624,1,0.6000000000000001,71305_00042
43,2.0,2.0,39.420000000000734,0.006477266843464058,1.25,-0.04999999999999849,1.1717661270539885,0.9811725591861372,1750337655,,False,1,71305_00043,2025-06-19_13-54-15,21.69841694831848,21.69841694831848,1071025,cnl-brain9,155.198.99.250,21.69841694831848,1,0.6999999999999997,71305_00043
44,2.0,2.0,39.39000000000073,0.004030383135022575,1.25,-0.04999999999999938,0.5282250393611618,1.0740771678583274,1750337653,,False,1,71305_00044,2025-06-19_13-54-13,19.85097646713257,19.85097646713257,1071027,cnl-brain9,155.198.99.250,19.85097646713257,1,0.8000000000000003,71305_00044
45,2.0,2.0,39.480000000000736,0.006023380518425547,1.25,-0.04999999999999938,0.5065380578248795,1.1333232325451204,1750337657,,False,1,71305_00045,2025-06-19_13-54-17,23.916016101837158,23.916016101837158,1071029,cnl-brain9,155.198.99.250,23.916016101837158,1,0.8999999999999999,71305_00045
46,2.0,2.0,39.420000000000734,0.0014671777739287961,1.25,-0.04999999999999849,0.49154672560279966,1.2141830842887111,1750337656,,False,1,71305_00046,2025-06-19_13-54-16,22.168135166168213,22.168135166168213,1071030,cnl-brain9,155.198.99.250,22.168135166168213,1,1.0000000000000004,71305_00046
47,2.0,2.0,39.480000000000736,0.005111095472354776,1.25,-0.04999999999999849,0.485702959042571,1.2353814399689025,1750337658,,False,1,71305_00047,2025-06-19_13-54-18,24.16120171546936,24.16120171546936,1071031,cnl-brain9,155.198.99.250,24.16120171546936,1,1.1,71305_00047
48,2.0,2.0,39.420000000000734,0.001115332527465096,1.25,-0.04999999999999938,0.48083809673096667,1.287914091459756,1750337654,,False,1,71305_00048,2025-06-19_13-54-14,20.21453309059143,20.21453309059143,1071033,cnl-brain9,155.198.99.250,20.21453309059143,1,1.2000000000000006,71305_00048
49,2.0,2.0,39.420000000000734,0.0012207268580248787,1.25,1.2500000000000004,0.4882103328020415,0.7246865145161131,1750337653,,False,1,71305_00049,2025-06-19_13-54-13,18.995447635650635,18.995447635650635,1071034,cnl-brain9,155.198.99.250,18.995447635650635,1,1.3000000000000003,71305_00049
50,2.0,2.0,39.420000000000734,0.00024082730601104885,1.25,1.350000000000001,0.5073295491193539,0.8793513560108978,1750337651,,False,1,71305_00050,2025-06-19_13-54-11,17.47351837158203,17.47351837158203,1071036,cnl-brain9,155.198.99.250,17.47351837158203,1,1.4,71305_00050
51,2.0,2.0,39.36000000000073,0.004097760844343323,1.25,1.4500000000000015,0.5200291227031872,0.7438916606883282,1750337657,,False,1,71305_00051,2025-06-19_13-54-17,23.43294858932495,23.43294858932495,1071039,cnl-brain9,155.198.99.250,23.43294858932495,1,1.5000000000000004,71305_00051
52,2.0,2.0,39.450000000000735,0.004521720271523311,1.25,1.550000000000002,0.5321611296537725,1.170029315050574,1750337655,,False,1,71305_00052,2025-06-19_13-54-15,21.402788639068604,21.402788639068604,1071040,cnl-brain9,155.198.99.250,21.402788639068604,1,1.6,71305_00052
53,2.0,2.0,39.420000000000734,0.003092699321900483,1.25,1.6500000000000008,0.5403474680458951,0.7481187739968853,1750337654,,False,1,71305_00053,2025-06-19_13-54-14,19.910693883895874,19.910693883895874,1071042,cnl-brain9,155.198.99.250,19.910693883895874,1,1.7000000000000006,71305_00053
54,2.0,2.0,39.450000000000735,0.00581467375111977,1.25,1.7500000000000004,0.5460913489705916,0.7562447076739006,1750337654,,False,1,71305_00054,2025-06-19_13-54-14,20.011962175369263,20.011962175369263,1071043,cnl-brain9,155.198.99.250,20.011962175369263,1,1.8000000000000003,71305_00054
55,2.0,2.0,39.420000000000734,0.002513390378604541,1.25,1.850000000000001,0.5503303817133212,0.7596897016896488,1750337654,,False,1,71305_00055,2025-06-19_13-54-14,20.856207609176636,20.856207609176636,1071045,cnl-brain9,155.198.99.250,20.856207609176636,1,1.9,71305_00055
56,2.0,2.0,39.36000000000073,0.004250701017032732,1.25,1.9500000000000015,0.5494513242276042,0.7850553698696408,1750337657,,False,1,71305_00056,2025-06-19_13-54-17,24.026153802871704,24.026153802871704,1071050,cnl-brain9,155.198.99.250,24.026153802871704,1,2.0000000000000004,71305_00056
57,2.0,2.0,39.39000000000073,0.0019140354340128063,1.25,2.050000000000002,0.5465865759752466,1.2044526369951634,1750337651,,False,1,71305_00057,2025-06-19_13-54-11,17.414793014526367,17.414793014526367,1071051,cnl-brain9,155.198.99.250,17.414793014526367,1,2.1,71305_00057
58,2.0,2.0,39.450000000000735,0.0013317280059155223,1.25,2.150000000000001,0.5415206481731918,0.7998930591690789,1750337654,,False,1,71305_00058,2025-06-19_13-54-14,20.593520164489746,20.593520164489746,1071052,cnl-brain9,155.198.99.250,20.593520164489746,1,2.2000000000000006,71305_00058
59,2.0,2.0,39.420000000000734,0.0008100741589998073,1.25,-0.04999999999999938,0.540522133339818,1.2788946665684089,1750337654,,False,1,71305_00059,2025-06-19_13-54-14,20.875077724456787,20.875077724456787,1071053,cnl-brain9,155.198.99.250,20.875077724456787,1,2.3000000000000003,71305_00059
60,2.0,2.0,39.51000000000074,0.006127573764830974,1.25,2.4499999999999997,0.4722867758870928,1.8553987336925049,1750337656,,False,1,71305_00060,2025-06-19_13-54-16,22.765832662582397,22.765832662582397,1071055,cnl-brain9,155.198.99.250,22.765832662582397,1,2.4,71305_00060
61,2.0,2.0,39.36000000000073,0.004540699829421069,1.25,2.45,0.45672510529689525,1.8306581092871326,1750337655,,False,1,71305_00061,2025-06-19_13-54-15,21.52070713043213,21.52070713043213,1071058,cnl-brain9,155.198.99.250,21.52070713043213,1,-3.6,71305_00061
62,2.0,2.0,39.420000000000734,0.001213469407282286,1.25,2.45,0.41432400304658135,1.45096099594164,1750337655,,False,1,71305_00062,2025-06-19_13-54-15,21.214727878570557,21.214727878570557,1071060,cnl-brain9,155.198.99.250,21.214727878570557,1,-3.5,71305_00062
63,2.0,2.0,39.39000000000073,0.004391818141893822,1.25,2.5500000000000003,-4.759028509716245,1.1908606439264673,1750337658,,False,1,71305_00063,2025-06-19_13-54-18,24.215936183929443,24.215936183929443,1071062,cnl-brain9,155.198.99.250,24.215936183929443,1,-3.4,71305_00063
64,2.0,2.0,39.420000000000734,0.0011620068165894004,1.25,2.6500000000000004,2.3452696338308057,0.9626940237520428,1750337652,,False,1,71305_00064,2025-06-19_13-54-12,18.10642123222351,18.10642123222351,1071065,cnl-brain9,155.198.99.250,18.10642123222351,1,-3.3,71305_00064
65,2.0,2.0,39.39000000000073,0.0024273553843174867,1.25,2.7500000000000004,0.5053971173996246,0.9743482495272789,1750337655,,False,1,71305_00065,2025-06-19_13-54-15,21.394408464431763,21.394408464431763,1071067,cnl-brain9,155.198.99.250,21.394408464431763,1,-3.2,71305_00065
66,2.0,2.0,39.420000000000734,0.004602546610100511,1.25,2.8500000000000005,0.5132170319732019,0.9536026560646028,1750337655,,False,1,71305_00066,2025-06-19_13-54-15,21.134829998016357,21.134829998016357,1071069,cnl-brain9,155.198.99.250,21.134829998016357,1,-3.1,71305_00066
67,2.0,2.0,39.480000000000736,0.007665513878496899,1.25,2.9500000000000006,0.5176886291191899,0.967545638242178,1750337652,,False,1,71305_00067,2025-06-19_13-54-12,18.18461322784424,18.18461322784424,1071071,cnl-brain9,155.198.99.250,18.18461322784424,1,-3.0,71305_00067
68,2.0,2.0,39.36000000000073,0.0023020688457338068,1.25,-0.049999999999998934,0.5285974707975543,1.237311037060623,1750337655,,False,1,71305_00068,2025-06-19_13-54-15,21.86151885986328,21.86151885986328,1071072,cnl-brain9,155.198.99.250,21.86151885986328,1,-2.9,71305_00068
69,2.0,2.0,39.450000000000735,0.005769479956251988,1.25,-0.049999999999998934,0.5326582741458838,1.2166358702064823,1750337657,,False,1,71305_00069,2025-06-19_13-54-17,22.97325086593628,22.97325086593628,1071075,cnl-brain9,155.198.99.250,22.97325086593628,1,-2.8,71305_00069
70,2.0,2.0,39.420000000000734,0.005255689258360174,1.25,-0.049999999999998934,0.5354080624486808,1.2171025838912417,1750337652,,False,1,71305_00070,2025-06-19_13-54-12,18.674676179885864,18.674676179885864,1071076,cnl-brain9,155.198.99.250,18.674676179885864,1,-2.7,71305_00070
71,2.0,2.0,39.420000000000734,0.005490043275210965,1.25,-0.049999999999998934,0.5385299074154677,1.2134883381209376,1750337656,,False,1,71305_00071,2025-06-19_13-54-16,22.459314346313477,22.459314346313477,1071078,cnl-brain9,155.198.99.250,22.459314346313477,1,-2.6,71305_00071
72,2.0,2.0,39.450000000000735,0.00537630166824643,1.25,-0.049999999999998934,0.5415210344544206,1.2114768357004355,1750337658,,False,1,71305_00072,2025-06-19_13-54-18,24.340884923934937,24.340884923934937,1071079,cnl-brain9,155.198.99.250,24.340884923934937,1,-2.5,71305_00072
73,2.0,2.0,39.420000000000734,0.0037013846626918756,1.25,-0.049999999999998934,0.5440115064954063,1.2174022955139077,1750337656,,False,1,71305_00073,2025-06-19_13-54-16,22.081212282180786,22.081212282180786,1071080,cnl-brain9,155.198.99.250,22.081212282180786,1,-2.4,71305_00073
74,2.0,2.0,39.36000000000073,0.0037197656773799714,1.25,-0.049999999999998934,0.5467124571349631,1.2140744490609998,1750337652,,False,1,71305_00074,2025-06-19_13-54-12,18.58293342590332,18.58293342590332,1071082,cnl-brain9,155.198.99.250,18.58293342590332,1,-2.3,71305_00074
75,2.0,2.0,39.420000000000734,0.0016016489771555342,1.25,-0.049999999999998934,0.5479043269113202,1.2214320890807995,1750337654,,False,1,71305_00075,2025-06-19_13-54-14,20.40839457511902,20.40839457511902,1071084,cnl-brain9,155.198.99.250,20.40839457511902,1,-2.2,71305_00075
76,2.0,2.0,39.39000000000073,0.00322399002713869,1.25,-0.049999999999998934,0.54974807079688,1.2091020976563365,1750337654,,False,1,71305_00076,2025-06-19_13-54-14,20.240353107452393,20.240353107452393,1071086,cnl-brain9,155.198.99.250,20.240353107452393,1,-2.1,71305_00076
77,2.0,2.0,39.480000000000736,0.0037694953523437214,1.25,-0.049999999999998934,0.5501047843193989,1.201684391701715,1750337656,,False,1,71305_00077,2025-06-19_13-54-16,22.201835870742798,22.201835870742798,1071088,cnl-brain9,155.198.99.250,22.201835870742798,1,-2.0,71305_00077
78,2.0,2.0,39.480000000000736,0.003299240962747696,1.25,-0.049999999999998934,0.5485017354671711,1.1988405645906688,1750337657,,False,1,71305_00078,2025-06-19_13-54-17,23.003124237060547,23.003124237060547,1071089,cnl-brain9,155.198.99.250,23.003124237060547,1,-1.9,71305_00078
79,2.0,2.0,39.480000000000736,0.006068201494951353,1.25,-0.049999999999998934,0.5457339660657752,1.1782975795443376,1750337655,,False,1,71305_00079,2025-06-19_13-54-15,21.412477731704712,21.412477731704712,1071092,cnl-brain9,155.198.99.250,21.412477731704712,1,-1.8,71305_00079
80,2.0,2.0,39.450000000000735,0.005787805673482804,1.25,-0.049999999999998934,0.5394699239328054,1.1729664378123856,1750337657,,False,1,71305_00080,2025-06-19_13-54-17,23.333763360977173,23.333763360977173,1071094,cnl-brain9,155.198.99.250,23.333763360977173,1,-1.7,71305_00080
81,2.0,2.0,39.450000000000735,0.004916032075513055,1.25,-0.049999999999998934,0.5319391189798868,1.1700323960143302,1750337651,,False,1,71305_00081,2025-06-19_13-54-11,16.94447422027588,16.94447422027588,1071099,cnl-brain9,155.198.99.250,16.94447422027588,1,-1.6,71305_00081
82,2.0,2.0,39.420000000000734,0.0034412775689167674,1.25,-0.049999999999998934,0.5202936974731962,1.1698985745381958,1750337656,,False,1,71305_00082,2025-06-19_13-54-16,22.145148515701294,22.145148515701294,1071100,cnl-brain9,155.198.99.250,22.145148515701294,1,-1.5,71305_00082
83,2.0,2.0,39.450000000000735,0.003411551742499963,1.25,-0.049999999999998934,0.5033372515306933,1.1618963698926161,1750337655,,False,1,71305_00083,2025-06-19_13-54-15,20.915638208389282,20.915638208389282,1071104,cnl-brain9,155.198.99.250,20.915638208389282,1,-1.4,71305_00083
84,2.0,2.0,39.480000000000736,0.004873652641913306,1.25,-0.049999999999998934,0.48747490652471104,1.147379564368424,1750337658,,False,1,71305_00084,2025-06-19_13-54-18,24.2460834980011,24.2460834980011,1071105,cnl-brain9,155.198.99.250,24.2460834980011,1,-1.2999999999999998,71305_00084
85,2.0,2.0,39.420000000000734,0.002990161935426894,1.25,-0.049999999999998934,0.4696177025579651,1.1529684645772231,1750337656,,False,1,71305_00085,2025-06-19_13-54-16,22.107219219207764,22.107219219207764,1071107,cnl-brain9,155.198.99.250,22.107219219207764,1,-1.1999999999999997,71305_00085
86,2.0,2.0,39.480000000000736,0.0031427509387187413,1.25,-1.1499999999999995,0.4884607568187156,0.7701470193082538,1750337658,,False,1,71305_00086,2025-06-19_13-54-18,24.325082540512085,24.325082540512085,1071109,cnl-brain9,155.198.99.250,24.325082540512085,1,-1.1,71305_00086
87,2.0,2.0,39.420000000000734,0.004500358408309424,1.25,-1.0499999999999994,0.49462223755220736,0.7645481895818309,1750337652,,False,1,71305_00087,2025-06-19_13-54-12,18.131975173950195,18.131975173950195,1071112,cnl-brain9,155.198.99.250,18.131975173950195,1,-1.0,71305_00087
88,2.0,2.0,39.39000000000073,0.0016840568171971881,1.25,-0.9499999999999993,0.5097368028909641,0.8813973459134345,1750337655,,False,1,71305_00088,2025-06-19_13-54-15,21.55499768257141,21.55499768257141,1071114,cnl-brain9,155.198.99.250,21.55499768257141,1,-0.8999999999999999,71305_00088
89,2.0,2.0,39.420000000000734,0.005279215358838574,1.25,-0.8499999999999992,0.5309074041524591,1.0598799864620105,1750337656,,False,1,71305_00089,2025-06-19_13-54-16,22.194372415542603,22.194372415542603,1071119,cnl-brain9,155.198.99.250,22.194372415542603,1,-0.7999999999999998,71305_00089
90,2.0,2.0,39.420000000000734,0.00259664949027405,1.25,-0.7499999999999991,1.1603637082810851,0.9720391072164182,1750337666,,False,1,71305_00090,2025-06-19_13-54-26,23.847363710403442,23.847363710403442,1071012,cnl-brain9,155.198.99.250,23.847363710403442,1,-0.6999999999999997,71305_00090
91,2.0,2.0,39.480000000000736,0.00180035782530652,1.25,-0.5499999999999994,1.0511382848837143,0.8879628338105646,1750337671,,False,1,71305_00091,2025-06-19_13-54-31,20.66952919960022,20.66952919960022,1070996,cnl-brain9,155.198.99.250,20.66952919960022,1,-0.6000000000000001,71305_00091
92,2.0,2.0,39.39000000000073,0.007299800865949724,1.25,-0.4499999999999993,0.9369961025301672,0.7948085563455732,1750337675,,False,1,71305_00092,2025-06-19_13-54-35,24.08086133003235,24.08086133003235,1071099,cnl-brain9,155.198.99.250,24.08086133003235,1,-0.5,71305_00092
