,metric/num_BTSP_events,metric/num_BTSP_positions,metric/first_BTSP_time,metric/first_BTSP_relative_position,metric/max_BTSP_ramp,metric/PC_weight_peak_relative_position,metric/PC_weight_FWHM,metric/PC_weight_ratio_pre_post,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/speed_mean,logdir
0,1.0,1.0,430.0499999998506,-0.026108017318023702,1.0,-0.049999999999998934,0.24103542394715172,1.3209246875226544,1751978297,,False,1,543cb_00000,2025-07-08_13-38-17,34.488680362701416,34.488680362701416,1488983,cnl-brain9,155.198.99.250,34.488680362701416,1,0.05,543cb_00000
1,1.0,1.0,153.18000000000504,-0.023930888169869657,1.25,-0.049999999999998934,0.26100238140664445,1.7568790674124624,1751978291,,False,1,543cb_00001,2025-07-08_13-38-11,28.63456416130066,28.63456416130066,1488984,cnl-brain9,155.198.99.250,28.63456416130066,1,0.0625,543cb_00001
2,1.0,1.0,127.89000000000408,-0.02293562330312593,1.25,-0.049999999999998934,0.27874895617429285,2.0087258595908195,1751978289,,False,1,543cb_00002,2025-07-08_13-38-09,26.963302850723267,26.963302850723267,1488985,cnl-brain9,155.198.99.250,26.963302850723267,1,0.07500000000000001,543cb_00002
3,1.0,1.0,109.8300000000034,-0.019303127688660382,1.25,-0.049999999999998934,0.29391530931497645,2.01175813590991,1751978285,,False,1,543cb_00003,2025-07-08_13-38-05,23.241734266281128,23.241734266281128,1488986,cnl-brain9,155.198.99.250,23.241734266281128,1,0.08750000000000001,543cb_00003
4,1.0,1.0,96.27000000000288,-0.018599613556110395,1.25,-0.049999999999998934,0.3127829002593563,1.9651898701292547,1751978285,,False,1,543cb_00004,2025-07-08_13-38-05,22.6223623752594,22.6223623752594,1488987,cnl-brain9,155.198.99.250,22.6223623752594,1,0.1,543cb_00004
5,1.0,1.0,85.77000000000248,-0.015184959873906223,1.25,-0.049999999999998934,0.32971824314031606,1.8350503777774632,1751978281,,False,1,543cb_00005,2025-07-08_13-38-01,19.086495399475098,19.086495399475098,1488988,cnl-brain9,155.198.99.250,19.086495399475098,1,0.1125,543cb_00005
6,1.0,1.0,77.37000000000216,-0.012225551143214108,1.0,-0.049999999999998934,0.34451674161549173,1.7159991004358122,1751978282,,False,1,543cb_00006,2025-07-08_13-38-02,19.89894199371338,19.89894199371338,1490214,cnl-brain9,155.198.99.250,19.89894199371338,1,0.125,543cb_00006
7,1.0,1.0,70.4400000000019,-0.011372835706323414,1.25,-0.049999999999998934,0.3607826481084704,1.638028085480013,1751978278,,False,1,543cb_00007,2025-07-08_13-37-58,16.279626846313477,16.279626846313477,1490500,cnl-brain9,155.198.99.250,16.279626846313477,1,0.1375,543cb_00007
8,1.0,1.0,64.71000000000168,-0.011858710226577251,1.25,-0.049999999999998934,0.37656362005323984,1.5844865568395072,1751978276,,False,1,543cb_00008,2025-07-08_13-37-56,14.0993070602417,14.0993070602417,1490499,cnl-brain9,155.198.99.250,14.0993070602417,1,0.15000000000000002,543cb_00008
9,1.0,1.0,59.85000000000151,-0.007050860084766519,1.25,-0.049999999999998934,0.3926000696855749,1.4821547586971122,1751978278,,False,1,543cb_00009,2025-07-08_13-37-58,16.109155893325806,16.109155893325806,1490498,cnl-brain9,155.198.99.250,16.109155893325806,1,0.1625,543cb_00009
10,1.0,1.0,55.68000000000135,-0.006786066160059168,1.25,-0.049999999999998934,0.40941771728346543,1.438420298608533,1751978277,,False,1,543cb_00010,2025-07-08_13-37-57,15.155968427658081,15.155968427658081,1490491,cnl-brain9,155.198.99.250,15.155968427658081,1,0.175,543cb_00010
11,1.0,1.0,52.05000000000121,-0.002219025951783138,1.25,-0.049999999999998934,0.42994093315715753,1.3652484348620437,1751978275,,False,1,543cb_00011,2025-07-08_13-37-55,13.135102033615112,13.135102033615112,1490487,cnl-brain9,155.198.99.250,13.135102033615112,1,0.1875,543cb_00011
12,1.0,1.0,48.960000000001095,-0.003469162285286931,1.25,-0.049999999999998934,0.4468371912595295,1.3461656398359783,1751978276,,False,1,543cb_00012,2025-07-08_13-37-56,13.72444486618042,13.72444486618042,1490486,cnl-brain9,155.198.99.250,13.72444486618042,1,0.2,543cb_00012
13,1.0,1.0,46.11000000000099,-0.0010336600741638335,1.25,-0.049999999999998934,0.46450390806648256,1.3041079963119286,1751978275,,False,1,543cb_00013,2025-07-08_13-37-55,13.204397916793823,13.204397916793823,1490501,cnl-brain9,155.198.99.250,13.204397916793823,1,0.21250000000000002,543cb_00013
14,1.0,1.0,43.650000000000894,-0.0006858731343584168,1.25,-0.049999999999998934,0.4814860485431698,1.280474162018814,1751978273,,False,1,543cb_00014,2025-07-08_13-37-53,10.903111219406128,10.903111219406128,1490502,cnl-brain9,155.198.99.250,10.903111219406128,1,0.22500000000000003,543cb_00014
15,1.0,1.0,41.40000000000081,0.0008237113460274337,1.25,-0.049999999999998934,0.4975049483579981,1.252996861242044,1751978275,,False,1,543cb_00015,2025-07-08_13-37-55,12.384905338287354,12.384905338287354,1490503,cnl-brain9,155.198.99.250,12.384905338287354,1,0.2375,543cb_00015
16,1.0,1.0,39.39000000000073,0.0032301337187723433,1.25,-0.049999999999998934,0.5139376196109233,1.224195780463685,1751978272,,False,1,543cb_00016,2025-07-08_13-37-52,10.174959897994995,10.174959897994995,1490504,cnl-brain9,155.198.99.250,10.174959897994995,1,0.25,543cb_00016
17,1.0,1.0,37.68000000000067,0.006130544535041249,1.25,-0.049999999999998934,0.5305138644343117,1.1965444998802366,1751978271,,False,1,543cb_00017,2025-07-08_13-37-51,8.886677265167236,8.886677265167236,1490505,cnl-brain9,155.198.99.250,8.886677265167236,1,0.2625,543cb_00017
18,1.0,1.0,35.9700000000006,0.004220363167330543,1.25,-0.049999999999998934,0.5445966315305815,1.1934306333721825,1751978273,,False,1,543cb_00018,2025-07-08_13-37-53,10.80399751663208,10.80399751663208,1490506,cnl-brain9,155.198.99.250,10.80399751663208,1,0.275,543cb_00018
19,1.0,1.0,34.50000000000055,0.009084573415030217,1.25,-0.049999999999998934,0.5614034531770304,1.1622795738216058,1751978274,,False,1,543cb_00019,2025-07-08_13-37-54,11.378512859344482,11.378512859344482,1490507,cnl-brain9,155.198.99.250,11.378512859344482,1,0.28750000000000003,543cb_00019
20,1.0,1.0,33.150000000000496,0.013972705007921693,1.25,-0.049999999999998934,0.5782744392738777,1.1347769271768662,1751978272,,False,1,543cb_00020,2025-07-08_13-37-52,9.920123100280762,9.920123100280762,1490508,cnl-brain9,155.198.99.250,9.920123100280762,1,0.3,543cb_00020
21,1.0,1.0,31.80000000000045,0.00851312807657889,1.25,-0.049999999999998934,0.5903340882140715,1.1475058068248658,1751978272,,False,1,543cb_00021,2025-07-08_13-37-52,9.243422269821167,9.243422269821167,1490509,cnl-brain9,155.198.99.250,9.243422269821167,1,0.3125,543cb_00021
22,1.0,1.0,30.690000000000406,0.009541537047693005,1.25,-0.049999999999998934,0.6072837909344884,1.1365037301062437,1751978272,,False,1,543cb_00022,2025-07-08_13-37-52,10.007197618484497,10.007197618484497,1490510,cnl-brain9,155.198.99.250,10.007197618484497,1,0.325,543cb_00022
23,1.0,1.0,29.610000000000365,0.014620473822711144,1.25,-0.049999999999998934,0.6282307986613129,1.1135291001334642,1751978272,,False,1,543cb_00023,2025-07-08_13-37-52,9.767832279205322,9.767832279205322,1490511,cnl-brain9,155.198.99.250,9.767832279205322,1,0.3375,543cb_00023
24,1.0,1.0,28.530000000000324,0.0128266512693056,1.25,-0.049999999999998934,0.6446988450576341,1.113684028090599,1751978271,,False,1,543cb_00024,2025-07-08_13-37-51,8.906189441680908,8.906189441680908,1490512,cnl-brain9,155.198.99.250,8.906189441680908,1,0.35000000000000003,543cb_00024
25,1.0,1.0,27.66000000000029,0.01987650528359941,1.25,-0.049999999999998934,0.6665924363795086,1.0883609058003225,1751978269,,False,1,543cb_00025,2025-07-08_13-37-49,7.217616319656372,7.217616319656372,1490513,cnl-brain9,155.198.99.250,7.217616319656372,1,0.3625,543cb_00025
26,1.0,1.0,26.82000000000026,0.024374869850625647,1.25,-0.049999999999998934,0.6861431777329035,1.0724940184411562,1751978271,,False,1,543cb_00026,2025-07-08_13-37-51,8.2241849899292,8.2241849899292,1490514,cnl-brain9,155.198.99.250,8.2241849899292,1,0.375,543cb_00026
27,1.0,1.0,25.980000000000228,0.021513530904837097,1.25,-0.049999999999998934,0.701416639622793,1.0768472534252078,1751978271,,False,1,543cb_00027,2025-07-08_13-37-51,8.69903016090393,8.69903016090393,1490516,cnl-brain9,155.198.99.250,8.69903016090393,1,0.3875,543cb_00027
28,1.0,1.0,25.2300000000002,0.029279427403928082,1.0,0.05000000000000071,0.7199525862281555,1.0549276518837347,1751978269,,False,1,543cb_00028,2025-07-08_13-37-49,6.317429780960083,6.317429780960083,1490518,cnl-brain9,155.198.99.250,6.317429780960083,1,0.4,543cb_00028
29,1.0,1.0,190.98000000000647,-0.026449229926180262,1.0,-0.049999999999998934,0.2410627499411957,1.3234829718508874,1751978297,,False,1,543cb_00029,2025-07-08_13-38-17,34.82900023460388,34.82900023460388,1490521,cnl-brain9,155.198.99.250,34.82900023460388,1,0.05,543cb_00029
30,1.0,1.0,153.15000000000504,-0.02352344753593938,1.25,-0.049999999999998934,0.2610203433150584,1.7514971890272495,1751978292,,False,1,543cb_00030,2025-07-08_13-38-12,29.588170528411865,29.588170528411865,1490523,cnl-brain9,155.198.99.250,29.588170528411865,1,0.0625,543cb_00030
31,1.0,1.0,127.89000000000408,-0.021420888457598597,1.0,-0.049999999999998934,0.2786906004541163,1.98170179818944,1751978289,,False,1,543cb_00031,2025-07-08_13-38-09,26.938507318496704,26.938507318496704,1490525,cnl-brain9,155.198.99.250,26.938507318496704,1,0.07500000000000001,543cb_00031
32,1.0,1.0,109.77000000000339,-0.019640287294110603,1.0,-0.049999999999998934,0.2938520667792508,2.0183048497342093,1751978286,,False,1,543cb_00032,2025-07-08_13-38-06,23.31956171989441,23.31956171989441,1490526,cnl-brain9,155.198.99.250,23.31956171989441,1,0.08750000000000001,543cb_00032
