,metric/num_BTSP_events,metric/num_BTSP_positions,metric/first_BTSP_time,metric/first_BTSP_relative_position,metric/max_BTSP_ramp,metric/PC_weight_peak_relative_position,metric/PC_weight_width,metric/PC_weight_ratio_pre_post,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/target_shift,logdir
13,2.0,2.0,37.83000000000067,0.005879926005055491,1.25,-0.049999999999998934,0.5348370630127142,1.3039700426959149,1759200176,,False,1,1f7ba_00013,2025-09-30_03-42-56,15.553932905197144,15.553932905197144,3997815,cnl-brain9,155.198.99.250,15.553932905197144,1,-2.3,1f7ba_00013
14,2.0,2.0,37.68000000000067,0.011272487985138913,1.25,-0.049999999999998934,0.5738650907603224,1.2007920641622116,1759200176,,False,1,1f7ba_00014,2025-09-30_03-42-56,16.882894277572632,16.882894277572632,3997816,cnl-brain9,155.198.99.250,16.882894277572632,1,-2.2,1f7ba_00014
15,2.0,2.0,37.620000000000665,0.012832366640738169,1.25,-2.1499999999999995,0.40957948324691573,0.9530284829288754,1759200178,,False,1,1f7ba_00015,2025-09-30_03-42-58,17.88508677482605,17.88508677482605,3997817,cnl-brain9,155.198.99.250,17.88508677482605,1,-2.1,1f7ba_00015
16,2.0,2.0,40.500000000000774,-0.0019887423490225764,1.25,-0.049999999999998934,0.4393425735349026,1.286905452229983,1759200179,,False,1,1f7ba_00016,2025-09-30_03-42-59,19.25726056098938,19.25726056098938,3997819,cnl-brain9,155.198.99.250,19.25726056098938,1,-2.0,1f7ba_00016
17,2.0,2.0,37.890000000000676,0.021382229127179464,1.25,-1.9499999999999993,0.6067651912727638,0.8218280247265667,1759200178,,False,1,1f7ba_00017,2025-09-30_03-42-58,18.475994348526,18.475994348526,3997821,cnl-brain9,155.198.99.250,18.475994348526,1,-1.9,1f7ba_00017
18,2.0,2.0,39.63000000000074,-0.0010004755059740411,1.25,-0.049999999999998934,0.46984721090539106,1.3204273135407263,1759200177,,False,1,1f7ba_00018,2025-09-30_03-42-57,17.377579927444458,17.377579927444458,3997822,cnl-brain9,155.198.99.250,17.377579927444458,1,-1.8,1f7ba_00018
19,2.0,2.0,39.690000000000744,-0.004534433618002431,1.25,-0.049999999999998934,0.47884372559867483,1.334978481577579,1759200179,,False,1,1f7ba_00019,2025-09-30_03-42-59,18.609028339385986,18.609028339385986,3997823,cnl-brain9,155.198.99.250,18.609028339385986,1,-1.7,1f7ba_00019
20,2.0,2.0,37.83000000000067,-0.011999746821338864,1.25,-0.049999999999998934,0.4274246045781407,1.3650191609432323,1759200178,,False,1,1f7ba_00020,2025-09-30_03-42-58,17.645251750946045,17.645251750946045,3997824,cnl-brain9,155.198.99.250,17.645251750946045,1,-1.6,1f7ba_00020
21,2.0,2.0,40.230000000000764,0.0011877951332928127,1.25,-0.049999999999998934,0.535906531181193,1.1686398263117352,1759200178,,False,1,1f7ba_00021,2025-09-30_03-42-58,17.91170334815979,17.91170334815979,3997825,cnl-brain9,155.198.99.250,17.91170334815979,1,-1.5,1f7ba_00021
22,2.0,2.0,38.19000000000069,-0.0059009839652084395,1.25,-0.049999999999998934,0.4467986434827491,1.2634548207560927,1759200178,,False,1,1f7ba_00022,2025-09-30_03-42-58,17.943204402923584,17.943204402923584,3997826,cnl-brain9,155.198.99.250,17.943204402923584,1,-1.4,1f7ba_00022
23,2.0,2.0,39.39000000000073,0.003975621725602174,1.25,-1.3499999999999992,0.5111204229882529,1.1947379346008025,1759200178,,False,1,1f7ba_00023,2025-09-30_03-42-58,18.12749195098877,18.12749195098877,3997827,cnl-brain9,155.198.99.250,18.12749195098877,1,-1.2999999999999998,1f7ba_00023
24,2.0,2.0,40.020000000000756,0.006909985860901191,1.25,-1.2499999999999996,0.482221297805689,0.7730311625848197,1759200177,,False,1,1f7ba_00024,2025-09-30_03-42-57,17.380080699920654,17.380080699920654,3997828,cnl-brain9,155.198.99.250,17.380080699920654,1,-1.1999999999999997,1f7ba_00024
25,2.0,2.0,40.47000000000077,0.008704126254285072,1.25,-0.049999999999998934,0.47632752544115586,1.0500969187089528,1759200177,,False,1,1f7ba_00025,2025-09-30_03-42-57,16.887315034866333,16.887315034866333,3997829,cnl-brain9,155.198.99.250,16.887315034866333,1,-1.1,1f7ba_00025
26,2.0,2.0,39.87000000000075,0.013560226091335448,1.25,-1.0499999999999994,0.502779917505991,0.7092751621499391,1759200177,,False,1,1f7ba_00026,2025-09-30_03-42-57,17.05115532875061,17.05115532875061,3997830,cnl-brain9,155.198.99.250,17.05115532875061,1,-1.0,1f7ba_00026
27,2.0,2.0,40.14000000000076,-0.0014112305414268889,1.25,-0.9499999999999993,0.5187473869745345,0.8733002596553047,1759200178,,False,1,1f7ba_00027,2025-09-30_03-42-58,18.195555210113525,18.195555210113525,3997831,cnl-brain9,155.198.99.250,18.195555210113525,1,-0.8999999999999999,1f7ba_00027
28,2.0,2.0,40.770000000000785,0.008840814698850785,1.25,-0.8499999999999992,0.5941535223522587,1.054494892692998,1759200177,,False,1,1f7ba_00028,2025-09-30_03-42-57,17.04003405570984,17.04003405570984,3997832,cnl-brain9,155.198.99.250,17.04003405570984,1,-0.7999999999999998,1f7ba_00028
29,2.0,2.0,40.44000000000077,-2.403823598351451e-05,1.25,-0.7499999999999991,0.4920513324123714,1.0285598105136173,1759200177,,False,1,1f7ba_00029,2025-09-30_03-42-57,16.456028938293457,16.456028938293457,3997833,cnl-brain9,155.198.99.250,16.456028938293457,1,-0.6999999999999997,1f7ba_00029
30,2.0,2.0,37.77000000000067,0.007333300799988063,1.25,-0.5499999999999994,1.0621785611479289,0.8544960253507329,1759200179,,False,1,1f7ba_00030,2025-09-30_03-42-59,18.73381996154785,18.73381996154785,3997834,cnl-brain9,155.198.99.250,18.73381996154785,1,-0.6000000000000001,1f7ba_00030
31,2.0,2.0,40.35000000000077,0.010826431842214213,1.25,-0.4499999999999993,0.8493253695682017,0.7546766207466893,1759200178,,False,1,1f7ba_00031,2025-09-30_03-42-58,18.397794008255005,18.397794008255005,3997835,cnl-brain9,155.198.99.250,18.397794008255005,1,-0.5,1f7ba_00031
32,2.0,2.0,39.33000000000073,0.007133193509029745,1.25,-0.3499999999999992,0.7943122527618325,0.8996295534485617,1759200178,,False,1,1f7ba_00032,2025-09-30_03-42-58,17.436686754226685,17.436686754226685,3997836,cnl-brain9,155.198.99.250,17.436686754226685,1,-0.3999999999999999,1f7ba_00032
33,2.0,2.0,37.98000000000068,0.018880700062800848,1.25,-0.2499999999999991,0.806323658712361,0.9666808720504642,1759200177,,False,1,1f7ba_00033,2025-09-30_03-42-57,16.31611680984497,16.31611680984497,3997837,cnl-brain9,155.198.99.250,16.31611680984497,1,-0.2999999999999998,1f7ba_00033
34,2.0,2.0,40.08000000000076,0.007742480082263192,1.25,-0.14999999999999902,0.5886292787028005,1.253270672281216,1759200177,,False,1,1f7ba_00034,2025-09-30_03-42-57,17.57221555709839,17.57221555709839,3997839,cnl-brain9,155.198.99.250,17.57221555709839,1,-0.19999999999999973,1f7ba_00034
35,1.0,1.0,39.63000000000074,0.005648996593035971,1.25,-0.049999999999998934,0.5939742935408616,1.14531403068099,1759200178,,False,1,1f7ba_00035,2025-09-30_03-42-58,18.196712493896484,18.196712493896484,3997820,cnl-brain9,155.198.99.250,18.196712493896484,1,-0.10000000000000009,1f7ba_00035
36,1.0,1.0,39.57000000000074,-0.003876718195695794,1.25,-0.049999999999998934,0.49538577993442257,1.2592240301749846,1759200171,,False,1,1f7ba_00036,2025-09-30_03-42-51,10.692615270614624,10.692615270614624,3997844,cnl-brain9,155.198.99.250,10.692615270614624,1,0.0,1f7ba_00036
37,1.0,1.0,41.40000000000081,0.0105609558193267,1.25,-0.049999999999998934,0.5840973466888215,1.1110129892666971,1759200178,,False,1,1f7ba_00037,2025-09-30_03-42-58,18.193750858306885,18.193750858306885,3997842,cnl-brain9,155.198.99.250,18.193750858306885,1,0.10000000000000009,1f7ba_00037
38,1.0,1.0,38.31000000000069,0.021009823501946023,1.25,-0.049999999999998934,0.5906450592434931,1.1310385085805847,1759200177,,False,1,1f7ba_00038,2025-09-30_03-42-57,17.59632635116577,17.59632635116577,3997840,cnl-brain9,155.198.99.250,17.59632635116577,1,0.20000000000000018,1f7ba_00038
39,1.0,1.0,38.5500000000007,0.018016664853810482,1.25,0.05000000000000071,0.6101042003835393,1.1193003439366345,1759200178,,False,1,1f7ba_00039,2025-09-30_03-42-58,18.077030181884766,18.077030181884766,3997845,cnl-brain9,155.198.99.250,18.077030181884766,1,0.30000000000000027,1f7ba_00039
40,2.0,2.0,38.910000000000714,0.0006518825770420733,1.25,0.05000000000000071,0.8381613630399358,0.8903085245990106,1759200179,,False,1,1f7ba_00040,2025-09-30_03-42-59,18.438458919525146,18.438458919525146,3997847,cnl-brain9,155.198.99.250,18.438458919525146,1,0.3999999999999999,1f7ba_00040
41,2.0,2.0,38.31000000000069,0.010471804709536237,1.25,0.050000000000001155,0.9943416928555817,0.8154040009130497,1759200178,,False,1,1f7ba_00041,2025-09-30_03-42-58,18.061762809753418,18.061762809753418,3997848,cnl-brain9,155.198.99.250,18.061762809753418,1,0.5000000000000004,1f7ba_00041
42,2.0,2.0,39.54000000000074,0.0061180765945145765,1.25,0.5500000000000012,1.0224529796742168,1.0627465809058325,1759200177,,False,1,1f7ba_00042,2025-09-30_03-42-57,16.79380774497986,16.79380774497986,3997849,cnl-brain9,155.198.99.250,16.79380774497986,1,0.6000000000000001,1f7ba_00042
43,2.0,2.0,35.730000000000594,-0.003964229857028823,1.5,-0.04999999999999849,0.4946798102087975,1.1467899709514122,1759200178,,False,1,1f7ba_00043,2025-09-30_03-42-58,18.201322078704834,18.201322078704834,3997850,cnl-brain9,155.198.99.250,18.201322078704834,1,0.6999999999999997,1f7ba_00043
