,metric/num_BTSP_events_(single),metric/num_BTSP_events_(reverse),metric/num_BTSP_events_(back_and_forth),metric/num_BTSP_positions_(single),metric/num_BTSP_positions_(reverse),metric/num_BTSP_positions_(back_and_forth),metric/first_BTSP_time_(single),metric/first_BTSP_time_(reverse),metric/first_BTSP_time_(back_and_forth),metric/CA3_weight_ratio_pre_post_(single),metric/CA3_weight_ratio_pre_post_(reverse),metric/CA3_weight_ratio_pre_post_(back_and_forth),metric/first_BTSP_relative_position_(single),metric/first_BTSP_relative_position_(reverse),metric/first_BTSP_relative_position_(back_and_forth),metric/CA3_weight_peak_relative_position_(single),metric/CA3_weight_peak_relative_position_(reverse),metric/CA3_weight_peak_relative_position_(back_and_forth),timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/BTSP_lr_fact,config/inhibit_weight,config/regularization_alpha,logdir
0,1,2,1,1,2,1,5.0399999999999805,24.059999999999576,45.30000000000148,1.374479652213897,1.4857594690370861,0.918785806958718,0.023572270139240903,-0.02932176817294685,-0.048369284523178235,0.08624999999999994,-0.10125000000000006,0.023749999999999938,1701705836,,False,1,aa9fb_00000,2023-12-04_16-03-56,15.535295248031616,15.535295248031616,548360,cnl-brain9,155.198.99.250,15.535295248031616,1,20.0,1.0,0.5,aa9fb_00000
1,1,2,0,1,2,0,5.119999999999979,22.639999999999606,,1.423522155673308,1.2197654485685114,1.2197654485685114,0.019086914181947745,-0.024355224287613386,,0.08624999999999994,-0.03875000000000006,-0.03875000000000006,1701705827,,False,1,aa9fb_00001,2023-12-04_16-03-47,9.869308471679688,9.869308471679688,548361,cnl-brain9,155.198.99.250,9.869308471679688,1,23.0,1.0,0.5,aa9fb_00001
2,1,2,0,1,2,0,5.139999999999978,24.29999999999957,,1.4285899930948551,1.2703735862546077,1.2703735862546077,0.01952263615715155,-0.030895627861936115,,0.08624999999999994,-0.03875000000000006,-0.03875000000000006,1701705830,,False,1,aa9fb_00002,2023-12-04_16-03-50,9.668189287185669,9.668189287185669,548376,cnl-brain9,155.198.99.250,9.668189287185669,1,26.0,1.0,0.5,aa9fb_00002
3,1,2,0,1,2,0,5.0399999999999805,22.599999999999607,,1.4323847828304488,1.2073672561296227,1.2073672561296227,0.01611583780469572,-0.029172251323242193,,0.08624999999999994,-0.03875000000000006,-0.03875000000000006,1701705829,,False,1,aa9fb_00003,2023-12-04_16-03-49,8.221786499023438,8.221786499023438,548537,cnl-brain9,155.198.99.250,8.221786499023438,1,29.0,1.0,0.5,aa9fb_00003
4,1,2,0,1,2,0,5.119999999999979,22.639999999999606,,1.4185751691266812,0.7721606813172311,0.7721606813172311,0.016024721332373204,-0.04113332071091136,,0.08624999999999994,0.023749999999999938,0.023749999999999938,1701705844,,False,1,aa9fb_00004,2023-12-04_16-04-04,24.115413427352905,24.115413427352905,548425,cnl-brain9,155.198.99.250,24.115413427352905,1,32.0,1.0,0.5,aa9fb_00004
5,1,2,0,1,1,0,5.159999999999978,26.21999999999953,,1.3478898789390172,0.8806239458695593,0.8806239458695593,0.020751156022768336,-0.016584329766883177,,0.08624999999999994,0.023749999999999938,0.023749999999999938,1701705830,,False,1,aa9fb_00005,2023-12-04_16-03-50,8.032354354858398,8.032354354858398,548518,cnl-brain9,155.198.99.250,8.032354354858398,1,20.0,1.1,0.5,aa9fb_00005
6,1,1,1,1,1,1,5.07999999999998,24.219999999999573,46.58000000000168,1.2800798918765557,0.8998963480927313,0.8229322695135771,0.007317563033442442,-0.02609743319146962,0.03126261065849012,0.08624999999999994,0.08624999999999994,0.023749999999999938,1701705828,,False,1,aa9fb_00006,2023-12-04_16-03-48,8.675483465194702,8.675483465194702,548541,cnl-brain9,155.198.99.250,8.675483465194702,1,23.0,1.1,0.5,aa9fb_00006
7,1,1,0,1,1,0,5.119999999999979,24.33999999999957,,1.4380876311392161,0.9630168617683217,0.9630168617683217,0.02008032645004798,-0.03279916384835202,,0.08624999999999994,0.08624999999999994,0.08624999999999994,1701705830,,False,1,aa9fb_00007,2023-12-04_16-03-50,9.888635158538818,9.888635158538818,548542,cnl-brain9,155.198.99.250,9.888635158538818,1,26.0,1.1,0.5,aa9fb_00007
8,1,1,0,1,1,0,5.07999999999998,24.079999999999576,,1.4606993478314942,0.9602425032497744,0.9602425032497744,0.01710288887244138,-0.04112237317084877,,0.08624999999999994,0.08624999999999994,0.08624999999999994,1701705837,,False,1,aa9fb_00008,2023-12-04_16-03-57,14.828035354614258,14.828035354614258,548546,cnl-brain9,155.198.99.250,14.828035354614258,1,29.0,1.1,0.5,aa9fb_00008
9,1,1,0,1,1,0,5.159999999999978,24.119999999999575,,1.4385681759247215,0.9239902519288111,0.9239902519288111,0.014562557708403978,-0.039494927568043625,,0.08624999999999994,0.08624999999999994,0.08624999999999994,1701705828,,False,1,aa9fb_00009,2023-12-04_16-03-48,7.834380865097046,7.834380865097046,548554,cnl-brain9,155.198.99.250,7.834380865097046,1,32.0,1.1,0.5,aa9fb_00009
10,1,1,0,1,1,0,4.959999999999982,26.61999999999952,,1.2334808596513522,0.9024112123169725,0.9024112123169725,0.010022761209017794,-0.005423441230570147,,0.08624999999999994,0.08624999999999994,0.08624999999999994,1701705832,,False,1,aa9fb_00010,2023-12-04_16-03-52,15.399348974227905,15.399348974227905,548547,cnl-brain9,155.198.99.250,15.399348974227905,1,20.0,1.2,0.5,aa9fb_00010
11,1,1,0,1,1,0,5.399999999999973,25.579999999999544,,1.3246899640723666,0.9049195859536121,0.9049195859536121,0.016391624771113444,-0.005095419256125444,,0.08624999999999994,0.08624999999999994,0.08624999999999994,1701705830,,False,1,aa9fb_00011,2023-12-04_16-03-50,10.310079097747803,10.310079097747803,548558,cnl-brain9,155.198.99.250,10.310079097747803,1,23.0,1.2,0.5,aa9fb_00011
12,1,1,0,1,1,0,4.999999999999981,26.15999999999953,,1.350941457572766,0.9036878532868984,0.9036878532868984,0.014838842020660215,-0.021515031100635018,,0.08624999999999994,0.08624999999999994,0.08624999999999994,1701705826,,False,1,aa9fb_00012,2023-12-04_16-03-46,7.794395923614502,7.794395923614502,548559,cnl-brain9,155.198.99.250,7.794395923614502,1,26.0,1.2,0.5,aa9fb_00012
13,1,1,0,1,1,0,5.119999999999979,24.039999999999576,,1.3523917182292369,0.9334976680835891,0.9334976680835891,0.013503292117391874,-0.036992861726229176,,0.08624999999999994,0.08624999999999994,0.08624999999999994,1701705827,,False,1,aa9fb_00013,2023-12-04_16-03-47,8.229532241821289,8.229532241821289,548560,cnl-brain9,155.198.99.250,8.229532241821289,1,29.0,1.2,0.5,aa9fb_00013
14,1,1,0,1,1,0,5.119999999999979,22.53999999999961,,1.490567534003087,0.9352132695364346,0.9352132695364346,0.01655027031849543,-0.033584373002378154,,0.08624999999999994,0.08624999999999994,0.08624999999999994,1701705825,,False,1,aa9fb_00014,2023-12-04_16-03-45,7.226029396057129,7.226029396057129,548562,cnl-brain9,155.198.99.250,7.226029396057129,1,32.0,1.2,0.5,aa9fb_00014
15,1,0,0,1,0,0,5.159999999999978,,,1.3918370556919875,1.3918370556919875,1.3918370556919875,0.024133962308800716,,,0.08624999999999994,0.08624999999999994,0.08624999999999994,1701705830,,False,1,aa9fb_00015,2023-12-04_16-03-50,9.90793490409851,9.90793490409851,548563,cnl-brain9,155.198.99.250,9.90793490409851,1,20.0,1.2999999999999998,0.5,aa9fb_00015
16,1,0,0,1,0,0,5.159999999999978,,,1.3959541072894872,1.3959541072894872,1.3959541072894872,0.020564444348108446,,,0.08624999999999994,0.08624999999999994,0.08624999999999994,1701705825,,False,1,aa9fb_00016,2023-12-04_16-03-45,7.52360987663269,7.52360987663269,548564,cnl-brain9,155.198.99.250,7.52360987663269,1,23.0,1.2999999999999998,0.5,aa9fb_00016
17,1,1,0,1,1,0,5.099999999999979,27.999999999999492,,1.3240539083956582,0.9331388894525505,0.9331388894525505,0.008881562293462375,-0.01953027017157072,,0.08624999999999994,0.08624999999999994,0.08624999999999994,1701705832,,False,1,aa9fb_00017,2023-12-04_16-03-52,13.959027290344238,13.959027290344238,548565,cnl-brain9,155.198.99.250,13.959027290344238,1,26.0,1.2999999999999998,0.5,aa9fb_00017
18,1,0,1,1,0,1,5.07999999999998,,58.06000000000348,1.3783446223405276,1.3783446223405276,0.9062863952724992,0.010578804864805003,,-0.020023421654362883,0.08624999999999994,0.08624999999999994,0.08624999999999994,1701705832,,False,1,aa9fb_00018,2023-12-04_16-03-52,11.378051042556763,11.378051042556763,548566,cnl-brain9,155.198.99.250,11.378051042556763,1,29.0,1.2999999999999998,0.5,aa9fb_00018
19,1,1,0,1,1,0,5.019999999999981,24.479999999999567,,1.2631937441679775,0.8577656455113314,0.8577656455113314,0.003404998896887057,-0.026624049392456994,,0.08624999999999994,0.08624999999999994,0.08624999999999994,1701705834,,False,1,aa9fb_00019,2023-12-04_16-03-54,11.928059339523315,11.928059339523315,548567,cnl-brain9,155.198.99.250,11.928059339523315,1,32.0,1.2999999999999998,0.5,aa9fb_00019
20,1,0,0,1,0,0,5.239999999999976,,,1.2544352387456255,1.2544352387456255,1.2544352387456255,0.01388438380290935,,,0.08624999999999994,0.08624999999999994,0.08624999999999994,1701705838,,False,1,aa9fb_00020,2023-12-04_16-03-58,18.54340887069702,18.54340887069702,548568,cnl-brain9,155.198.99.250,18.54340887069702,1,20.0,1.4,0.5,aa9fb_00020
21,1,0,0,1,0,0,5.119999999999979,,,1.2734973575717912,1.2734973575717912,1.2734973575717912,0.011313174851304453,,,0.08624999999999994,0.08624999999999994,0.08624999999999994,1701705845,,False,1,aa9fb_00021,2023-12-04_16-04-05,23.560333490371704,23.560333490371704,548570,cnl-brain9,155.198.99.250,23.560333490371704,1,23.0,1.4,0.5,aa9fb_00021
22,1,0,0,1,0,0,4.979999999999982,,,1.3428180084137917,1.3428180084137917,1.3428180084137917,0.009876855114772543,,,0.08624999999999994,0.08624999999999994,0.08624999999999994,1701705830,,False,1,aa9fb_00022,2023-12-04_16-03-50,10.210865020751953,10.210865020751953,548571,cnl-brain9,155.198.99.250,10.210865020751953,1,26.0,1.4,0.5,aa9fb_00022
23,1,0,0,1,0,0,5.05999999999998,,,1.2716179216320354,1.2716179216320354,1.2716179216320354,0.005806389761970787,,,0.08624999999999994,0.08624999999999994,0.08624999999999994,1701705827,,False,1,aa9fb_00023,2023-12-04_16-03-47,7.595461368560791,7.595461368560791,548572,cnl-brain9,155.198.99.250,7.595461368560791,1,29.0,1.4,0.5,aa9fb_00023
24,1,0,0,1,0,0,5.299999999999975,,,1.5272821789473068,1.5272821789473068,1.5272821789473068,0.029660803007656278,,,0.08624999999999994,0.08624999999999994,0.08624999999999994,1701705828,,False,1,aa9fb_00024,2023-12-04_16-03-48,9.593237400054932,9.593237400054932,548573,cnl-brain9,155.198.99.250,9.593237400054932,1,32.0,1.4,0.5,aa9fb_00024
25,1,2,2,1,2,1,5.199999999999977,24.059999999999576,44.620000000001376,1.2912446142037042,1.1223173104158932,0.8711728926644124,0.015013740072925108,-0.04472341401103197,0.031214226947608337,0.08624999999999994,-0.03875000000000006,0.023749999999999938,1701705827,,False,1,aa9fb_00025,2023-12-04_16-03-47,8.854531049728394,8.854531049728394,548574,cnl-brain9,155.198.99.250,8.854531049728394,1,20.0,1.0,0.55,aa9fb_00025
26,1,2,1,1,2,1,5.279999999999975,24.29999999999957,49.18000000000209,1.2081001594209988,1.0781923006671075,0.8069033711562055,-0.0016881762169279613,-0.04396796999913921,0.055816405322167806,0.08624999999999994,-0.03875000000000006,0.08624999999999994,1701705826,,False,1,aa9fb_00026,2023-12-04_16-03-46,7.674141883850098,7.674141883850098,548575,cnl-brain9,155.198.99.250,7.674141883850098,1,23.0,1.0,0.55,aa9fb_00026
27,1,2,0,1,2,0,5.159999999999978,24.499999999999567,,1.4857472365241036,1.5507791122875099,1.5507791122875099,0.025199438638686233,-0.04097745735609393,,0.08624999999999994,-0.10125000000000006,-0.10125000000000006,1701705828,,False,1,aa9fb_00027,2023-12-04_16-03-48,9.116354942321777,9.116354942321777,548576,cnl-brain9,155.198.99.250,9.116354942321777,1,26.0,1.0,0.55,aa9fb_00027
