,metric/num_BTSP_events_(single),metric/num_BTSP_events_(reverse),metric/num_BTSP_events_(back_and_forth),metric/num_BTSP_positions_(single),metric/num_BTSP_positions_(reverse),metric/num_BTSP_positions_(back_and_forth),metric/first_BTSP_time_(single),metric/first_BTSP_time_(reverse),metric/first_BTSP_time_(back_and_forth),metric/CA3_weight_ratio_pre_post_(single),metric/CA3_weight_ratio_pre_post_(reverse),metric/CA3_weight_ratio_pre_post_(back_and_forth),metric/first_BTSP_relative_position_(single),metric/first_BTSP_relative_position_(reverse),metric/first_BTSP_relative_position_(back_and_forth),metric/CA3_weight_peak_relative_position_(single),metric/CA3_weight_peak_relative_position_(reverse),metric/CA3_weight_peak_relative_position_(back_and_forth),timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/BTSP_lr_fact,config/inhibit_weight,config/regularization_alpha,logdir
0,1,1,0,1,1,0,5.05999999999998,24.199999999999573,,1.4319906754349048,0.9010525520179862,0.9010525520179862,0.014675381964295742,-0.03702528161155738,,0.08624999999999994,0.08624999999999994,0.08624999999999994,1701366812,,False,1,599a6_00000,2023-11-30_17-53-32,5.926905393600464,5.926905393600464,126806,cnl-brain9,155.198.99.250,5.926905393600464,1,34,1.2,0.5,599a6_00000
1,1,1,0,1,1,0,5.05999999999998,24.159999999999574,,1.4968757150358059,0.9269309243760551,0.9269309243760551,0.016615926258185976,-0.03342241603226781,,0.08624999999999994,0.08624999999999994,0.08624999999999994,1701366812,,False,1,599a6_00001,2023-11-30_17-53-32,5.184711456298828,5.184711456298828,126813,cnl-brain9,155.198.99.250,5.184711456298828,1,33,1.2,0.5,599a6_00001
2,1,1,0,1,1,0,4.979999999999982,22.659999999999606,,1.308341118720166,0.8959074357537913,0.8959074357537913,0.0005797633875975761,-0.0407811572377732,,0.08624999999999994,0.08624999999999994,0.08624999999999994,1701366812,,False,1,599a6_00002,2023-11-30_17-53-32,5.2018303871154785,5.2018303871154785,126814,cnl-brain9,155.198.99.250,5.2018303871154785,1,32,1.2,0.5,599a6_00002
3,1,1,0,1,1,0,5.439999999999972,24.099999999999575,,1.2766078272099206,0.839555079279913,0.839555079279913,0.0007962589766832284,-0.03067852731706222,,0.08624999999999994,0.08624999999999994,0.08624999999999994,1701366812,,False,1,599a6_00003,2023-11-30_17-53-32,5.772105693817139,5.772105693817139,126815,cnl-brain9,155.198.99.250,5.772105693817139,1,31,1.2,0.5,599a6_00003
4,1,1,0,1,1,0,5.159999999999978,28.179999999999488,,1.5005888864628563,0.9906231670130541,0.9906231670130541,0.016787582860172123,-0.03697134133033542,,0.08624999999999994,0.08624999999999994,0.08624999999999994,1701366812,,False,1,599a6_00004,2023-11-30_17-53-32,5.942191123962402,5.942191123962402,126819,cnl-brain9,155.198.99.250,5.942191123962402,1,30,1.2,0.5,599a6_00004
5,1,1,0,1,1,0,5.379999999999973,23.739999999999583,,1.3829289160994669,0.8702734221051899,0.8702734221051899,0.011414909136310492,-0.030328416378781253,,0.08624999999999994,0.08624999999999994,0.08624999999999994,1701366812,,False,1,599a6_00005,2023-11-30_17-53-32,5.658013582229614,5.658013582229614,126895,cnl-brain9,155.198.99.250,5.658013582229614,1,34,1.25,0.5,599a6_00005
6,1,1,0,1,1,0,5.199999999999977,23.779999999999582,,1.6578900319610026,0.9999703550582961,0.9999703550582961,0.029792875767108984,-0.030284167345347113,,0.08624999999999994,0.08624999999999994,0.08624999999999994,1701366812,,False,1,599a6_00006,2023-11-30_17-53-32,5.918435335159302,5.918435335159302,127035,cnl-brain9,155.198.99.250,5.918435335159302,1,33,1.25,0.5,599a6_00006
7,1,1,0,1,1,0,5.05999999999998,22.679999999999605,,1.3201636522684805,0.9108486309315953,0.9108486309315953,0.006429493372213324,-0.04097307382000426,,0.08624999999999994,0.08624999999999994,0.08624999999999994,1701366812,,False,1,599a6_00007,2023-11-30_17-53-32,5.90791916847229,5.90791916847229,127034,cnl-brain9,155.198.99.250,5.90791916847229,1,32,1.25,0.5,599a6_00007
8,1,1,0,1,1,0,5.139999999999978,27.319999999999506,,1.352470402395645,0.9185890587829547,0.9185890587829547,0.011042056365394237,-0.03613569099163527,,0.08624999999999994,0.08624999999999994,0.08624999999999994,1701366812,,False,1,599a6_00008,2023-11-30_17-53-32,5.945869445800781,5.945869445800781,127033,cnl-brain9,155.198.99.250,5.945869445800781,1,31,1.25,0.5,599a6_00008
9,1,1,0,1,1,0,5.399999999999973,25.79999999999954,,1.477253730807828,0.9812867470356962,0.9812867470356962,0.023261182120121293,-0.026040801821142212,,0.08624999999999994,0.08624999999999994,0.08624999999999994,1701366811,,False,1,599a6_00009,2023-11-30_17-53-31,4.777015447616577,4.777015447616577,127032,cnl-brain9,155.198.99.250,4.777015447616577,1,30,1.25,0.5,599a6_00009
10,1,1,0,1,1,0,5.159999999999978,30.119999999999447,,1.489464568238146,0.9444026138855007,0.9444026138855007,0.013589973237303155,-0.026930082093178043,,0.08624999999999994,0.08624999999999994,0.08624999999999994,1701366811,,False,1,599a6_00010,2023-11-30_17-53-31,5.030865669250488,5.030865669250488,127031,cnl-brain9,155.198.99.250,5.030865669250488,1,34,1.3,0.5,599a6_00010
