,metric/num_BTSP_events_(single),metric/num_BTSP_events_(reverse),metric/num_BTSP_events_(back_and_forth),metric/num_BTSP_positions_(single),metric/num_BTSP_positions_(reverse),metric/num_BTSP_positions_(back_and_forth),metric/first_BTSP_time_(single),metric/first_BTSP_time_(reverse),metric/first_BTSP_time_(back_and_forth),metric/CA3_weight_ratio_pre_post_(single),metric/CA3_weight_ratio_pre_post_(reverse),metric/CA3_weight_ratio_pre_post_(back_and_forth),metric/first_BTSP_relative_position_(single),metric/first_BTSP_relative_position_(reverse),metric/first_BTSP_relative_position_(back_and_forth),metric/CA3_weight_peak_relative_position_(single),metric/CA3_weight_peak_relative_position_(reverse),metric/CA3_weight_peak_relative_position_(back_and_forth),timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/BTSP_lr_fact,config/inhibit_weight,config/regularization_alpha,logdir
0,9,13,12,8,8,6,4.979999999999982,24.499999999999567,44.100000000001295,0.5400423661429604,1.0930805777450388,1.7787728121453443,0.009472913215467949,0.019553043037850992,-0.11336990085459364,0.5862499999999999,-0.03875000000000006,-0.22625000000000006,1701366975,,False,1,ba407_00000,2023-11-30_17-56-15,5.773179531097412,5.773179531097412,163969,cnl-brain9,155.198.99.250,5.773179531097412,1,24,1.0,0.3,ba407_00000
1,12,19,19,12,11,3,5.159999999999978,24.479999999999567,42.62000000000106,0.7931161276872045,0.921493686769318,1.2468072495943525,0.013884471353157735,-0.0005729654720194599,-0.1330150156340587,0.5862499999999999,0.39874999999999994,0.39874999999999994,1701366974,,False,1,ba407_00001,2023-11-30_17-56-14,5.759896755218506,5.759896755218506,163970,cnl-brain9,155.198.99.250,5.759896755218506,1,28,1.0,0.3,ba407_00001
2,10,12,14,10,8,5,5.05999999999998,24.459999999999567,44.24000000000132,0.47397895822227515,1.0511400353044236,2.118958060379074,0.015433390087405408,0.018171996807105684,-0.10641491200699915,0.6487499999999999,-0.03875000000000006,-0.22625000000000006,1701366973,,False,1,ba407_00002,2023-11-30_17-56-13,4.816426753997803,4.816426753997803,163985,cnl-brain9,155.198.99.250,4.816426753997803,1,32,1.0,0.3,ba407_00002
3,11,11,11,11,9,7,5.1799999999999775,24.39999999999957,42.700000000001076,0.47622298472353286,1.2031885016497597,1.7668197880345256,0.01662902562624269,0.002229761427610666,-0.07362042213479147,0.6487499999999999,-0.03875000000000006,-0.22625000000000006,1701366975,,False,1,ba407_00003,2023-11-30_17-56-15,6.3267364501953125,6.3267364501953125,164177,cnl-brain9,155.198.99.250,6.3267364501953125,1,36,1.0,0.3,ba407_00003
4,12,14,11,10,9,6,4.979999999999982,24.31999999999957,45.580000000001526,0.49762745068537734,1.1936165479055743,1.4538694968935069,0.028762390284671535,0.01844972589412419,0.6071302719958134,0.6487499999999999,0.6487499999999999,-0.28875000000000006,1701366975,,False,1,ba407_00004,2023-11-30_17-56-15,5.909387826919556,5.909387826919556,164176,cnl-brain9,155.198.99.250,5.909387826919556,1,40,1.0,0.3,ba407_00004
5,9,10,9,9,8,5,5.219999999999977,24.85999999999956,44.160000000001304,0.6140240926941276,1.2815074592943627,1.3399787854166954,0.005323578531609252,0.40711951466467955,-0.17836222534509505,0.5862499999999999,-0.10125000000000006,-0.22625000000000006,1701366974,,False,1,ba407_00005,2023-11-30_17-56-14,5.962860345840454,5.962860345840454,164175,cnl-brain9,155.198.99.250,5.962860345840454,1,24,1.2,0.3,ba407_00005
6,12,12,12,10,10,5,4.939999999999983,24.959999999999557,43.00000000000112,0.6950570577754005,1.2604269964397123,1.4581417027183594,0.01842612137739641,0.2189852809092041,-0.2702203911077843,0.5862499999999999,-0.16375000000000006,0.6487499999999999,1701366974,,False,1,ba407_00006,2023-11-30_17-56-14,5.218577146530151,5.218577146530151,164178,cnl-brain9,155.198.99.250,5.218577146530151,1,28,1.2,0.3,ba407_00006
7,12,19,19,11,11,4,5.07999999999998,24.25999999999957,42.68000000000107,0.7998695559541351,0.7819658197163627,1.1850543610519777,0.012812467989144372,0.02687907575412607,-0.1420244987625462,0.5862499999999999,0.39874999999999994,0.39874999999999994,1701366974,,False,1,ba407_00007,2023-11-30_17-56-14,5.179553747177124,5.179553747177124,164182,cnl-brain9,155.198.99.250,5.179553747177124,1,32,1.2,0.3,ba407_00007
8,12,19,19,11,10,4,5.0399999999999805,24.73999999999956,42.52000000000105,0.8939965261808587,0.7368828876410928,1.2946568979537194,0.0136822441330966,0.20345616830023472,-0.13705986942758142,0.5862499999999999,0.39874999999999994,0.39874999999999994,1701366974,,False,1,ba407_00008,2023-11-30_17-56-14,5.660791873931885,5.660791873931885,164187,cnl-brain9,155.198.99.250,5.660791873931885,1,36,1.2,0.3,ba407_00008
9,12,19,18,10,11,4,5.339999999999974,24.87999999999956,42.90000000000111,0.515400292301433,1.1565050154671865,1.9613308700998702,0.022562413317709362,0.22073070254128468,-0.1389616034385741,0.6487499999999999,0.33624999999999994,-0.22625000000000006,1701366975,,False,1,ba407_00009,2023-11-30_17-56-15,6.2312376499176025,6.2312376499176025,164188,cnl-brain9,155.198.99.250,6.2312376499176025,1,40,1.2,0.3,ba407_00009
10,11,16,15,10,10,5,4.939999999999983,23.89999999999958,43.42000000000119,0.6989697869204803,0.9980684066218654,1.5159401205048444,0.013827244369146396,0.4652947224760603,-0.04086978645671058,0.5862499999999999,0.023749999999999938,-0.10125000000000006,1701366975,,False,1,ba407_00010,2023-11-30_17-56-15,6.1761298179626465,6.1761298179626465,164189,cnl-brain9,155.198.99.250,6.1761298179626465,1,24,1.4,0.3,ba407_00010
