,metric/num_BTSP_events,metric/num_BTSP_positions,metric/first_BTSP_time,metric/CA3_weight_ratio_pre_post,metric/first_BTSP_relative_position,metric/CA3_weight_peak_relative_position,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/BTSP_lr_fact,config/inhibit_weight,config/regularization_alpha,logdir
0,1,1,4.719999999999987,1.1327148990529485,0.02348888062853549,0.078125,1701730186,,False,1,675d0_00000,2023-12-04_22-49-46,1.9655365943908691,1.9655365943908691,681005,cnl-brain9,155.198.99.250,1.9655365943908691,1,20.0,1.0,0.5,675d0_00000
1,1,1,4.719999999999987,1.0662134863576291,0.009746161625735383,0.078125,1701730185,,False,1,675d0_00001,2023-12-04_22-49-45,1.4567456245422363,1.4567456245422363,681009,cnl-brain9,155.198.99.250,1.4567456245422363,1,23.0,1.0,0.5,675d0_00001
2,1,1,4.859999999999984,1.1638741605703256,0.02338410824645254,0.078125,1701730185,,False,1,675d0_00002,2023-12-04_22-49-45,1.77821946144104,1.77821946144104,681010,cnl-brain9,155.198.99.250,1.77821946144104,1,26.0,1.0,0.5,675d0_00002
3,1,1,4.839999999999985,1.0233112157582716,0.008038666602753763,0.078125,1701730186,,False,1,675d0_00003,2023-12-04_22-49-46,1.9595882892608643,1.9595882892608643,681011,cnl-brain9,155.198.99.250,1.9595882892608643,1,29.0,1.0,0.5,675d0_00003
4,1,1,4.59999999999999,1.0957470590499572,0.012714124915358394,0.078125,1701730185,,False,1,675d0_00004,2023-12-04_22-49-45,1.6029994487762451,1.6029994487762451,681012,cnl-brain9,155.198.99.250,1.6029994487762451,1,32.0,1.0,0.5,675d0_00004
5,1,1,4.939999999999983,0.9635791786551889,0.00012325520727152206,0.078125,1701730185,,False,1,675d0_00005,2023-12-04_22-49-45,1.5959577560424805,1.5959577560424805,681016,cnl-brain9,155.198.99.250,1.5959577560424805,1,20.0,1.1,0.5,675d0_00005
6,1,1,4.879999999999984,1.0359020428103254,0.009891291315002992,0.078125,1701730186,,False,1,675d0_00006,2023-12-04_22-49-46,1.9473717212677002,1.9473717212677002,681015,cnl-brain9,155.198.99.250,1.9473717212677002,1,23.0,1.1,0.5,675d0_00006
7,1,1,4.799999999999986,1.0187253864934365,0.00969344526426058,0.078125,1701730185,,False,1,675d0_00007,2023-12-04_22-49-45,1.5903849601745605,1.5903849601745605,681014,cnl-brain9,155.198.99.250,1.5903849601745605,1,26.0,1.1,0.5,675d0_00007
8,1,1,4.6199999999999894,1.0242051580578708,0.008552278751191023,0.078125,1701730185,,False,1,675d0_00008,2023-12-04_22-49-45,1.7822933197021484,1.7822933197021484,681013,cnl-brain9,155.198.99.250,1.7822933197021484,1,29.0,1.1,0.5,675d0_00008
9,1,1,4.839999999999985,0.9898845426933419,0.005712887928200905,0.078125,1701730185,,False,1,675d0_00009,2023-12-04_22-49-45,1.8159828186035156,1.8159828186035156,681017,cnl-brain9,155.198.99.250,1.8159828186035156,1,32.0,1.1,0.5,675d0_00009
10,1,1,4.7599999999999865,0.9397563816174158,-0.003322635744485214,0.078125,1701730185,,False,1,675d0_00010,2023-12-04_22-49-45,1.5191853046417236,1.5191853046417236,681018,cnl-brain9,155.198.99.250,1.5191853046417236,1,20.0,1.2,0.5,675d0_00010
11,1,1,4.639999999999989,0.9461061061318969,-0.003635195448401518,0.078125,1701730185,,False,1,675d0_00011,2023-12-04_22-49-45,1.6778464317321777,1.6778464317321777,681019,cnl-brain9,155.198.99.250,1.6778464317321777,1,23.0,1.2,0.5,675d0_00011
12,1,1,4.859999999999984,0.9698908315653518,0.0030524200303216342,0.078125,1701730186,,False,1,675d0_00012,2023-12-04_22-49-46,1.740649700164795,1.740649700164795,681020,cnl-brain9,155.198.99.250,1.740649700164795,1,26.0,1.2,0.5,675d0_00012
13,1,1,8.41999999999991,0.9713767017399566,0.003712860626802872,0.078125,1701730186,,False,1,675d0_00013,2023-12-04_22-49-46,1.908883810043335,1.908883810043335,681021,cnl-brain9,155.198.99.250,1.908883810043335,1,29.0,1.2,0.5,675d0_00013
14,1,1,15.999999999999748,0.9264025967135671,-0.00546435401646117,0.078125,1701730185,,False,1,675d0_00014,2023-12-04_22-49-45,1.6483526229858398,1.6483526229858398,681022,cnl-brain9,155.198.99.250,1.6483526229858398,1,32.0,1.2,0.5,675d0_00014
15,0,0,,,,,1701730185,,False,1,675d0_00015,2023-12-04_22-49-45,1.7128899097442627,1.7128899097442627,681023,cnl-brain9,155.198.99.250,1.7128899097442627,1,20.0,1.2999999999999998,0.5,675d0_00015
16,0,0,,,,,1701730186,,False,1,675d0_00016,2023-12-04_22-49-46,1.9927563667297363,1.9927563667297363,681024,cnl-brain9,155.198.99.250,1.9927563667297363,1,23.0,1.2999999999999998,0.5,675d0_00016
17,0,0,,,,,1701730185,,False,1,675d0_00017,2023-12-04_22-49-45,1.9173800945281982,1.9173800945281982,681025,cnl-brain9,155.198.99.250,1.9173800945281982,1,26.0,1.2999999999999998,0.5,675d0_00017
18,0,0,,,,,1701730185,,False,1,675d0_00018,2023-12-04_22-49-45,1.6838181018829346,1.6838181018829346,681026,cnl-brain9,155.198.99.250,1.6838181018829346,1,29.0,1.2999999999999998,0.5,675d0_00018
19,0,0,,,,,1701730185,,False,1,675d0_00019,2023-12-04_22-49-45,1.4946322441101074,1.4946322441101074,681027,cnl-brain9,155.198.99.250,1.4946322441101074,1,32.0,1.2999999999999998,0.5,675d0_00019
20,0,0,,,,,1701730186,,False,1,675d0_00020,2023-12-04_22-49-46,2.1171188354492188,2.1171188354492188,681028,cnl-brain9,155.198.99.250,2.1171188354492188,1,20.0,1.4,0.5,675d0_00020
21,0,0,,,,,1701730185,,False,1,675d0_00021,2023-12-04_22-49-45,1.746178388595581,1.746178388595581,681029,cnl-brain9,155.198.99.250,1.746178388595581,1,23.0,1.4,0.5,675d0_00021
22,0,0,,,,,1701730186,,False,1,675d0_00022,2023-12-04_22-49-46,1.931494951248169,1.931494951248169,681030,cnl-brain9,155.198.99.250,1.931494951248169,1,26.0,1.4,0.5,675d0_00022
23,0,0,,,,,1701730185,,False,1,675d0_00023,2023-12-04_22-49-45,1.478281021118164,1.478281021118164,681031,cnl-brain9,155.198.99.250,1.478281021118164,1,29.0,1.4,0.5,675d0_00023
24,0,0,,,,,1701730186,,False,1,675d0_00024,2023-12-04_22-49-46,1.9222207069396973,1.9222207069396973,681032,cnl-brain9,155.198.99.250,1.9222207069396973,1,32.0,1.4,0.5,675d0_00024
25,1,1,4.859999999999984,1.156001374948842,0.022615045907007636,0.078125,1701730185,,False,1,675d0_00025,2023-12-04_22-49-45,1.6795861721038818,1.6795861721038818,681033,cnl-brain9,155.198.99.250,1.6795861721038818,1,20.0,1.0,0.55,675d0_00025
26,1,1,5.0399999999999805,1.0718002296585312,0.010657791969035213,0.078125,1701730186,,False,1,675d0_00026,2023-12-04_22-49-46,2.0786566734313965,2.0786566734313965,681034,cnl-brain9,155.198.99.250,2.0786566734313965,1,23.0,1.0,0.55,675d0_00026
27,1,1,4.7599999999999865,1.0263595811347639,0.005021460055638416,0.078125,1701730185,,False,1,675d0_00027,2023-12-04_22-49-45,1.9779162406921387,1.9779162406921387,681035,cnl-brain9,155.198.99.250,1.9779162406921387,1,26.0,1.0,0.55,675d0_00027
28,1,1,4.919999999999983,1.0839046021975534,0.01291234782976064,0.078125,1701730186,,False,1,675d0_00028,2023-12-04_22-49-46,1.652242660522461,1.652242660522461,681036,cnl-brain9,155.198.99.250,1.652242660522461,1,29.0,1.0,0.55,675d0_00028
29,1,1,4.819999999999985,1.0404938907737442,0.006915571370864959,0.078125,1701730186,,False,1,675d0_00029,2023-12-04_22-49-46,2.138561248779297,2.138561248779297,681037,cnl-brain9,155.198.99.250,2.138561248779297,1,32.0,1.0,0.55,675d0_00029
30,1,1,4.819999999999985,1.0967640374959833,0.01645496180145012,0.078125,1701730185,,False,1,675d0_00030,2023-12-04_22-49-45,1.3952782154083252,1.3952782154083252,681038,cnl-brain9,155.198.99.250,1.3952782154083252,1,20.0,1.1,0.55,675d0_00030
31,1,1,4.839999999999985,1.0256436121506003,0.0055046638669745684,0.078125,1701730185,,False,1,675d0_00031,2023-12-04_22-49-45,1.5554444789886475,1.5554444789886475,681039,cnl-brain9,155.198.99.250,1.5554444789886475,1,23.0,1.1,0.55,675d0_00031
32,1,1,4.8999999999999835,1.0320695117905079,0.007299150025179335,0.078125,1701730185,,False,1,675d0_00032,2023-12-04_22-49-45,1.562713861465454,1.562713861465454,681040,cnl-brain9,155.198.99.250,1.562713861465454,1,26.0,1.1,0.55,675d0_00032
33,1,1,4.839999999999985,0.9498883560608044,-0.003567473794646059,0.078125,1701730186,,False,1,675d0_00033,2023-12-04_22-49-46,1.998811960220337,1.998811960220337,681041,cnl-brain9,155.198.99.250,1.998811960220337,1,29.0,1.1,0.55,675d0_00033
34,1,1,4.699999999999988,0.9591465338906666,0.0006718255731558154,0.078125,1701730185,,False,1,675d0_00034,2023-12-04_22-49-45,1.7927684783935547,1.7927684783935547,681042,cnl-brain9,155.198.99.250,1.7927684783935547,1,32.0,1.1,0.55,675d0_00034
35,1,1,15.89999999999975,0.9385478703785564,-0.006661666766264118,0.078125,1701730186,,False,1,675d0_00035,2023-12-04_22-49-46,1.636336088180542,1.636336088180542,681044,cnl-brain9,155.198.99.250,1.636336088180542,1,20.0,1.2,0.55,675d0_00035
36,1,1,12.379999999999825,0.9519256373334849,-0.0007007676475727642,0.078125,1701730186,,False,1,675d0_00036,2023-12-04_22-49-46,2.041316509246826,2.041316509246826,681047,cnl-brain9,155.198.99.250,2.041316509246826,1,23.0,1.2,0.55,675d0_00036
