,metric/num_BTSP_events,metric/num_BTSP_positions,metric/first_BTSP_time,metric/CA3_weight_ratio_pre_post,metric/first_BTSP_relative_position,metric/CA3_weight_peak_relative_position,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/BTSP_lr_fact,config/inhibit_weight,config/regularization_alpha,logdir
0,1,1,5.139999999999978,1.0263109060700126,-0.005731838653578181,0.07062499999999994,1701705097,,False,1,fda0e_00000,2023-12-04_15-51-37,1.7992146015167236,1.7992146015167236,476466,cnl-brain9,155.198.99.250,1.7992146015167236,1,20.0,1.0,0.5,fda0e_00000
1,1,1,5.219999999999977,1.0911250817339928,0.003059827809957394,0.07062499999999994,1701705097,,False,1,fda0e_00001,2023-12-04_15-51-37,1.5628314018249512,1.5628314018249512,476467,cnl-brain9,155.198.99.250,1.5628314018249512,1,23.0,1.0,0.5,fda0e_00001
2,1,1,5.1799999999999775,1.0655405001128582,0.0010152870231899813,0.07062499999999994,1701705097,,False,1,fda0e_00002,2023-12-04_15-51-37,1.600623607635498,1.600623607635498,476468,cnl-brain9,155.198.99.250,1.600623607635498,1,26.0,1.0,0.5,fda0e_00002
3,1,1,5.119999999999979,1.1690903745659027,0.011843903333307426,0.07062499999999994,1701705097,,False,1,fda0e_00003,2023-12-04_15-51-37,1.8511526584625244,1.8511526584625244,476469,cnl-brain9,155.198.99.250,1.8511526584625244,1,29.0,1.0,0.5,fda0e_00003
4,1,1,5.139999999999978,1.0964019481389673,0.0017254421155237232,0.07062499999999994,1701705097,,False,1,fda0e_00004,2023-12-04_15-51-37,1.4586098194122314,1.4586098194122314,476473,cnl-brain9,155.198.99.250,1.4586098194122314,1,32.0,1.0,0.5,fda0e_00004
5,1,1,5.139999999999978,1.0071058210838524,-0.0022782971784435224,0.07062499999999994,1701705098,,False,1,fda0e_00005,2023-12-04_15-51-38,1.8667411804199219,1.8667411804199219,476472,cnl-brain9,155.198.99.250,1.8667411804199219,1,20.0,1.1,0.5,fda0e_00005
6,1,1,4.879999999999984,0.9933503380729395,-0.007719957660086818,0.07062499999999994,1701705097,,False,1,fda0e_00006,2023-12-04_15-51-37,1.3808364868164062,1.3808364868164062,476471,cnl-brain9,155.198.99.250,1.3808364868164062,1,23.0,1.1,0.5,fda0e_00006
7,1,1,5.05999999999998,0.9767318219901557,-0.010240248671692043,0.07062499999999994,1701705097,,False,1,fda0e_00007,2023-12-04_15-51-37,1.659599781036377,1.659599781036377,476470,cnl-brain9,155.198.99.250,1.659599781036377,1,26.0,1.1,0.5,fda0e_00007
8,1,1,5.3199999999999745,1.0424310398202286,-0.0036048671747457295,0.07062499999999994,1701705097,,False,1,fda0e_00008,2023-12-04_15-51-37,1.6702568531036377,1.6702568531036377,476474,cnl-brain9,155.198.99.250,1.6702568531036377,1,29.0,1.1,0.5,fda0e_00008
9,1,1,5.0399999999999805,0.9122692038040573,-0.017798123368056862,0.07062499999999994,1701705097,,False,1,fda0e_00009,2023-12-04_15-51-37,1.9125492572784424,1.9125492572784424,476475,cnl-brain9,155.198.99.250,1.9125492572784424,1,32.0,1.1,0.5,fda0e_00009
10,1,1,7.1999999999999345,0.9409671874002578,-0.021792935718642048,0.07062499999999994,1701705098,,False,1,fda0e_00010,2023-12-04_15-51-38,2.091280937194824,2.091280937194824,476476,cnl-brain9,155.198.99.250,2.091280937194824,1,20.0,1.2,0.5,fda0e_00010
11,1,1,5.139999999999978,0.9296251908094836,-0.016852230483209052,0.07062499999999994,1701705097,,False,1,fda0e_00011,2023-12-04_15-51-37,1.781196117401123,1.781196117401123,476477,cnl-brain9,155.198.99.250,1.781196117401123,1,23.0,1.2,0.5,fda0e_00011
12,1,1,5.219999999999977,0.9965789762427474,-0.0064756828478993445,0.07062499999999994,1701705097,,False,1,fda0e_00012,2023-12-04_15-51-37,1.653660535812378,1.653660535812378,476478,cnl-brain9,155.198.99.250,1.653660535812378,1,26.0,1.2,0.5,fda0e_00012
13,1,1,5.119999999999979,1.0022941610752922,-0.0025641190421921145,0.07062499999999994,1701705097,,False,1,fda0e_00013,2023-12-04_15-51-37,1.3861420154571533,1.3861420154571533,476479,cnl-brain9,155.198.99.250,1.3861420154571533,1,29.0,1.2,0.5,fda0e_00013
14,1,1,4.999999999999981,0.9853767784338217,-0.004108810201029267,0.07062499999999994,1701705098,,False,1,fda0e_00014,2023-12-04_15-51-38,2.085076332092285,2.085076332092285,476480,cnl-brain9,155.198.99.250,2.085076332092285,1,32.0,1.2,0.5,fda0e_00014
15,0,0,,,,,1701705097,,False,1,fda0e_00015,2023-12-04_15-51-37,1.664189338684082,1.664189338684082,476481,cnl-brain9,155.198.99.250,1.664189338684082,1,20.0,1.2999999999999998,0.5,fda0e_00015
16,0,0,,,,,1701705098,,False,1,fda0e_00016,2023-12-04_15-51-38,1.8403358459472656,1.8403358459472656,476482,cnl-brain9,155.198.99.250,1.8403358459472656,1,23.0,1.2999999999999998,0.5,fda0e_00016
17,0,0,,,,,1701705097,,False,1,fda0e_00017,2023-12-04_15-51-37,1.5884394645690918,1.5884394645690918,476483,cnl-brain9,155.198.99.250,1.5884394645690918,1,26.0,1.2999999999999998,0.5,fda0e_00017
