,metric/num_BTSP_events_(single),metric/num_BTSP_events_(reverse),metric/num_BTSP_events_(back_and_forth),metric/num_BTSP_positions_(single),metric/num_BTSP_positions_(reverse),metric/num_BTSP_positions_(back_and_forth),metric/first_BTSP_time_(single),metric/first_BTSP_time_(reverse),metric/first_BTSP_time_(back_and_forth),metric/CA3_weight_ratio_pre_post_(single),metric/CA3_weight_ratio_pre_post_(reverse),metric/CA3_weight_ratio_pre_post_(back_and_forth),metric/first_BTSP_relative_position_(single),metric/first_BTSP_relative_position_(reverse),metric/first_BTSP_relative_position_(back_and_forth),metric/CA3_weight_peak_relative_position_(single),metric/CA3_weight_peak_relative_position_(reverse),metric/CA3_weight_peak_relative_position_(back_and_forth),timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/BTSP_lr_fact,config/inhibit_weight,config/regularization_alpha,logdir
0,1,2,1,1,2,1,5.279999999999975,24.239999999999572,54.42000000000291,1.3323303182373902,1.1757035812561472,0.9079529109043964,0.015294117530702311,-0.03290886215100919,-0.05167933513990608,0.08624999999999994,-0.03875000000000006,0.023749999999999938,1701730236,,False,1,83c61_00000,2023-12-04_22-50-36,5.124894142150879,5.124894142150879,699535,cnl-brain9,155.198.99.250,5.124894142150879,1,20.0,1.0,0.5,83c61_00000
1,1,2,0,1,2,0,4.939999999999983,22.659999999999606,,1.306403541456056,0.8298463182448732,0.8298463182448732,0.014669302059305278,-0.023373197554381053,,0.08624999999999994,0.023749999999999938,0.023749999999999938,1701730236,,False,1,83c61_00001,2023-12-04_22-50-36,5.288411617279053,5.288411617279053,699536,cnl-brain9,155.198.99.250,5.288411617279053,1,23.0,1.0,0.5,83c61_00001
2,1,2,0,1,2,0,4.979999999999982,24.579999999999565,,1.4848777354374942,1.2455929480244967,1.2455929480244967,0.02385866071792042,-0.029314872407207315,,0.08624999999999994,-0.03875000000000006,-0.03875000000000006,1701730235,,False,1,83c61_00002,2023-12-04_22-50-35,4.366883277893066,4.366883277893066,699540,cnl-brain9,155.198.99.250,4.366883277893066,1,26.0,1.0,0.5,83c61_00002
3,1,2,0,1,2,0,5.159999999999978,24.059999999999576,,1.5386432933794005,1.220825945430233,1.220825945430233,0.02425423116316061,-0.03960201907135141,,0.08624999999999994,-0.03875000000000006,-0.03875000000000006,1701730237,,False,1,83c61_00003,2023-12-04_22-50-37,5.506221294403076,5.506221294403076,699544,cnl-brain9,155.198.99.250,5.506221294403076,1,29.0,1.0,0.5,83c61_00003
4,1,2,0,1,2,0,4.959999999999982,23.979999999999578,,1.4014970094315615,1.2229643352355923,1.2229643352355923,0.01373550639284471,-0.04165719261846923,,0.08624999999999994,-0.03875000000000006,-0.03875000000000006,1701730237,,False,1,83c61_00004,2023-12-04_22-50-37,6.116635084152222,6.116635084152222,699545,cnl-brain9,155.198.99.250,6.116635084152222,1,32.0,1.0,0.5,83c61_00004
5,1,2,0,1,1,0,5.159999999999978,24.31999999999957,,1.2391933612566373,1.2254630736176868,1.2254630736176868,0.003474588611865115,-0.008827588964960498,,0.08624999999999994,-0.03875000000000006,-0.03875000000000006,1701730236,,False,1,83c61_00005,2023-12-04_22-50-36,5.375117063522339,5.375117063522339,699546,cnl-brain9,155.198.99.250,5.375117063522339,1,20.0,1.1,0.5,83c61_00005
6,1,1,1,1,1,1,4.959999999999982,23.039999999999598,54.20000000000287,1.2677855764383912,0.914831871970966,0.8458957900749653,0.009447592568970986,-0.04154205344898554,0.04114122052320912,0.08624999999999994,0.08624999999999994,0.023749999999999938,1701730237,,False,1,83c61_00006,2023-12-04_22-50-37,5.717879056930542,5.717879056930542,699547,cnl-brain9,155.198.99.250,5.717879056930542,1,23.0,1.1,0.5,83c61_00006
7,1,1,0,1,1,0,5.299999999999975,23.699999999999584,,1.5239228102485318,0.9893117238740086,0.9893117238740086,0.03072780953303922,-0.030859181539167668,,0.08624999999999994,0.08624999999999994,0.08624999999999994,1701730237,,False,1,83c61_00007,2023-12-04_22-50-37,5.753830671310425,5.753830671310425,699554,cnl-brain9,155.198.99.250,5.753830671310425,1,26.0,1.1,0.5,83c61_00007
8,1,1,0,1,1,0,5.1799999999999775,23.979999999999578,,1.3975815020900586,0.9072940660957534,0.9072940660957534,0.014499852477548592,-0.03878328849865875,,0.08624999999999994,0.08624999999999994,0.08624999999999994,1701730237,,False,1,83c61_00008,2023-12-04_22-50-37,6.094242811203003,6.094242811203003,699553,cnl-brain9,155.198.99.250,6.094242811203003,1,29.0,1.1,0.5,83c61_00008
9,1,1,0,1,1,0,5.239999999999976,24.159999999999574,,1.3576620151949577,0.867412913230963,0.867412913230963,0.004374130740690485,-0.03704392138787993,,0.08624999999999994,0.08624999999999994,0.08624999999999994,1701730237,,False,1,83c61_00009,2023-12-04_22-50-37,6.008562088012695,6.008562088012695,699552,cnl-brain9,155.198.99.250,6.008562088012695,1,32.0,1.1,0.5,83c61_00009
10,1,0,1,1,0,1,5.439999999999972,,47.180000000001776,1.291016128955358,1.291016128955358,0.9437704252847339,0.014089743970019386,,-0.009636710802493176,0.08624999999999994,0.08624999999999994,0.08624999999999994,1701730236,,False,1,83c61_00010,2023-12-04_22-50-36,5.4445085525512695,5.4445085525512695,699551,cnl-brain9,155.198.99.250,5.4445085525512695,1,20.0,1.2,0.5,83c61_00010
