,metric/num_BTSP_events_(moved_0),metric/num_BTSP_events_(moved_1),metric/num_BTSP_events_(moved_2),metric/num_BTSP_events_(moved_3),metric/num_BTSP_events_(moved_4),metric/num_BTSP_events_(moved_5),metric/num_BTSP_events_(moved_6),metric/num_BTSP_events_(moved_7),metric/num_BTSP_positions_(moved_0),metric/num_BTSP_positions_(moved_1),metric/num_BTSP_positions_(moved_2),metric/num_BTSP_positions_(moved_3),metric/num_BTSP_positions_(moved_4),metric/num_BTSP_positions_(moved_5),metric/num_BTSP_positions_(moved_6),metric/num_BTSP_positions_(moved_7),metric/first_BTSP_time_(moved_0),metric/first_BTSP_time_(moved_1),metric/first_BTSP_time_(moved_2),metric/first_BTSP_time_(moved_3),metric/first_BTSP_time_(moved_4),metric/first_BTSP_time_(moved_5),metric/first_BTSP_time_(moved_6),metric/first_BTSP_time_(moved_7),metric/max_BTSP_ramp_(moved_0),metric/max_BTSP_ramp_(moved_1),metric/max_BTSP_ramp_(moved_2),metric/max_BTSP_ramp_(moved_3),metric/max_BTSP_ramp_(moved_4),metric/max_BTSP_ramp_(moved_5),metric/max_BTSP_ramp_(moved_6),metric/max_BTSP_ramp_(moved_7),metric/PC_weight_ratio_pre_post_(moved_0),metric/PC_weight_ratio_pre_post_(moved_1),metric/PC_weight_ratio_pre_post_(moved_2),metric/PC_weight_ratio_pre_post_(moved_3),metric/PC_weight_ratio_pre_post_(moved_4),metric/PC_weight_ratio_pre_post_(moved_5),metric/PC_weight_ratio_pre_post_(moved_6),metric/PC_weight_ratio_pre_post_(moved_7),metric/first_BTSP_relative_position_(moved_0),metric/first_BTSP_relative_position_(moved_1),metric/first_BTSP_relative_position_(moved_2),metric/first_BTSP_relative_position_(moved_3),metric/first_BTSP_relative_position_(moved_4),metric/first_BTSP_relative_position_(moved_5),metric/first_BTSP_relative_position_(moved_6),metric/first_BTSP_relative_position_(moved_7),metric/PC_weight_peak_relative_position_(moved_0),metric/PC_weight_peak_relative_position_(moved_1),metric/PC_weight_peak_relative_position_(moved_2),metric/PC_weight_peak_relative_position_(moved_3),metric/PC_weight_peak_relative_position_(moved_4),metric/PC_weight_peak_relative_position_(moved_5),metric/PC_weight_peak_relative_position_(moved_6),metric/PC_weight_peak_relative_position_(moved_7),timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/soma_BTSP_lr,config/inhibit_input_filter_tau,config/inhibit_weight,logdir
0,6,5,5,5,6,5,5,5,2,2,1,1,1,2,2,2,55.89000000000136,336.32999999993586,576.6299999997174,818.3399999994975,1061.4599999992765,1340.159999999023,1584.7199999988006,1825.7399999985814,12.0,23.25,33.25,37.75,48.25,53.75,52.25,58.75,1.121593250863429,0.9571648193462685,0.9834746509489276,0.8434875943743243,0.9961127205249728,1.0358744889758793,0.945566419942215,0.8940332874775654,-0.007910686577023984,0.09954176555824157,0.25720656800107067,0.34611513809746164,0.40175968295846465,0.48685028124867946,0.5437455536846121,0.5970138928071229,0.049999999999998934,0.049999999999998934,0.14999999999999947,0.2499999999999991,0.24999999999999956,0.24999999999999956,0.3499999999999992,0.44999999999999885,1746728039,,False,1,cf988_00000,2025-05-08_19-13-59,168.22027039527893,168.22027039527893,2792989,cnl-brain9,155.198.99.250,168.22027039527893,1,0.11,0.2,0.6,cf988_00000
1,6,5,5,6,5,5,5,6,2,2,1,1,1,2,2,2,56.100000000001366,339.5999999999329,582.2099999997123,823.349999999493,1102.1999999992395,1343.3699999990201,1586.399999998799,1825.6799999985815,10.0,22.0,30.0,37.75,46.5,56.0,61.25,61.0,1.2031648744072518,1.2892664268215122,0.8984713789590741,0.9319829999087758,0.983565175258472,1.0013799473619576,0.9175818604141842,0.9530727440582373,-0.007366853924060557,0.09914306148844565,0.2393447627641616,0.33884014189205836,0.44695245502488534,0.48962773988424724,0.5340752800603727,0.5875633000741909,0.049999999999998934,-0.050000000000001155,0.14999999999999947,0.2499999999999991,0.24999999999999956,0.24999999999999956,0.3499999999999992,0.44999999999999885,1746728041,,False,1,cf988_00001,2025-05-08_19-14-01,170.29970264434814,170.29970264434814,2792990,cnl-brain9,155.198.99.250,170.29970264434814,1,0.11,0.3,0.6,cf988_00001
2,6,5,5,5,5,5,5,5,2,1,1,1,1,2,2,2,54.96000000000132,335.5199999999366,576.8999999997171,819.8399999994962,1066.0499999992724,1304.9099999990551,1548.029999998834,1789.7399999986142,10.75,23.5,36.25,41.5,44.25,52.0,56.5,57.0,1.1669835475867738,0.9595909297714019,0.9871915206492138,0.865316019592499,0.9412232342410274,0.9955482031526889,0.9112272842929495,0.852403296576384,-0.0013661248800245218,0.10299219043191776,0.2571610126079187,0.3482305841145932,0.41213325382411403,0.4610677018155709,0.5149188341147286,0.5657088535619401,0.049999999999998934,0.049999999999998934,0.14999999999999947,0.2499999999999991,0.24999999999999956,0.24999999999999956,0.3499999999999992,0.44999999999999885,1746728044,,False,1,cf988_00002,2025-05-08_19-14-04,173.09794735908508,173.09794735908508,2792991,cnl-brain9,155.198.99.250,173.09794735908508,1,0.11,0.4,0.6,cf988_00002
3,6,5,5,5,5,5,5,5,1,1,1,1,1,2,2,2,56.19000000000137,337.88999999993445,580.2299999997141,821.2799999994949,1063.139999999275,1306.9799999990532,1545.0899999988367,1787.669999998616,12.0,30.25,30.5,36.25,46.75,46.25,54.5,60.5,1.208004049058873,1.0457745013223878,0.936617329236486,1.0280326013837178,0.928766761163975,0.9565041210040984,1.049827511505874,0.8449509473842123,0.002303902013481629,0.11891326629302101,0.25868934214916717,0.3434549108483895,0.40520662701721033,0.44938061330501355,0.49447530336940804,0.5591497714865721,0.049999999999998934,0.049999999999998934,0.14999999999999947,0.14999999999999902,0.24999999999999956,0.24999999999999956,0.14999999999999902,0.44999999999999885,1746728044,,False,1,cf988_00003,2025-05-08_19-14-04,173.89951992034912,173.89951992034912,2792992,cnl-brain9,155.198.99.250,173.89951992034912,1,0.11,0.5,0.6,cf988_00003
4,6,5,5,5,5,5,5,6,2,1,1,1,1,2,2,2,54.90000000000132,337.1399999999351,575.3999999997185,815.7299999994999,1058.9399999992788,1302.839999999057,1543.0499999988385,1783.9499999986194,11.5,21.5,31.5,40.25,48.0,52.25,51.25,57.5,1.2150170639149487,1.0246506059099225,0.9519624823910163,1.0321701040058193,1.004443867399338,0.9764883868765653,0.8853134356282975,0.9127406197500593,-0.008761521352856683,0.11758775051585602,0.2614233368089103,0.35276254007284225,0.42122425641850425,0.4599518406716694,0.515847711768523,0.569369438186001,0.049999999999998934,0.049999999999998934,0.14999999999999947,0.14999999999999902,0.24999999999999956,0.24999999999999956,0.3499999999999992,0.44999999999999885,1746728038,,False,1,cf988_00004,2025-05-08_19-13-58,167.61997842788696,167.61997842788696,2792993,cnl-brain9,155.198.99.250,167.61997842788696,1,0.11,0.6,0.6,cf988_00004
5,2,0,1,1,1,2,1,1,1,0,1,1,1,1,1,1,53.82000000000128,,578.8799999997153,818.7899999994971,1061.6399999992764,1304.4899999990555,1547.6399999988344,1786.529999998617,1.25,0.75,1.25,1.25,1.5,1.25,1.0,1.5,0.948649069034138,0.948649069034138,1.22193374218122,1.0033213243949153,1.0476124107360665,0.8290104714719605,0.8551963891152429,1.0383677456988913,-0.007403671878789986,,0.0061361791492293705,0.014483794132746475,0.007944918494358078,0.004103464521111988,0.01172165003356751,0.006379989906600603,0.049999999999998934,-0.15000000000000124,-0.350000000000001,-0.1500000000000008,-0.25000000000000044,-0.05000000000000071,-0.1500000000000008,-0.350000000000001,1746728029,,False,1,cf988_00005,2025-05-08_19-13-49,158.69951581954956,158.69951581954956,2792994,cnl-brain9,155.198.99.250,158.69951581954956,1,0.11,0.2,0.8,cf988_00005
6,2,1,5,5,5,6,5,5,2,1,2,1,1,1,1,2,55.68000000000135,337.9199999999344,579.6299999997146,823.289999999493,1061.8499999992762,1303.6199999990563,1581.3299999988037,1822.799999998584,1.5,1.25,15.75,25.0,32.0,39.75,46.5,53.5,0.9708772721559122,1.3434264535955167,0.9371251558565801,0.9357935524821549,0.8704902504893322,0.8587947674895386,0.9061087432262827,1.1096074024050167,-0.0049514952137594825,-1.6567259019772962e-05,0.020931949451769682,0.022059347076154978,0.13269834771905042,0.21400110231485803,0.3129131299236323,0.3612173711336737,0.049999999999998934,-0.15000000000000124,-0.05000000000000071,-0.05000000000000071,0.04999999999999938,0.14999999999999947,0.14999999999999902,0.049999999999998934,1746728045,,False,1,cf988_00006,2025-05-08_19-14-05,174.0077748298645,174.0077748298645,2792995,cnl-brain9,155.198.99.250,174.0077748298645,1,0.11,0.3,0.8,cf988_00006
7,3,5,5,6,5,5,6,5,1,2,2,2,2,2,2,2,55.35000000000134,337.4099999999349,578.8799999997153,819.7499999994963,1100.519999999241,1338.9899999990241,1579.7399999988052,1859.6099999985506,1.75,16.5,27.0,33.0,37.25,47.75,55.0,59.75,0.9256559578180428,0.7636719227250786,1.1358057365231082,0.9059613437028136,0.7920543334441915,0.877897087644197,0.9847098405791374,0.8863279336873329,-0.006326128015969434,0.0004238377468568366,0.10293429825094069,0.21984428979760784,0.34807709288349287,0.38585638103936004,0.4336300289207806,0.5201063050134187,0.049999999999998934,0.049999999999998934,-0.05000000000000071,0.14999999999999902,0.24999999999999956,0.24999999999999956,0.2499999999999991,0.349999999999999,1746728044,,False,1,cf988_00007,2025-05-08_19-14-04,173.3100402355194,173.3100402355194,2793001,cnl-brain9,155.198.99.250,173.3100402355194,1,0.11,0.4,0.8,cf988_00007
8,3,5,5,5,5,5,5,5,1,2,2,2,2,2,1,1,55.86000000000136,340.0199999999325,584.4899999997102,826.8599999994898,1069.2299999992695,1308.449999999052,1552.9499999988295,1794.5699999986098,1.75,17.25,25.25,32.5,38.75,47.0,57.5,57.5,0.9221707543609658,0.7821104099559409,1.132449745062347,0.81243632709831,0.9101061338810683,1.0029645995384227,1.028940238311369,0.9511926556580469,-0.005590762673832739,0.0027321940873124007,0.10687208273422,0.21795001634038336,0.2967389415825843,0.34879406470440477,0.3867613168256816,0.43815759903603,0.049999999999998934,0.049999999999998934,-0.05000000000000071,0.14999999999999902,0.14999999999999947,0.14999999999999947,0.14999999999999902,0.2499999999999989,1746728029,,False,1,cf988_00008,2025-05-08_19-13-49,158.15756487846375,158.15756487846375,2793000,cnl-brain9,155.198.99.250,158.15756487846375,1,0.11,0.5,0.8,cf988_00008
9,6,5,5,5,5,5,6,5,2,1,1,1,1,2,2,2,56.67000000000139,338.0699999999343,580.2299999997141,821.7899999994944,1062.3899999992757,1304.4299999990556,1548.6599999988334,1825.4099999985817,12.75,26.0,30.5,41.5,47.0,54.75,56.0,63.25,1.0627532918213227,0.9998307760236661,0.9191952607243777,0.9932600308907192,0.9434575989919627,0.9729187688855958,0.8171519646387327,1.0114854394875428,-0.0026093919689729184,0.1064579127372971,0.2553873327692999,0.3368934306844511,0.41046224812406784,0.44492181298750877,0.5115383376497822,0.5883997415529982,0.049999999999998934,0.049999999999998934,0.14999999999999947,0.14999999999999902,0.24999999999999956,0.24999999999999956,0.44999999999999907,0.349999999999999,1746728041,,False,1,cf988_00009,2025-05-08_19-14-01,170.76296830177307,170.76296830177307,2792999,cnl-brain9,155.198.99.250,170.76296830177307,1,0.11,0.6,0.8,cf988_00009
