,metric/num_BTSP_events,metric/num_BTSP_positions,metric/first_BTSP_time,metric/max_BTSP_ramp,metric/CA3_weight_ratio_pre_post,metric/first_BTSP_relative_position,metric/CA3_weight_peak_relative_position,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/dend_w_init_loc,config/soma_BTSP_lr_fact,config/inhibit_weight,logdir
0,0,0,,0.75,,,,1705272357,,False,1,a76fd_00000,2024-01-14_22-45-57,7.962937355041504,7.962937355041504,12313,cnl-brain10,155.198.100.139,7.962937355041504,1,0.5,100.0,4.5,a76fd_00000
1,1,1,95.40000000000285,2.25,2.271863152463326,0.06595360979533793,0.140625,1705272357,,False,1,a76fd_00001,2024-01-14_22-45-57,7.839618444442749,7.839618444442749,12363,cnl-brain10,155.198.100.139,7.839618444442749,1,0.55,100.0,4.5,a76fd_00001
2,1,1,92.04000000000272,2.5,2.583957123202834,0.07599850949135045,0.140625,1705272357,,False,1,a76fd_00002,2024-01-14_22-45-57,7.700581789016724,7.700581789016724,12430,cnl-brain10,155.198.100.139,7.700581789016724,1,0.6,100.0,4.5,a76fd_00002
3,1,1,91.3500000000027,2.25,0.7771160202496652,0.0805412394059899,0.234375,1705272357,,False,1,a76fd_00003,2024-01-14_22-45-57,8.098266124725342,8.098266124725342,12480,cnl-brain10,155.198.100.139,8.098266124725342,1,0.6499999999999999,100.0,4.5,a76fd_00003
4,1,1,91.80000000000271,2.5,0.6499065387728823,0.08697734780081734,0.234375,1705272356,,False,1,a76fd_00004,2024-01-14_22-45-56,7.228581190109253,7.228581190109253,12563,cnl-brain10,155.198.100.139,7.228581190109253,1,0.7,100.0,4.5,a76fd_00004
5,1,1,129.66000000000415,2.5,2.023180595271836,0.05713317124472672,0.140625,1705272357,,False,1,a76fd_00005,2024-01-14_22-45-57,8.49053430557251,8.49053430557251,12518,cnl-brain10,155.198.100.139,8.49053430557251,1,0.5,100.0,4.0,a76fd_00005
6,1,1,93.48000000000278,2.75,1.9707339117024054,0.06918841375524876,0.140625,1705272357,,False,1,a76fd_00006,2024-01-14_22-45-57,7.98596715927124,7.98596715927124,12513,cnl-brain10,155.198.100.139,7.98596715927124,1,0.55,100.0,4.0,a76fd_00006
7,1,1,92.64000000000274,2.75,2.7645038964505986,0.07955925987004653,0.140625,1705272357,,False,1,a76fd_00007,2024-01-14_22-45-57,7.974471807479858,7.974471807479858,12499,cnl-brain10,155.198.100.139,7.974471807479858,1,0.6,100.0,4.0,a76fd_00007
8,1,1,92.19000000000273,2.75,2.940081382338303,0.08564851674850238,0.140625,1705272357,,False,1,a76fd_00008,2024-01-14_22-45-57,8.299424648284912,8.299424648284912,12519,cnl-brain10,155.198.100.139,8.299424648284912,1,0.6499999999999999,100.0,4.0,a76fd_00008
9,1,1,94.74000000000282,3.0,0.6422470893745311,0.09315789930270979,0.234375,1705272357,,False,1,a76fd_00009,2024-01-14_22-45-57,8.19599199295044,8.19599199295044,12614,cnl-brain10,155.198.100.139,8.19599199295044,1,0.7,100.0,4.0,a76fd_00009
