,metric/num_BTSP_events_(single),metric/num_BTSP_events_(reverse),metric/num_BTSP_events_(back_and_forth),metric/num_BTSP_positions_(single),metric/num_BTSP_positions_(reverse),metric/num_BTSP_positions_(back_and_forth),metric/first_BTSP_time_(single),metric/first_BTSP_time_(reverse),metric/first_BTSP_time_(back_and_forth),metric/max_BTSP_ramp_(single),metric/max_BTSP_ramp_(reverse),metric/max_BTSP_ramp_(back_and_forth),metric/PC_weight_ratio_pre_post_(single),metric/PC_weight_ratio_pre_post_(reverse),metric/PC_weight_ratio_pre_post_(back_and_forth),metric/first_BTSP_relative_position_(single),metric/first_BTSP_relative_position_(reverse),metric/first_BTSP_relative_position_(back_and_forth),metric/PC_weight_peak_relative_position_(single),metric/PC_weight_peak_relative_position_(reverse),metric/PC_weight_peak_relative_position_(back_and_forth),timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/soma_regularization_alpha,config/soma_BTSP_lr_fact,config/inhibit_weight,logdir
20,5,7,10,4,4,3,41.1000000000008,305.6099999999638,572.2799999997213,11.5,20.0,18.5,1.0284266845434824,1.0529141723157098,0.9999952313715987,-0.01335736327083592,0.026471599392445366,0.0019334492444951223,0.6166666666666665,-0.7166666666666672,-0.11666666666666714,1740568361,,False,1,7fa3c_00020,2025-02-26_11-12-41,38.73460102081299,38.73460102081299,998676,cnl-brain9,155.198.99.250,38.73460102081299,1,0.4,150.0,0.8,7fa3c_00020
21,1,2,2,1,1,1,34.92000000000056,310.0199999999598,602.6999999996937,1.75,2.0,1.75,1.0602855083446323,0.8755544393197718,0.9840564635514549,-0.04518583430204992,0.022384958392903886,-0.026181419695745944,0.11666666666666647,0.08333333333333304,0.08333333333333304,1740568361,,False,1,7fa3c_00021,2025-02-26_11-12-41,38.94027304649353,38.94027304649353,998677,cnl-brain9,155.198.99.250,38.94027304649353,1,0.4,150.0,1.3,7fa3c_00021
22,1,1,0,1,1,0,39.87000000000075,284.2799999999832,,1.5,1.5,0.0,1.1525123056766797,0.8803520533517734,0.8803520533517734,-0.023650850612958685,-0.04048943630475188,,0.11666666666666647,-0.01666666666666705,-0.01666666666666705,1740568362,,False,1,7fa3c_00022,2025-02-26_11-12-42,39.792091846466064,39.792091846466064,998678,cnl-brain9,155.198.99.250,39.792091846466064,1,0.4,150.0,1.8,7fa3c_00022
23,1,1,0,1,1,0,113.76000000000354,266.21999999999963,,1.0,1.0,0.5,1.0398157074817844,1.0152418109947092,1.0152418109947092,-0.01441730017366627,0.07733654759220787,,0.11666666666666647,-0.11666666666666714,-0.11666666666666714,1740568360,,False,1,7fa3c_00023,2025-02-26_11-12-40,37.968700885772705,37.968700885772705,998679,cnl-brain9,155.198.99.250,37.968700885772705,1,0.4,150.0,3.0,7fa3c_00023
24,0,0,0,0,0,0,,,,0.0,0.0,0.0,,,,,,,,,,1740568362,,False,1,7fa3c_00024,2025-02-26_11-12-42,39.636390924453735,39.636390924453735,998680,cnl-brain9,155.198.99.250,39.636390924453735,1,0.4,150.0,5.0,7fa3c_00024
25,7,7,9,2,2,2,40.770000000000785,291.7799999999764,570.7199999997227,3.75,4.0,6.25,1.0296784750525008,0.9855194777432585,1.108783722555248,-0.09055376285173855,0.07453375578714017,0.06055593118627911,0.21666666666666634,-0.11666666666666714,-0.01666666666666705,1740568362,,False,1,7fa3c_00025,2025-02-26_11-12-42,39.540992736816406,39.540992736816406,998681,cnl-brain9,155.198.99.250,39.540992736816406,1,0.5,50.0,0.8,7fa3c_00025
26,3,4,3,1,1,1,37.83000000000067,264.09000000000157,555.1499999997369,2.5,2.25,1.75,0.9402102193581277,0.9749477254688197,0.9775140410472135,0.002499323761310235,0.048976585774878956,-0.012395409276173552,0.11666666666666647,-0.01666666666666705,0.08333333333333304,1740568361,,False,1,7fa3c_00026,2025-02-26_11-12-41,38.893136978149414,38.893136978149414,998682,cnl-brain9,155.198.99.250,38.893136978149414,1,0.5,50.0,1.3,7fa3c_00026
27,2,3,1,1,1,1,36.63000000000063,311.5499999999584,562.6499999997301,1.75,1.5,1.25,1.0671013867556403,0.9720289816538602,1.0201397142256068,0.002987337435877979,0.06086284380827589,-0.0037059880474470397,0.016666666666666385,-0.01666666666666705,-0.01666666666666705,1740568362,,False,1,7fa3c_00027,2025-02-26_11-12-42,39.68084788322449,39.68084788322449,998683,cnl-brain9,155.198.99.250,39.68084788322449,1,0.5,50.0,1.8,7fa3c_00027
28,1,2,0,1,1,0,200.16000000000682,293.57999999997475,,1.0,1.0,0.0,0.9233359598764759,1.0214949561313758,1.0214949561313758,-0.05747777390606812,0.02945866868236857,,0.31666666666666643,-0.01666666666666705,-0.01666666666666705,1740568359,,False,1,7fa3c_00028,2025-02-26_11-12-39,37.28042769432068,37.28042769432068,998684,cnl-brain9,155.198.99.250,37.28042769432068,1,0.5,50.0,3.0,7fa3c_00028
29,0,0,0,0,0,0,,,,0.0,0.0,0.0,,,,,,,,,,1740568362,,False,1,7fa3c_00029,2025-02-26_11-12-42,39.41683626174927,39.41683626174927,998685,cnl-brain9,155.198.99.250,39.41683626174927,1,0.5,50.0,5.0,7fa3c_00029
