,metric/num_BTSP_events_(single),metric/num_BTSP_positions_(single),metric/first_BTSP_time_(single),metric/first_BTSP_relative_position_(single),metric/max_BTSP_ramp_(single),metric/PC_weight_peak_relative_position_(single),metric/PC_weight_width_(single),metric/PC_weight_ratio_pre_post_(single),metric/num_BTSP_events_(reverse),metric/num_BTSP_positions_(reverse),metric/first_BTSP_time_(reverse),metric/first_BTSP_relative_position_(reverse),metric/max_BTSP_ramp_(reverse),metric/PC_weight_peak_relative_position_(reverse),metric/PC_weight_width_(reverse),metric/PC_weight_ratio_pre_post_(reverse),metric/num_BTSP_events_(back_and_forth),metric/num_BTSP_positions_(back_and_forth),metric/first_BTSP_time_(back_and_forth),metric/first_BTSP_relative_position_(back_and_forth),metric/max_BTSP_ramp_(back_and_forth),metric/PC_weight_peak_relative_position_(back_and_forth),metric/PC_weight_width_(back_and_forth),metric/PC_weight_ratio_pre_post_(back_and_forth),timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/somatic_BTSP_lr,config/inhibitory_input_filter_tau,config/inhibitory_weight,logdir
428,2.0,1.0,55.560000000001345,0.00034154585227197387,1.75,-0.049999999999998934,0.5036258639158291,1.3196880387840921,6.0,1.0,309.05999999996067,0.003083254008244385,2.75,0.05000000000000071,0.45182165659745666,0.508094808329382,9.0,2.0,597.3899999996985,-0.01726529314234826,4.25,0.05000000000000071,0.4488743083298945,0.7154985591955063,1759202095,,False,1,6f4d4_00428,2025-09-30_04-14-55,57.33734178543091,57.33734178543091,4019638,cnl-brain9,155.198.99.250,57.33734178543091,1,0.18,0.35000000000000003,0.8,6f4d4_00428
429,2.0,2.0,54.87000000000132,-0.00765122493599435,2.0,-0.049999999999998934,0.4541032866616881,1.3417570376701655,6.0,1.0,309.0299999999607,0.011401307236833524,3.25,0.05000000000000071,0.47496020416237306,0.5107488778480378,9.0,2.0,597.3299999996985,-0.02373347169397233,4.75,0.05000000000000071,0.4534785378702373,0.7392982655347037,1759202093,,False,1,6f4d4_00429,2025-09-30_04-14-53,55.786861181259155,55.786861181259155,4019776,cnl-brain9,155.198.99.250,55.786861181259155,1,0.18,0.4,0.8,6f4d4_00429
430,1.0,1.0,56.55000000000138,0.0031468978802271508,1.25,-0.049999999999998934,0.5074851489750771,1.209331373991571,0.0,0.0,,,0.0,-0.049999999999998934,0.5074851489750771,1.209331373991571,0.0,0.0,,,0.0,-0.049999999999998934,0.5074851489750771,1.209331373991571,1759202094,,False,1,6f4d4_00430,2025-09-30_04-14-54,56.23345637321472,56.23345637321472,4019783,cnl-brain9,155.198.99.250,56.23345637321472,1,0.18,0.2,0.9,6f4d4_00430
431,1.0,1.0,55.35000000000134,0.004136315955988401,1.25,-0.049999999999998934,0.5133138593772073,1.15972673315731,0.0,0.0,,,0.0,-0.049999999999998934,0.5133138593772073,1.15972673315731,0.0,0.0,,,0.5,-0.049999999999998934,0.5133138593772073,1.15972673315731,1759202096,,False,1,6f4d4_00431,2025-09-30_04-14-56,57.80717587471008,57.80717587471008,4019785,cnl-brain9,155.198.99.250,57.80717587471008,1,0.18,0.25,0.9,6f4d4_00431
432,1.0,1.0,55.17000000000133,0.004317391160102879,1.5,-0.049999999999998934,0.5574249709991572,1.1900390024884389,1.0,1.0,455.8199999998272,-0.015160367316432222,1.0,-0.049999999999998934,0.537258561643756,1.0292638515378956,0.0,0.0,,,0.0,-0.049999999999998934,0.537258561643756,1.0292638515378956,1759202095,,False,1,6f4d4_00432,2025-09-30_04-14-55,56.65359830856323,56.65359830856323,4019679,cnl-brain9,155.198.99.250,56.65359830856323,1,0.18,0.30000000000000004,0.9,6f4d4_00432
433,1.0,1.0,56.79000000000139,-0.003689272678624622,1.75,-0.049999999999998934,0.4674161908003214,1.261408232377144,1.0,1.0,338.399999999934,-0.010970688799895267,1.0,-0.049999999999998934,0.48797559960654846,1.0693175231954217,0.0,0.0,,,0.0,-0.049999999999998934,0.48797559960654846,1.0693175231954217,1759202096,,False,1,6f4d4_00433,2025-09-30_04-14-56,57.458356857299805,57.458356857299805,4019767,cnl-brain9,155.198.99.250,57.458356857299805,1,0.18,0.35000000000000003,0.9,6f4d4_00433
434,1.0,1.0,55.68000000000135,-0.002280158311161351,1.75,-0.049999999999998934,0.4563357611749912,1.2745457272887997,1.0,1.0,333.47999999993846,-0.003552352064976727,1.25,-0.049999999999998934,0.4700362888488758,1.0420570215477283,0.0,0.0,,,0.0,-0.049999999999998934,0.4700362888488758,1.0420570215477283,1759202093,,False,1,6f4d4_00434,2025-09-30_04-14-53,54.78124380111694,54.78124380111694,4019786,cnl-brain9,155.198.99.250,54.78124380111694,1,0.18,0.4,0.9,6f4d4_00434
435,1.0,1.0,54.270000000001296,0.0032556726044687956,1.0,-0.049999999999998934,0.5237031979303088,1.198666718138741,0.0,0.0,,,0.0,-0.049999999999998934,0.5237031979303088,1.198666718138741,0.0,0.0,,,0.0,-0.049999999999998934,0.5237031979303088,1.198666718138741,1759202096,,False,1,6f4d4_00435,2025-09-30_04-14-56,56.929218769073486,56.929218769073486,4019782,cnl-brain9,155.198.99.250,56.929218769073486,1,0.18,0.2,1.0,6f4d4_00435
436,1.0,1.0,56.19000000000137,0.010164098305434077,1.0,-0.049999999999998934,0.5651421054717134,1.1641930440560264,0.0,0.0,,,0.0,-0.049999999999998934,0.5651421054717134,1.1641930440560264,0.0,0.0,,,0.0,-0.049999999999998934,0.5651421054717134,1.1641930440560264,1759202095,,False,1,6f4d4_00436,2025-09-30_04-14-55,56.11229348182678,56.11229348182678,4019751,cnl-brain9,155.198.99.250,56.11229348182678,1,0.18,0.25,1.0,6f4d4_00436
437,1.0,1.0,56.01000000000136,0.0013838163730079955,1.25,-0.049999999999998934,0.5095605127682261,1.2179169907772953,0.0,0.0,,,0.0,-0.049999999999998934,0.5095605127682261,1.2179169907772953,0.0,0.0,,,0.0,-0.049999999999998934,0.5095605127682261,1.2179169907772953,1759202094,,False,1,6f4d4_00437,2025-09-30_04-14-54,54.98674011230469,54.98674011230469,4019757,cnl-brain9,155.198.99.250,54.98674011230469,1,0.18,0.30000000000000004,1.0,6f4d4_00437
