,metric/num_BTSP_events_(moved_0),metric/num_BTSP_events_(moved_1),metric/num_BTSP_events_(moved_2),metric/num_BTSP_events_(moved_3),metric/num_BTSP_events_(moved_4),metric/num_BTSP_events_(moved_5),metric/num_BTSP_events_(moved_6),metric/num_BTSP_events_(moved_7),metric/num_BTSP_positions_(moved_0),metric/num_BTSP_positions_(moved_1),metric/num_BTSP_positions_(moved_2),metric/num_BTSP_positions_(moved_3),metric/num_BTSP_positions_(moved_4),metric/num_BTSP_positions_(moved_5),metric/num_BTSP_positions_(moved_6),metric/num_BTSP_positions_(moved_7),metric/first_BTSP_time_(moved_0),metric/first_BTSP_time_(moved_1),metric/first_BTSP_time_(moved_2),metric/first_BTSP_time_(moved_3),metric/first_BTSP_time_(moved_4),metric/first_BTSP_time_(moved_5),metric/first_BTSP_time_(moved_6),metric/first_BTSP_time_(moved_7),metric/max_BTSP_ramp_(moved_0),metric/max_BTSP_ramp_(moved_1),metric/max_BTSP_ramp_(moved_2),metric/max_BTSP_ramp_(moved_3),metric/max_BTSP_ramp_(moved_4),metric/max_BTSP_ramp_(moved_5),metric/max_BTSP_ramp_(moved_6),metric/max_BTSP_ramp_(moved_7),metric/PC_weight_ratio_pre_post_(moved_0),metric/PC_weight_ratio_pre_post_(moved_1),metric/PC_weight_ratio_pre_post_(moved_2),metric/PC_weight_ratio_pre_post_(moved_3),metric/PC_weight_ratio_pre_post_(moved_4),metric/PC_weight_ratio_pre_post_(moved_5),metric/PC_weight_ratio_pre_post_(moved_6),metric/PC_weight_ratio_pre_post_(moved_7),metric/first_BTSP_relative_position_(moved_0),metric/first_BTSP_relative_position_(moved_1),metric/first_BTSP_relative_position_(moved_2),metric/first_BTSP_relative_position_(moved_3),metric/first_BTSP_relative_position_(moved_4),metric/first_BTSP_relative_position_(moved_5),metric/first_BTSP_relative_position_(moved_6),metric/first_BTSP_relative_position_(moved_7),metric/PC_weight_peak_relative_position_(moved_0),metric/PC_weight_peak_relative_position_(moved_1),metric/PC_weight_peak_relative_position_(moved_2),metric/PC_weight_peak_relative_position_(moved_3),metric/PC_weight_peak_relative_position_(moved_4),metric/PC_weight_peak_relative_position_(moved_5),metric/PC_weight_peak_relative_position_(moved_6),metric/PC_weight_peak_relative_position_(moved_7),timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/soma_BTSP_lr,config/inhibit_input_filter_tau,config/inhibit_weight,logdir
0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,55.23000000000133,,656.3099999996449,977.9999999993523,1223.5199999991291,1422.659999998948,1701.5099999986944,1904.3999999985099,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.9704713147939134,0.9704713147939134,0.9169114568515309,0.8710460763726852,0.9274413695420357,0.9665274819784796,0.9985066222289078,0.8373633750813294,-0.009685045202134646,,-0.0033607784186258094,0.008900033122881457,0.009105692175602087,0.006710776371829041,0.01692071218641633,0.010793217163489466,0.049999999999998934,-0.15000000000000124,-0.05000000000000071,-0.05000000000000071,-0.15000000000000036,-0.2500000000000009,-0.350000000000001,-0.1500000000000008,1747060161,,False,1,1936f_00000,2025-05-12_15-29-21,165.77040338516235,165.77040338516235,86478,cnl-brain9,155.198.99.250,165.77040338516235,1,0.12,0.2,1.1,1936f_00000
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,96.6000000000029,336.209999999936,657.2099999996441,939.7199999993871,1059.869999999278,1300.4099999990592,1544.9099999988368,1788.929999998615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9757636011142907,0.9879710140252991,1.058378432933739,1.0865465086403028,0.9579264494979938,0.9600652238073735,0.9418900142858061,0.9903718405784266,-0.005484547570096421,0.0033330882381799043,0.009373737626842793,0.01674706781430979,0.011702262360215432,0.012553279061914502,0.007793330319597391,0.00955338941339523,0.049999999999998934,-0.050000000000001155,-0.1500000000000008,-0.2500000000000009,-0.25000000000000044,-0.2500000000000009,-0.2500000000000009,-0.350000000000001,1747060168,,False,1,1936f_00001,2025-05-12_15-29-28,173.40562987327576,173.40562987327576,86479,cnl-brain9,155.198.99.250,173.40562987327576,1,0.12,0.25,1.1,1936f_00001
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.020000000001325,338.7299999999337,744.8999999995643,825.9899999994906,1067.0999999992714,1309.2599999990512,1551.239999998831,1791.2999999986127,1.0,1.25,1.0,1.0,1.0,1.0,1.25,1.25,0.9624396819130506,1.099545946451916,1.099545946451916,1.0664847813146425,0.9502799149775545,1.0186701720997544,0.9117091153538287,0.9583674276672685,-0.020785165174663334,0.017172888519676466,0.01094775405869397,0.01338795389251457,0.0067927898024890965,0.009226962456255983,0.006063055918602345,-0.004435281147228132,0.049999999999998934,-0.050000000000001155,-0.2500000000000009,-0.2500000000000009,-0.25000000000000044,-0.35000000000000053,-0.2500000000000009,-0.350000000000001,1747060161,,False,1,1936f_00002,2025-05-12_15-29-21,165.6382291316986,165.6382291316986,86480,cnl-brain9,155.198.99.250,165.6382291316986,1,0.12,0.30000000000000004,1.1,1936f_00002
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,56.43000000000138,336.5999999999356,578.3399999997158,860.8799999994588,1061.7599999992763,1306.3499999990538,1548.2999999988338,1790.5799999986134,1.25,1.5,1.25,1.25,1.25,1.25,1.25,1.25,0.9729938170623036,0.9296767473990922,1.0174081394793018,0.9381840530262537,1.0137080304906607,0.9295938454834163,0.9794869171125585,0.9525688139477441,0.0004403712820484351,0.009429328720447216,0.02034863187096736,0.014040656844358956,0.0154260714667811,0.00596252104707462,0.002740882432047176,-0.0028008623928097443,0.049999999999998934,-0.050000000000001155,-0.1500000000000008,-0.1500000000000008,-0.25000000000000044,-0.2500000000000009,-0.350000000000001,-0.350000000000001,1747060156,,False,1,1936f_00003,2025-05-12_15-29-16,161.55846619606018,161.55846619606018,86481,cnl-brain9,155.198.99.250,161.55846619606018,1,0.12,0.35000000000000003,1.1,1936f_00003
4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.560000000001345,338.2499999999341,580.319999999714,822.2999999994939,1062.8399999992753,1305.7799999990543,1546.7999999988351,1789.2599999986146,1.5,1.5,1.25,1.5,1.5,1.5,1.5,1.5,0.9662739670336847,1.0000754754590258,1.0547302265736584,0.9077958985394683,0.9562995613126011,1.0019985761572339,0.9420880370389988,0.9781172138580174,-0.0014243091339150027,0.011693696290754119,0.018504892635934134,0.021521021092438364,0.014454870671118503,0.00446432943076136,0.011161650130576017,0.007802085262133662,0.049999999999998934,-0.050000000000001155,-0.1500000000000008,-0.1500000000000008,-0.25000000000000044,-0.35000000000000053,-0.350000000000001,-0.5500000000000012,1747060174,,False,1,1936f_00004,2025-05-12_15-29-34,179.04151272773743,179.04151272773743,86482,cnl-brain9,155.198.99.250,179.04151272773743,1,0.12,0.4,1.1,1936f_00004
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,,,,,,,,,,,,,,,,,,,,,,,,,1747060161,,False,1,1936f_00005,2025-05-12_15-29-21,166.15064358711243,166.15064358711243,86487,cnl-brain9,155.198.99.250,166.15064358711243,1,0.12,0.2,1.2,1936f_00005
6,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,57.390000000001415,464.42999999981936,,822.209999999494,1064.4299999992738,1388.8499999989788,1591.6799999987943,1793.129999998611,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9748694868375138,1.0000503742654987,1.0000503742654987,0.9890747301352656,0.9728921714859916,0.9195363682535859,0.9882952195245152,1.024440968375264,0.00018651281221560012,0.010906140634242334,,-0.0010728257271592767,0.0040067969564008266,0.004325012068885137,0.006430662961496303,0.00907003412653351,0.049999999999998934,-0.050000000000001155,-0.2500000000000009,-0.350000000000001,-0.15000000000000036,-0.1500000000000008,-0.2500000000000009,-0.350000000000001,1747060165,,False,1,1936f_00006,2025-05-12_15-29-25,169.88323378562927,169.88323378562927,86486,cnl-brain9,155.198.99.250,169.88323378562927,1,0.12,0.25,1.2,1936f_00006
7,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,54.4500000000013,336.4199999999358,,820.6499999994954,1062.5099999992756,1304.939999999055,1546.4399999988354,1789.1099999986147,1.0,1.0,0.75,1.0,1.25,1.0,1.0,1.0,0.9690242939322333,1.0291408459722642,1.0291408459722642,1.0198431700692645,1.0225194219308151,1.1100229419485288,0.952173856137276,0.9991565365595889,-0.007373071013000221,0.011375800571437722,,0.0010430734533204422,0.009930143976102812,0.001224264787982765,-0.0014978185510514663,0.009563139293496281,0.049999999999998934,-0.050000000000001155,-0.2500000000000009,-0.350000000000001,-0.15000000000000036,-0.2500000000000009,-0.2500000000000009,-0.350000000000001,1747060165,,False,1,1936f_00007,2025-05-12_15-29-25,169.92619109153748,169.92619109153748,86485,cnl-brain9,155.198.99.250,169.92619109153748,1,0.12,0.30000000000000004,1.2,1936f_00007
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,56.850000000001394,340.40999999993215,618.0899999996797,860.4299999994593,1099.439999999242,1340.8499999990224,1585.4699999988,1826.0099999985812,1.0,1.0,1.25,1.25,1.25,1.25,1.25,1.25,0.9544089608216756,1.0042607835398691,0.9955321224307611,1.0246663404684595,0.9685467599833419,0.9659499451895058,1.0236191914994268,1.0428541922483525,-0.007323449516160263,0.01199343397841135,0.017670377842065044,0.015302363122967844,0.017789660139780672,0.008434970337531045,0.009567263954419314,0.014144327997150263,0.049999999999998934,-0.050000000000001155,-0.1500000000000008,-0.2500000000000009,-0.25000000000000044,-0.2500000000000009,-0.350000000000001,-0.5500000000000012,1747060159,,False,1,1936f_00008,2025-05-12_15-29-19,164.12576484680176,164.12576484680176,86484,cnl-brain9,155.198.99.250,164.12576484680176,1,0.12,0.35000000000000003,1.2,1936f_00008
9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.98000000000136,338.42999999993395,582.1799999997123,824.1899999994922,1064.8799999992734,1304.7599999990553,1547.999999998834,1789.1399999986147,1.25,1.25,1.0,1.25,1.25,1.25,1.5,1.25,0.9549319613701682,1.02861509471582,1.077577506849768,1.0800172166496855,0.9885516635766496,1.023923905013137,1.014952849508066,0.9363908435533846,-0.005389003799837422,0.015362177375772834,0.01231000162566609,0.01868862428630358,0.01153585717049399,0.005524351342905298,0.008866042262341889,-0.0009728646224398396,0.049999999999998934,-0.050000000000001155,-0.1500000000000008,-0.2500000000000009,-0.25000000000000044,-0.35000000000000053,-0.45000000000000107,-0.2500000000000009,1747060167,,False,1,1936f_00009,2025-05-12_15-29-27,171.58290314674377,171.58290314674377,86483,cnl-brain9,155.198.99.250,171.58290314674377,1,0.12,0.4,1.2,1936f_00009
