,metric/num_BTSP_events_(single),metric/num_BTSP_events_(reverse),metric/num_BTSP_events_(back_and_forth),metric/num_BTSP_positions_(single),metric/num_BTSP_positions_(reverse),metric/num_BTSP_positions_(back_and_forth),metric/first_BTSP_time_(single),metric/first_BTSP_time_(reverse),metric/first_BTSP_time_(back_and_forth),metric/max_BTSP_ramp_(single),metric/max_BTSP_ramp_(reverse),metric/max_BTSP_ramp_(back_and_forth),metric/PC_weight_ratio_pre_post_(single),metric/PC_weight_ratio_pre_post_(reverse),metric/PC_weight_ratio_pre_post_(back_and_forth),metric/first_BTSP_relative_position_(single),metric/first_BTSP_relative_position_(reverse),metric/first_BTSP_relative_position_(back_and_forth),metric/PC_weight_peak_relative_position_(single),metric/PC_weight_peak_relative_position_(reverse),metric/PC_weight_peak_relative_position_(back_and_forth),timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/soma_BTSP_lr,config/inhibit_input_filter_tau,config/inhibit_weight,logdir
0,1,0,1,1,0,1,51.18000000000118,,659.5799999996419,1.0,0.75,1.0,0.9331952182129034,0.9331952182129034,0.9348329941687027,-0.004018005513526823,,0.029412697774091612,0.049999999999998934,0.049999999999998934,0.049999999999998934,1747057875,,False,1,009d3_00000,2025-05-12_14-51-15,68.29171013832092,68.29171013832092,24781,cnl-brain9,155.198.99.250,68.29171013832092,1,0.12,0.2,1.1,009d3_00000
1,2,0,0,2,0,0,50.13000000000114,,,1.0,0.0,0.75,1.0769893655485707,1.0769893655485707,1.0769893655485707,-0.026391333706051956,,,0.049999999999998934,0.049999999999998934,0.049999999999998934,1747057878,,False,1,009d3_00001,2025-05-12_14-51-18,72.32274961471558,72.32274961471558,24782,cnl-brain9,155.198.99.250,72.32274961471558,1,0.12,0.25,1.1,009d3_00001
2,2,0,0,2,0,0,48.36000000000107,,,1.0,0.0,0.0,1.4431096051140129,1.4431096051140129,1.4431096051140129,-0.018651059091652655,,,-0.05000000000000071,-0.05000000000000071,-0.05000000000000071,1747057887,,False,1,009d3_00002,2025-05-12_14-51-27,80.93996548652649,80.93996548652649,24783,cnl-brain9,155.198.99.250,80.93996548652649,1,0.12,0.30000000000000004,1.1,009d3_00002
3,2,0,0,1,0,0,43.11000000000087,,,1.25,0.5,0.5,0.9009698129910833,0.9009698129910833,0.9009698129910833,-0.015320774597032738,,,0.049999999999998934,0.049999999999998934,0.049999999999998934,1747057889,,False,1,009d3_00003,2025-05-12_14-51-29,82.77710700035095,82.77710700035095,24784,cnl-brain9,155.198.99.250,82.77710700035095,1,0.12,0.35000000000000003,1.1,009d3_00003
4,2,0,0,1,0,0,41.1000000000008,,,1.0,0.5,0.75,1.0703520423720982,1.0703520423720982,1.0703520423720982,-0.03198315263236129,,,-0.05000000000000071,-0.05000000000000071,-0.05000000000000071,1747057876,,False,1,009d3_00004,2025-05-12_14-51-16,69.64434862136841,69.64434862136841,24785,cnl-brain9,155.198.99.250,69.64434862136841,1,0.12,0.4,1.1,009d3_00004
5,0,0,0,0,0,0,,,,0.75,0.75,0.75,,,,,,,,,,1747057894,,False,1,009d3_00005,2025-05-12_14-51-34,88.00348997116089,88.00348997116089,24786,cnl-brain9,155.198.99.250,88.00348997116089,1,0.12,0.2,1.2,009d3_00005
6,0,2,0,0,1,0,,307.0199999999625,,0.75,1.0,0.0,,0.834009688307637,0.834009688307637,,0.006471499440969364,,,0.049999999999998934,0.049999999999998934,1747057885,,False,1,009d3_00006,2025-05-12_14-51-25,78.67973303794861,78.67973303794861,24790,cnl-brain9,155.198.99.250,78.67973303794861,1,0.12,0.25,1.2,009d3_00006
7,1,2,0,1,2,0,51.12000000000118,374.7899999999009,,1.0,1.0,0.5,0.9826610138510172,1.0085014531340317,1.0085014531340317,-0.005968949848644378,0.033940403629925786,,0.049999999999998934,0.049999999999998934,0.049999999999998934,1747057891,,False,1,009d3_00007,2025-05-12_14-51-31,84.23857617378235,84.23857617378235,24789,cnl-brain9,155.198.99.250,84.23857617378235,1,0.12,0.30000000000000004,1.2,009d3_00007
8,1,1,0,1,1,0,44.460000000000925,324.8699999999463,,1.0,1.0,0.0,0.9380208094011862,0.7239028750243417,0.7239028750243417,0.017291776742104137,0.0027234185775406594,,0.049999999999998934,0.049999999999998934,0.049999999999998934,1747057882,,False,1,009d3_00008,2025-05-12_14-51-22,76.02999234199524,76.02999234199524,24788,cnl-brain9,155.198.99.250,76.02999234199524,1,0.12,0.35000000000000003,1.2,009d3_00008
9,2,0,0,1,0,0,44.07000000000091,,,1.0,0.0,0.0,1.0165882593476712,1.0165882593476712,1.0165882593476712,-0.04836367310361611,,,-0.05000000000000071,-0.05000000000000071,-0.05000000000000071,1747057876,,False,1,009d3_00009,2025-05-12_14-51-16,69.96473860740662,69.96473860740662,24787,cnl-brain9,155.198.99.250,69.96473860740662,1,0.12,0.4,1.2,009d3_00009
10,0,0,0,0,0,0,,,,0.75,0.75,0.75,,,,,,,,,,1747057878,,False,1,009d3_00010,2025-05-12_14-51-18,71.77372121810913,71.77372121810913,24791,cnl-brain9,155.198.99.250,71.77372121810913,1,0.12,0.2,1.3,009d3_00010
11,1,1,0,1,1,0,162.8400000000054,440.15999999984143,,1.0,1.0,0.0,1.139989200465413,1.3516542240070109,1.3516542240070109,-0.02098560117731596,0.023347264391031963,,-0.05000000000000071,-0.1500000000000008,-0.1500000000000008,1747057880,,False,1,009d3_00011,2025-05-12_14-51-20,73.58157277107239,73.58157277107239,24792,cnl-brain9,155.198.99.250,73.58157277107239,1,0.12,0.25,1.3,009d3_00011
12,1,1,0,1,1,0,219.15000000000754,299.0099999999698,,1.0,1.0,0.0,1.030414095102661,0.810328025233613,0.810328025233613,0.0031816920262910386,-0.014642102093424647,,0.049999999999998934,0.049999999999998934,0.049999999999998934,1747057880,,False,1,009d3_00012,2025-05-12_14-51-20,73.3917920589447,73.3917920589447,24793,cnl-brain9,155.198.99.250,73.3917920589447,1,0.12,0.30000000000000004,1.3,009d3_00012
13,2,0,0,2,0,0,44.760000000000936,,,1.0,0.0,0.0,1.0536834425646835,1.0536834425646835,1.0536834425646835,-0.00583629437713995,,,0.049999999999998934,0.049999999999998934,0.049999999999998934,1747057868,,False,1,009d3_00013,2025-05-12_14-51-08,62.11767363548279,62.11767363548279,24794,cnl-brain9,155.198.99.250,62.11767363548279,1,0.12,0.35000000000000003,1.3,009d3_00013
14,2,0,0,2,0,0,47.85000000000105,,,1.0,0.0,0.0,0.9465931772185522,0.9465931772185522,0.9465931772185522,-0.03557778160063396,,,0.049999999999998934,0.049999999999998934,0.049999999999998934,1747057884,,False,1,009d3_00014,2025-05-12_14-51-24,77.45883178710938,77.45883178710938,24795,cnl-brain9,155.198.99.250,77.45883178710938,1,0.12,0.4,1.3,009d3_00014
15,0,0,0,0,0,0,,,,0.75,0.75,0.75,,,,,,,,,,1747057886,,False,1,009d3_00015,2025-05-12_14-51-26,79.85621309280396,79.85621309280396,24796,cnl-brain9,155.198.99.250,79.85621309280396,1,0.12,0.2,1.4,009d3_00015
16,0,0,0,0,0,0,,,,0.75,0.75,0.75,,,,,,,,,,1747057880,,False,1,009d3_00016,2025-05-12_14-51-20,74.24056577682495,74.24056577682495,24797,cnl-brain9,155.198.99.250,74.24056577682495,1,0.12,0.25,1.4,009d3_00016
17,1,1,0,1,1,0,266.939999999999,331.61999999994015,,1.0,1.0,0.0,,1.1705883787155633,1.1705883787155633,-0.010442278499758206,0.026189969549249348,,,-0.05000000000000071,-0.05000000000000071,1747057883,,False,1,009d3_00017,2025-05-12_14-51-23,76.49696683883667,76.49696683883667,24798,cnl-brain9,155.198.99.250,76.49696683883667,1,0.12,0.30000000000000004,1.4,009d3_00017
18,2,0,0,1,0,0,46.68000000000101,,,1.0,0.0,0.0,1.0440124787287806,1.0440124787287806,1.0440124787287806,-0.044850271160063127,,,0.049999999999998934,0.049999999999998934,0.049999999999998934,1747057882,,False,1,009d3_00018,2025-05-12_14-51-22,75.58083534240723,75.58083534240723,24799,cnl-brain9,155.198.99.250,75.58083534240723,1,0.12,0.35000000000000003,1.4,009d3_00018
19,1,1,0,1,1,0,45.60000000000097,511.61999999977644,,1.0,1.0,0.0,0.9401702220540026,0.9401702220540026,0.8848833973531773,-0.011149193247153022,0.019352668962870023,,0.049999999999998934,0.049999999999998934,0.049999999999998934,1747057888,,False,1,009d3_00019,2025-05-12_14-51-28,81.55361557006836,81.55361557006836,24801,cnl-brain9,155.198.99.250,81.55361557006836,1,0.12,0.4,1.4,009d3_00019
20,0,0,0,0,0,0,,,,0.75,0.75,0.75,,,,,,,,,,1747057872,,False,1,009d3_00020,2025-05-12_14-51-12,65.80122137069702,65.80122137069702,24802,cnl-brain9,155.198.99.250,65.80122137069702,1,0.12,0.2,1.5,009d3_00020
21,0,0,0,0,0,0,,,,0.75,0.75,0.75,,,,,,,,,,1747057881,,False,1,009d3_00021,2025-05-12_14-51-21,74.51473307609558,74.51473307609558,24803,cnl-brain9,155.198.99.250,74.51473307609558,1,0.12,0.25,1.5,009d3_00021
22,0,0,0,0,0,0,,,,0.75,0.75,0.75,,,,,,,,,,1747057875,,False,1,009d3_00022,2025-05-12_14-51-15,68.76543998718262,68.76543998718262,24804,cnl-brain9,155.198.99.250,68.76543998718262,1,0.12,0.30000000000000004,1.5,009d3_00022
23,1,1,0,1,1,0,74.25000000000205,329.75999999994184,,1.0,1.0,0.0,1.2102900998617154,0.9948275153696087,0.9948275153696087,-0.027441639471762258,0.050616065993061454,,-0.05000000000000071,0.049999999999998934,0.049999999999998934,1747057880,,False,1,009d3_00023,2025-05-12_14-51-20,73.65310049057007,73.65310049057007,24805,cnl-brain9,155.198.99.250,73.65310049057007,1,0.12,0.35000000000000003,1.5,009d3_00023
24,1,1,0,1,1,0,79.80000000000226,303.44999999996577,,1.0,1.0,0.0,1.3540579973043563,1.2878178823811306,1.2878178823811306,-0.01458621394892523,0.024779462609526792,,-0.05000000000000071,-0.05000000000000071,-0.05000000000000071,1747057882,,False,1,009d3_00024,2025-05-12_14-51-22,75.16049408912659,75.16049408912659,24806,cnl-brain9,155.198.99.250,75.16049408912659,1,0.12,0.4,1.5,009d3_00024
25,0,1,1,0,1,1,,440.00999999984157,580.8299999997136,0.75,1.0,1.0,,1.0421893036318979,1.071929821444542,,0.021504429402803282,-0.011587820289006956,,-0.05000000000000071,-0.05000000000000071,1747057875,,False,1,009d3_00025,2025-05-12_14-51-15,68.6654646396637,68.6654646396637,24807,cnl-brain9,155.198.99.250,68.6654646396637,1,0.13,0.2,1.1,009d3_00025
26,1,0,0,1,0,0,52.17000000000122,,,1.0,0.75,0.0,0.9099571189967367,0.9099571189967367,0.9099571189967367,-0.010014844388017696,,,0.049999999999998934,0.049999999999998934,0.049999999999998934,1747057887,,False,1,009d3_00026,2025-05-12_14-51-27,80.62382864952087,80.62382864952087,24808,cnl-brain9,155.198.99.250,80.62382864952087,1,0.13,0.25,1.1,009d3_00026
27,2,0,0,2,0,0,47.880000000001054,,,1.0,0.0,0.0,0.9391761893794609,0.9391761893794609,0.9391761893794609,-0.035213549361343244,,,0.049999999999998934,0.049999999999998934,0.049999999999998934,1747057889,,False,1,009d3_00027,2025-05-12_14-51-29,82.77046418190002,82.77046418190002,24809,cnl-brain9,155.198.99.250,82.77046418190002,1,0.13,0.30000000000000004,1.1,009d3_00027
