,metric/num_BTSP_events_(single),metric/num_BTSP_events_(reverse),metric/num_BTSP_events_(back_and_forth),metric/num_BTSP_positions_(single),metric/num_BTSP_positions_(reverse),metric/num_BTSP_positions_(back_and_forth),metric/first_BTSP_time_(single),metric/first_BTSP_time_(reverse),metric/first_BTSP_time_(back_and_forth),metric/max_BTSP_ramp_(single),metric/max_BTSP_ramp_(reverse),metric/max_BTSP_ramp_(back_and_forth),metric/PC_weight_ratio_pre_post_(single),metric/PC_weight_ratio_pre_post_(reverse),metric/PC_weight_ratio_pre_post_(back_and_forth),metric/first_BTSP_relative_position_(single),metric/first_BTSP_relative_position_(reverse),metric/first_BTSP_relative_position_(back_and_forth),metric/PC_weight_peak_relative_position_(single),metric/PC_weight_peak_relative_position_(reverse),metric/PC_weight_peak_relative_position_(back_and_forth),timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/soma_regularization_alpha,config/soma_BTSP_lr_fact,config/inhibit_weight,logdir
43,1,0,0,1,0,0,69.93000000000188,,,1.0,0.0,0.5,0.9622304337024723,0.9622304337024723,0.9622304337024723,0.0011635455280245566,,,0.016666666666666385,0.016666666666666385,0.016666666666666385,1740567893,,False,1,68432_00043,2025-02-26_11-04-53,39.18385648727417,39.18385648727417,988876,cnl-brain9,155.198.99.250,39.18385648727417,1,0.5,125.0,3.0,68432_00043
44,0,0,0,0,0,0,,,,0.0,0.0,0.0,,,,,,,,,,1740567894,,False,1,68432_00044,2025-02-26_11-04-54,40.08022165298462,40.08022165298462,988875,cnl-brain9,155.198.99.250,40.08022165298462,1,0.5,125.0,5.0,68432_00044
45,8,6,9,1,1,1,40.47000000000077,281.9999999999853,568.9499999997244,4.5,3.0,4.75,1.0370595483898892,0.9703565657428342,0.8182909798604552,-0.009600962864667162,-0.021018751508127265,0.010427819616708023,0.016666666666666385,-0.0833333333333337,0.016666666666666385,1740567930,,False,1,68432_00045,2025-02-26_11-05-30,40.11904954910278,40.11904954910278,988430,cnl-brain9,155.198.99.250,40.11904954910278,1,0.5,150.0,0.8,68432_00045
46,1,3,9,1,1,1,36.24000000000061,285.8399999999818,568.7399999997245,2.25,2.25,2.25,1.2608005309942303,0.921921998346444,0.9841555831268193,0.021324584783117384,-0.006192111981650594,0.003443555178588742,0.016666666666666385,0.016666666666666385,0.016666666666666385,1740567928,,False,1,68432_00046,2025-02-26_11-05-28,38.45839190483093,38.45839190483093,988839,cnl-brain9,155.198.99.250,38.45839190483093,1,0.5,150.0,1.3,68432_00046
47,1,1,0,1,1,0,39.690000000000744,363.0299999999116,,1.75,1.5,0.0,0.9318283573951678,1.0314594121755085,1.0314594121755085,0.0205507886257712,0.01863881568059189,,0.11666666666666647,0.016666666666666385,0.016666666666666385,1740567928,,False,1,68432_00047,2025-02-26_11-05-28,38.814324617385864,38.814324617385864,988667,cnl-brain9,155.198.99.250,38.814324617385864,1,0.5,150.0,1.8,68432_00047
48,1,0,0,1,0,0,44.25000000000092,,,1.0,0.0,0.0,0.9490567347312701,0.9490567347312701,0.9490567347312701,-0.04453917211902714,,,0.4166666666666665,0.4166666666666665,0.4166666666666665,1740567929,,False,1,68432_00048,2025-02-26_11-05-29,38.82605028152466,38.82605028152466,988838,cnl-brain9,155.198.99.250,38.82605028152466,1,0.5,150.0,3.0,68432_00048
49,0,0,0,0,0,0,,,,0.0,0.0,0.0,,,,,,,,,,1740567930,,False,1,68432_00049,2025-02-26_11-05-30,40.0744092464447,40.0744092464447,988866,cnl-brain9,155.198.99.250,40.0744092464447,1,0.5,150.0,5.0,68432_00049
50,7,7,9,1,1,1,35.70000000000059,281.78999999998547,560.8199999997317,3.75,5.25,4.75,1.0739010967936298,0.9090765195789738,1.099928770295119,-0.04865363298199399,-0.0392264957411943,0.0361985488305443,0.11666666666666647,-0.0833333333333337,-0.0833333333333337,1740567930,,False,1,68432_00050,2025-02-26_11-05-30,39.56209993362427,39.56209993362427,988853,cnl-brain9,155.198.99.250,39.56209993362427,1,0.6000000000000001,50.0,0.8,68432_00050
51,4,4,1,1,1,1,34.65000000000055,310.2299999999596,773.9399999995379,2.25,2.5,1.75,0.9308649056426855,0.9096104524277276,0.9083991962890093,0.017984487868729415,-0.04966106402074599,0.009069292281065122,0.31666666666666643,0.016666666666666385,0.016666666666666385,1740567932,,False,1,68432_00051,2025-02-26_11-05-32,41.348082304000854,41.348082304000854,988607,cnl-brain9,155.198.99.250,41.348082304000854,1,0.6000000000000001,50.0,1.3,68432_00051
52,2,2,0,2,1,0,38.07000000000068,297.29999999997136,,1.5,1.25,0.5,0.9554698644465566,0.9044802133901872,0.9044802133901872,-0.08462503832880564,-0.039089833490179915,,0.11666666666666647,0.016666666666666385,0.016666666666666385,1740567930,,False,1,68432_00052,2025-02-26_11-05-30,39.34050464630127,39.34050464630127,988803,cnl-brain9,155.198.99.250,39.34050464630127,1,0.6000000000000001,50.0,1.8,68432_00052
53,1,0,1,1,0,1,71.82000000000195,,602.369999999694,1.0,0.75,1.0,1.0796907728422895,1.0796907728422895,1.0714604596424742,-0.023983451176960102,,0.0349755123171509,-0.0833333333333337,-0.0833333333333337,-0.0833333333333337,1740567932,,False,1,68432_00053,2025-02-26_11-05-32,40.89039373397827,40.89039373397827,988845,cnl-brain9,155.198.99.250,40.89039373397827,1,0.6000000000000001,50.0,3.0,68432_00053
54,0,0,0,0,0,0,,,,0.5,0.5,0.5,,,,,,,,,,1740567931,,False,1,68432_00054,2025-02-26_11-05-31,39.772552490234375,39.772552490234375,988848,cnl-brain9,155.198.99.250,39.772552490234375,1,0.6000000000000001,50.0,5.0,68432_00054
55,7,7,9,1,1,1,32.610000000000475,297.4499999999712,580.7399999997136,4.0,5.75,4.75,1.1292957237835946,0.9285641939179995,1.1511643410717622,-0.03678224106366468,-0.041499961162065,0.013827031072172424,0.11666666666666647,-0.0833333333333337,-0.18333333333333357,1740567931,,False,1,68432_00055,2025-02-26_11-05-31,40.23202657699585,40.23202657699585,988855,cnl-brain9,155.198.99.250,40.23202657699585,1,0.6000000000000001,75.0,0.8,68432_00055
56,4,2,2,1,1,1,35.220000000000574,333.14999999993876,701.3699999996039,2.0,1.5,1.75,1.1343289397240428,0.8535282599639354,0.9144996185666971,-0.003017726485373018,-0.01380853443847685,-0.005852003423308716,0.016666666666666385,0.016666666666666385,0.016666666666666385,1740567931,,False,1,68432_00056,2025-02-26_11-05-31,39.567968130111694,39.567968130111694,988865,cnl-brain9,155.198.99.250,39.567968130111694,1,0.6000000000000001,75.0,1.3,68432_00056
57,3,1,0,2,1,0,38.79000000000071,289.8899999999781,,1.5,1.25,0.0,1.0217993714645106,0.9118700814281566,0.9118700814281566,-0.11508927856277973,-0.03895609231591579,,0.11666666666666647,0.016666666666666385,0.016666666666666385,1740567933,,False,1,68432_00057,2025-02-26_11-05-33,41.63962912559509,41.63962912559509,988844,cnl-brain9,155.198.99.250,41.63962912559509,1,0.6000000000000001,75.0,1.8,68432_00057
58,1,1,0,1,1,0,37.14000000000065,315.56999999995475,,1.0,1.0,0.75,0.9950990556398371,0.9764595786952789,0.9764595786952789,-0.01889283914499784,0.02112376094206425,,0.11666666666666647,0.11666666666666647,0.11666666666666647,1740567930,,False,1,68432_00058,2025-02-26_11-05-30,37.97984838485718,37.97984838485718,988851,cnl-brain9,155.198.99.250,37.97984838485718,1,0.6000000000000001,75.0,3.0,68432_00058
59,0,0,0,0,0,0,,,,0.5,0.5,0.5,,,,,,,,,,1740567932,,False,1,68432_00059,2025-02-26_11-05-32,40.35309290885925,40.35309290885925,988858,cnl-brain9,155.198.99.250,40.35309290885925,1,0.6000000000000001,75.0,5.0,68432_00059
