,metric/num_BTSP_events,metric/num_BTSP_positions,metric/first_BTSP_time,metric/max_BTSP_ramp,metric/PC_weight_ratio_pre_post,metric/first_BTSP_relative_position,metric/PC_weight_peak_relative_position,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/soma_BTSP_lr,config/inhibit_input_filter_tau,config/inhibit_weight,logdir
0,1,1,136.2000000000044,1.0,0.9618930800123322,-0.0017214242287124648,0.049999999999998934,1747059380,,False,1,9b671_00000,2025-05-12_15-16-20,26.091655015945435,26.091655015945435,55614,cnl-brain9,155.198.99.250,26.091655015945435,1,0.12,0.2,1.1,9b671_00000
1,1,1,55.320000000001336,1.0,0.9662358398078459,-0.006481100897361536,0.049999999999998934,1747059377,,False,1,9b671_00001,2025-05-12_15-16-17,22.972781896591187,22.972781896591187,55615,cnl-brain9,155.198.99.250,22.972781896591187,1,0.12,0.25,1.1,9b671_00001
2,1,1,53.61000000000127,1.0,0.9567246402648767,-0.008726767416503911,0.049999999999998934,1747059376,,False,1,9b671_00002,2025-05-12_15-16-16,21.059128999710083,21.059128999710083,55616,cnl-brain9,155.198.99.250,21.059128999710083,1,0.12,0.30000000000000004,1.1,9b671_00002
3,1,1,56.310000000001374,1.25,0.9556150462841275,0.00408115901697359,0.049999999999998934,1747059378,,False,1,9b671_00003,2025-05-12_15-16-18,23.863455533981323,23.863455533981323,55617,cnl-brain9,155.198.99.250,23.863455533981323,1,0.12,0.35000000000000003,1.1,9b671_00003
4,1,1,56.76000000000139,1.25,0.9812548581789182,-0.008024385135947831,0.049999999999998934,1747059373,,False,1,9b671_00004,2025-05-12_15-16-13,18.08663010597229,18.08663010597229,55618,cnl-brain9,155.198.99.250,18.08663010597229,1,0.12,0.4,1.1,9b671_00004
5,0,0,,0.75,,,,1747059379,,False,1,9b671_00005,2025-05-12_15-16-19,23.804260969161987,23.804260969161987,55623,cnl-brain9,155.198.99.250,23.804260969161987,1,0.12,0.2,1.2,9b671_00005
6,1,1,94.35000000000281,1.0,0.9566955604680769,-0.007431881644834437,0.049999999999998934,1747059379,,False,1,9b671_00006,2025-05-12_15-16-19,24.09090781211853,24.09090781211853,55622,cnl-brain9,155.198.99.250,24.09090781211853,1,0.12,0.25,1.2,9b671_00006
7,1,1,56.52000000000138,1.0,0.9638412149314577,-0.0020629370980183026,0.049999999999998934,1747059379,,False,1,9b671_00007,2025-05-12_15-16-19,24.835878610610962,24.835878610610962,55621,cnl-brain9,155.198.99.250,24.835878610610962,1,0.12,0.30000000000000004,1.2,9b671_00007
8,1,1,55.08000000000133,1.25,0.963955667433047,-0.0061813623585895705,0.049999999999998934,1747059376,,False,1,9b671_00008,2025-05-12_15-16-16,21.252653121948242,21.252653121948242,55620,cnl-brain9,155.198.99.250,21.252653121948242,1,0.12,0.35000000000000003,1.2,9b671_00008
9,1,1,56.13000000000137,1.25,0.9526494255745948,-0.0008871768035891847,0.049999999999998934,1747059380,,False,1,9b671_00009,2025-05-12_15-16-20,25.650419235229492,25.650419235229492,55619,cnl-brain9,155.198.99.250,25.650419235229492,1,0.12,0.4,1.2,9b671_00009
