,metric/num_BTSP_events,metric/num_BTSP_positions,metric/first_BTSP_time,metric/max_BTSP_ramp,metric/PC_weight_ratio_pre_post,metric/first_BTSP_relative_position,metric/PC_weight_peak_relative_position,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/soma_BTSP_lr,config/inhibit_input_filter_tau,config/inhibit_weight,logdir
20,0,0,,0.5,,,,1746725524,,False,1,494fe_00020,2025-05-08_18-32-04,25.445393800735474,25.445393800735474,2717000,cnl-brain9,155.198.99.250,25.445393800735474,1,0.11,0.2,1.8,494fe_00020
21,0,0,,0.75,,,,1746725517,,False,1,494fe_00021,2025-05-08_18-31-57,18.41370987892151,18.41370987892151,2717001,cnl-brain9,155.198.99.250,18.41370987892151,1,0.11,0.3,1.8,494fe_00021
22,0,0,,0.75,,,,1746725519,,False,1,494fe_00022,2025-05-08_18-31-59,20.248717308044434,20.248717308044434,2717002,cnl-brain9,155.198.99.250,20.248717308044434,1,0.11,0.4,1.8,494fe_00022
23,1,1,117.8700000000037,1.0,1.0119978401937388,-0.021005812348667607,0.049999999999998934,1746725519,,False,1,494fe_00023,2025-05-08_18-31-59,20.432883262634277,20.432883262634277,2717003,cnl-brain9,155.198.99.250,20.432883262634277,1,0.11,0.5,1.8,494fe_00023
24,1,1,73.200000000002,1.0,0.9287910370327566,-0.002654132839118084,0.049999999999998934,1746725523,,False,1,494fe_00024,2025-05-08_18-32-03,23.758890390396118,23.758890390396118,2717004,cnl-brain9,155.198.99.250,23.758890390396118,1,0.11,0.6,1.8,494fe_00024
25,7,2,50.13000000000114,9.5,1.0803000078357852,0.006767679110467828,0.049999999999998934,1746725523,,False,1,494fe_00025,2025-05-08_18-32-03,24.4190354347229,24.4190354347229,2717005,cnl-brain9,155.198.99.250,24.4190354347229,1,0.13,0.2,0.6,494fe_00025
26,7,3,44.55000000000093,19.25,1.252180310323855,-0.0130148366119478,0.049999999999998934,1746725519,,False,1,494fe_00026,2025-05-08_18-31-59,19.69257879257202,19.69257879257202,2717007,cnl-brain9,155.198.99.250,19.69257879257202,1,0.13,0.3,0.6,494fe_00026
27,7,3,47.52000000000104,10.75,1.3788159792109715,-0.015229642577930136,0.049999999999998934,1746725520,,False,1,494fe_00027,2025-05-08_18-32-00,21.347572088241577,21.347572088241577,2717008,cnl-brain9,155.198.99.250,21.347572088241577,1,0.13,0.4,0.6,494fe_00027
28,7,3,43.35000000000088,27.0,1.1547114387945066,-0.04709625579865362,0.049999999999998934,1746725523,,False,1,494fe_00028,2025-05-08_18-32-03,23.64246654510498,23.64246654510498,2717009,cnl-brain9,155.198.99.250,23.64246654510498,1,0.13,0.5,0.6,494fe_00028
29,7,3,44.67000000000093,15.75,0.8303503722619008,-0.008709488422176559,0.14999999999999902,1746725522,,False,1,494fe_00029,2025-05-08_18-32-02,22.807361602783203,22.807361602783203,2717012,cnl-brain9,155.198.99.250,22.807361602783203,1,0.13,0.6,0.6,494fe_00029
30,2,1,154.9500000000051,1.0,1.0807513667882624,-0.032649710659458986,-0.05000000000000071,1746725523,,False,1,494fe_00030,2025-05-08_18-32-03,23.744587182998657,23.744587182998657,2717014,cnl-brain9,155.198.99.250,23.744587182998657,1,0.13,0.2,0.8,494fe_00030
31,3,1,55.290000000001335,1.25,0.8845129321150029,-0.017486724630971562,0.049999999999998934,1746725522,,False,1,494fe_00031,2025-05-08_18-32-02,22.900752782821655,22.900752782821655,2717015,cnl-brain9,155.198.99.250,22.900752782821655,1,0.13,0.3,0.8,494fe_00031
32,3,1,44.04000000000091,1.5,1.0004385874224393,-0.05970640583896447,0.049999999999998934,1746725521,,False,1,494fe_00032,2025-05-08_18-32-01,21.704285860061646,21.704285860061646,2717018,cnl-brain9,155.198.99.250,21.704285860061646,1,0.13,0.4,0.8,494fe_00032
33,7,2,47.82000000000105,7.75,1.2419514121935746,-0.0482637147769327,0.049999999999998934,1746725519,,False,1,494fe_00033,2025-05-08_18-31-59,19.616633892059326,19.616633892059326,2717019,cnl-brain9,155.198.99.250,19.616633892059326,1,0.13,0.5,0.8,494fe_00033
34,4,2,47.340000000001034,2.5,0.9874750834821692,-0.061687334367153124,0.049999999999998934,1746725520,,False,1,494fe_00034,2025-05-08_18-32-00,20.90073537826538,20.90073537826538,2717020,cnl-brain9,155.198.99.250,20.90073537826538,1,0.13,0.6,0.8,494fe_00034
35,1,1,47.910000000001055,1.0,1.3687683635561665,-0.010527078008965685,-0.05000000000000071,1746725519,,False,1,494fe_00035,2025-05-08_18-31-59,19.69217538833618,19.69217538833618,2717021,cnl-brain9,155.198.99.250,19.69217538833618,1,0.13,0.2,1.0,494fe_00035
36,1,1,41.580000000000815,1.0,1.2341215599575295,-0.028482977133504228,-0.05000000000000071,1746725522,,False,1,494fe_00036,2025-05-08_18-32-02,23.349515914916992,23.349515914916992,2717022,cnl-brain9,155.198.99.250,23.349515914916992,1,0.13,0.3,1.0,494fe_00036
37,2,1,46.050000000000985,1.25,1.3998151114734685,-0.014829091552878815,-0.05000000000000071,1746725527,,False,1,494fe_00037,2025-05-08_18-32-07,27.90051794052124,27.90051794052124,2717023,cnl-brain9,155.198.99.250,27.90051794052124,1,0.13,0.4,1.0,494fe_00037
38,2,1,44.34000000000092,1.25,0.9201731429110992,-0.015144394519893023,0.049999999999998934,1746725519,,False,1,494fe_00038,2025-05-08_18-31-59,19.750676155090332,19.750676155090332,2717024,cnl-brain9,155.198.99.250,19.750676155090332,1,0.13,0.5,1.0,494fe_00038
39,4,1,43.920000000000904,1.5,1.2956757551249247,-0.03808190397810174,-0.05000000000000071,1746725517,,False,1,494fe_00039,2025-05-08_18-31-57,17.987624883651733,17.987624883651733,2717025,cnl-brain9,155.198.99.250,17.987624883651733,1,0.13,0.6,1.0,494fe_00039
40,0,0,,0.75,,,,1746725524,,False,1,494fe_00040,2025-05-08_18-32-04,24.76106595993042,24.76106595993042,2717026,cnl-brain9,155.198.99.250,24.76106595993042,1,0.13,0.2,1.2,494fe_00040
41,1,1,43.950000000000905,1.0,0.9620007775591151,0.010854989312009788,0.049999999999998934,1746725521,,False,1,494fe_00041,2025-05-08_18-32-01,22.15199613571167,22.15199613571167,2717027,cnl-brain9,155.198.99.250,22.15199613571167,1,0.13,0.3,1.2,494fe_00041
42,2,2,51.12000000000118,1.25,1.2271522815102984,-0.04167469376488331,-0.05000000000000071,1746725522,,False,1,494fe_00042,2025-05-08_18-32-02,22.72286033630371,22.72286033630371,2717028,cnl-brain9,155.198.99.250,22.72286033630371,1,0.13,0.4,1.2,494fe_00042
43,2,1,43.710000000000896,1.5,0.912892919523824,-0.0014145437843495756,0.049999999999998934,1746725520,,False,1,494fe_00043,2025-05-08_18-32-00,20.628053188323975,20.628053188323975,2717030,cnl-brain9,155.198.99.250,20.628053188323975,1,0.13,0.5,1.2,494fe_00043
44,2,1,48.150000000001064,1.5,1.231093177147615,-0.04824722732631992,-0.05000000000000071,1746725526,,False,1,494fe_00044,2025-05-08_18-32-06,26.396990060806274,26.396990060806274,2717033,cnl-brain9,155.198.99.250,26.396990060806274,1,0.13,0.6,1.2,494fe_00044
45,0,0,,0.5,,,,1746725519,,False,1,494fe_00045,2025-05-08_18-31-59,19.61713671684265,19.61713671684265,2717036,cnl-brain9,155.198.99.250,19.61713671684265,1,0.13,0.2,1.8,494fe_00045
46,0,0,,0.75,,,,1746725518,,False,1,494fe_00046,2025-05-08_18-31-58,18.68474769592285,18.68474769592285,2717039,cnl-brain9,155.198.99.250,18.68474769592285,1,0.13,0.3,1.8,494fe_00046
