,metric/num_BTSP_events_(single),metric/num_BTSP_positions_(single),metric/first_BTSP_time_(single),metric/first_BTSP_relative_position_(single),metric/max_BTSP_ramp_(single),metric/PC_weight_peak_relative_position_(single),metric/PC_weight_FWHM_(single),metric/PC_weight_ratio_pre_post_(single),metric/num_BTSP_events_(reverse),metric/num_BTSP_positions_(reverse),metric/first_BTSP_time_(reverse),metric/first_BTSP_relative_position_(reverse),metric/max_BTSP_ramp_(reverse),metric/PC_weight_peak_relative_position_(reverse),metric/PC_weight_FWHM_(reverse),metric/PC_weight_ratio_pre_post_(reverse),metric/num_BTSP_events_(back_and_forth),metric/num_BTSP_positions_(back_and_forth),metric/first_BTSP_time_(back_and_forth),metric/first_BTSP_relative_position_(back_and_forth),metric/max_BTSP_ramp_(back_and_forth),metric/PC_weight_peak_relative_position_(back_and_forth),metric/PC_weight_FWHM_(back_and_forth),metric/PC_weight_ratio_pre_post_(back_and_forth),timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/soma_BTSP_lr,config/inhibit_input_filter_tau,config/inhibit_weight,logdir
33,2.0,2.0,55.020000000001325,-0.003551784650840606,1.5,-0.049999999999998934,0.6316979605970787,1.3419053461489727,0.0,0.0,,,0.0,-0.049999999999998934,0.6316979605970787,1.3419053461489727,0.0,0.0,,,0.0,-0.049999999999998934,0.6316979605970787,1.3419053461489727,1748700687,,False,1,f444b_00033,2025-05-31_15-11-27,76.45668649673462,76.45668649673462,1539335,cnl-brain9,155.198.99.250,76.45668649673462,1,0.15,0.35000000000000003,0.9,f444b_00033
34,2.0,1.0,56.01000000000136,0.01012124378125856,1.5,-0.049999999999998934,0.6458674627127494,1.32503682079604,0.0,0.0,,,0.0,-0.049999999999998934,0.6458674627127494,1.32503682079604,0.0,0.0,,,0.0,-0.049999999999998934,0.6458674627127494,1.32503682079604,1748700690,,False,1,f444b_00034,2025-05-31_15-11-30,79.72643113136292,79.72643113136292,1539336,cnl-brain9,155.198.99.250,79.72643113136292,1,0.15,0.4,0.9,f444b_00034
35,1.0,1.0,95.10000000000284,-0.0005821147148807881,1.0,-0.049999999999998934,0.6413961468088356,1.2126627238676593,0.0,0.0,,,0.0,-0.049999999999998934,0.6413961468088356,1.2126627238676593,0.0,0.0,,,0.0,-0.049999999999998934,0.6413961468088356,1.2126627238676593,1748700681,,False,1,f444b_00035,2025-05-31_15-11-21,69.42403888702393,69.42403888702393,1539337,cnl-brain9,155.198.99.250,69.42403888702393,1,0.15,0.2,1.0,f444b_00035
36,1.0,1.0,55.560000000001345,0.0067791762112805465,1.0,-0.049999999999998934,0.6523156780367834,1.1486754056401165,0.0,0.0,,,0.0,-0.049999999999998934,0.6523156780367834,1.1486754056401165,0.0,0.0,,,0.0,-0.049999999999998934,0.6523156780367834,1.1486754056401165,1748700684,,False,1,f444b_00036,2025-05-31_15-11-24,72.86157274246216,72.86157274246216,1539338,cnl-brain9,155.198.99.250,72.86157274246216,1,0.15,0.25,1.0,f444b_00036
37,1.0,1.0,56.100000000001366,0.013200478433876839,1.0,-0.049999999999998934,0.7182993984938721,1.136427869059089,0.0,0.0,,,0.0,-0.049999999999998934,0.7182993984938721,1.136427869059089,0.0,0.0,,,0.5,-0.049999999999998934,0.7182993984938721,1.136427869059089,1748700693,,False,1,f444b_00037,2025-05-31_15-11-33,81.61485958099365,81.61485958099365,1539339,cnl-brain9,155.198.99.250,81.61485958099365,1,0.15,0.30000000000000004,1.0,f444b_00037
38,1.0,1.0,55.98000000000136,0.0010099524653246483,1.25,-0.049999999999998934,0.6177034533623549,1.174813837261178,0.0,0.0,,,0.75,-0.049999999999998934,0.6177034533623549,1.174813837261178,0.0,0.0,,,0.75,-0.049999999999998934,0.6177034533623549,1.174813837261178,1748700694,,False,1,f444b_00038,2025-05-31_15-11-34,83.45663857460022,83.45663857460022,1539340,cnl-brain9,155.198.99.250,83.45663857460022,1,0.15,0.35000000000000003,1.0,f444b_00038
39,1.0,1.0,56.310000000001374,-0.0007141747357821693,1.5,-0.049999999999998934,0.6415962911286353,1.1822882300989601,1.0,1.0,309.17999999996056,-0.009235870611534303,1.0,-0.049999999999998934,0.6373520567346458,1.0407023553830046,0.0,0.0,,,0.0,-0.049999999999998934,0.6373520567346458,1.0407023553830046,1748700688,,False,1,f444b_00039,2025-05-31_15-11-28,77.33568835258484,77.33568835258484,1539341,cnl-brain9,155.198.99.250,77.33568835258484,1,0.15,0.4,1.0,f444b_00039
40,0.0,0.0,,,0.75,,0.0,,1.0,1.0,352.649999999921,0.0036706781043069903,1.0,0.05000000000000071,0.640137046849103,0.8313270332454618,0.0,0.0,,,0.0,0.05000000000000071,0.640137046849103,0.8313270332454618,1748700697,,False,1,f444b_00040,2025-05-31_15-11-37,85.4374520778656,85.4374520778656,1539342,cnl-brain9,155.198.99.250,85.4374520778656,1,0.15,0.2,1.1,f444b_00040
41,1.0,1.0,54.780000000001316,0.0031725059029374947,1.0,-0.049999999999998934,0.6796976935284684,1.1957721153696554,0.0,0.0,,,0.0,-0.049999999999998934,0.6796976935284684,1.1957721153696554,0.0,0.0,,,0.0,-0.049999999999998934,0.6796976935284684,1.1957721153696554,1748700697,,False,1,f444b_00041,2025-05-31_15-11-37,85.72329258918762,85.72329258918762,1539343,cnl-brain9,155.198.99.250,85.72329258918762,1,0.15,0.25,1.1,f444b_00041
42,1.0,1.0,57.0300000000014,-0.0013911104986021883,1.0,-0.049999999999998934,0.612054746879577,1.1980492155809876,0.0,0.0,,,0.0,-0.049999999999998934,0.612054746879577,1.1980492155809876,0.0,0.0,,,0.0,-0.049999999999998934,0.612054746879577,1.1980492155809876,1748700705,,False,1,f444b_00042,2025-05-31_15-11-45,93.5344386100769,93.5344386100769,1539344,cnl-brain9,155.198.99.250,93.5344386100769,1,0.15,0.30000000000000004,1.1,f444b_00042
43,1.0,1.0,54.03000000000129,0.002250459214286682,1.25,-0.049999999999998934,0.6557053128354338,1.1642679732023846,0.0,0.0,,,0.0,-0.049999999999998934,0.6557053128354338,1.1642679732023846,0.0,0.0,,,0.0,-0.049999999999998934,0.6557053128354338,1.1642679732023846,1748700687,,False,1,f444b_00043,2025-05-31_15-11-27,76.48729038238525,76.48729038238525,1539346,cnl-brain9,155.198.99.250,76.48729038238525,1,0.15,0.35000000000000003,1.1,f444b_00043
44,1.0,1.0,54.93000000000132,0.0036779394561037293,1.5,-0.049999999999998934,0.6587028216301665,1.1934569164945887,0.0,0.0,,,0.75,-0.049999999999998934,0.6587028216301665,1.1934569164945887,0.0,0.0,,,0.75,-0.049999999999998934,0.6587028216301665,1.1934569164945887,1748700692,,False,1,f444b_00044,2025-05-31_15-11-32,80.88358569145203,80.88358569145203,1539347,cnl-brain9,155.198.99.250,80.88358569145203,1,0.15,0.4,1.1,f444b_00044
45,0.0,0.0,,,0.75,,0.0,,0.0,0.0,,,0.75,,0.0,,0.0,0.0,,,0.75,,0.0,,1748700690,,False,1,f444b_00045,2025-05-31_15-11-30,78.8480544090271,78.8480544090271,1539349,cnl-brain9,155.198.99.250,78.8480544090271,1,0.15,0.2,1.2,f444b_00045
46,1.0,1.0,54.09000000000129,0.00450437200060394,1.0,-0.049999999999998934,0.6858663036546693,1.1892323131804048,0.0,0.0,,,0.0,-0.049999999999998934,0.6858663036546693,1.1892323131804048,0.0,0.0,,,0.0,-0.049999999999998934,0.6858663036546693,1.1892323131804048,1748700694,,False,1,f444b_00046,2025-05-31_15-11-34,82.93742346763611,82.93742346763611,1539351,cnl-brain9,155.198.99.250,82.93742346763611,1,0.15,0.25,1.2,f444b_00046
47,1.0,1.0,55.14000000000133,0.0062900719277818595,1.0,-0.049999999999998934,0.6413678081098433,1.1693649221367624,0.0,0.0,,,0.0,-0.049999999999998934,0.6413678081098433,1.1693649221367624,0.0,0.0,,,0.0,-0.049999999999998934,0.6413678081098433,1.1693649221367624,1748700695,,False,1,f444b_00047,2025-05-31_15-11-35,84.38375163078308,84.38375163078308,1539353,cnl-brain9,155.198.99.250,84.38375163078308,1,0.15,0.30000000000000004,1.2,f444b_00047
