,metric/num_BTSP_events_(single),metric/num_BTSP_events_(reverse),metric/num_BTSP_events_(back_and_forth),metric/num_BTSP_positions_(single),metric/num_BTSP_positions_(reverse),metric/num_BTSP_positions_(back_and_forth),metric/first_BTSP_time_(single),metric/first_BTSP_time_(reverse),metric/first_BTSP_time_(back_and_forth),metric/max_BTSP_ramp_(single),metric/max_BTSP_ramp_(reverse),metric/max_BTSP_ramp_(back_and_forth),metric/PC_weight_ratio_pre_post_(single),metric/PC_weight_ratio_pre_post_(reverse),metric/PC_weight_ratio_pre_post_(back_and_forth),metric/first_BTSP_relative_position_(single),metric/first_BTSP_relative_position_(reverse),metric/first_BTSP_relative_position_(back_and_forth),metric/PC_weight_peak_relative_position_(single),metric/PC_weight_peak_relative_position_(reverse),metric/PC_weight_peak_relative_position_(back_and_forth),timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/soma_BTSP_lr,config/inhibit_input_filter_tau,config/inhibit_weight,logdir
10,2,0,0,2,0,0,79.77000000000226,,,1.0,0.0,0.0,1.4054377821475934,1.4054377821475934,1.4054377821475934,-0.02062923596691979,,,-0.05000000000000071,-0.05000000000000071,-0.05000000000000071,1746725717,,False,1,a232c_00010,2025-05-08_18-35-17,69.99213027954102,69.99213027954102,2731105,cnl-brain9,155.198.99.250,69.99213027954102,1,0.11,0.2,1.0,a232c_00010
11,2,0,0,1,0,0,50.85000000000117,,,1.0,0.75,0.75,0.9727969834826251,0.9727969834826251,0.9727969834826251,-0.02360488360297719,,,0.049999999999998934,0.049999999999998934,0.049999999999998934,1746725725,,False,1,a232c_00011,2025-05-08_18-35-25,78.4201385974884,78.4201385974884,2731110,cnl-brain9,155.198.99.250,78.4201385974884,1,0.11,0.3,1.0,a232c_00011
12,2,2,8,1,1,3,42.900000000000865,388.8299999998881,608.4899999996884,1.5,1.25,20.0,0.9802484552666365,0.91464457700519,0.9318575448323058,0.002728229712049668,0.015519194084463006,0.02308049373458365,0.049999999999998934,0.049999999999998934,0.049999999999998934,1746725718,,False,1,a232c_00012,2025-05-08_18-35-18,70.74479126930237,70.74479126930237,2731111,cnl-brain9,155.198.99.250,70.74479126930237,1,0.11,0.4,1.0,a232c_00012
13,4,6,9,2,2,3,66.54000000000175,323.5499999999475,574.6799999997191,1.75,22.5,31.75,1.4102432000779863,1.3437288368859743,1.0203290841253476,-0.05342960086755122,-0.01194719196397509,0.12454474695756534,-0.05000000000000071,-0.1500000000000008,-0.1500000000000008,1746725723,,False,1,a232c_00013,2025-05-08_18-35-23,75.97671127319336,75.97671127319336,2731112,cnl-brain9,155.198.99.250,75.97671127319336,1,0.11,0.5,1.0,a232c_00013
14,3,7,9,2,3,3,50.58000000000116,296.2799999999723,610.6799999996864,1.5,13.75,37.5,0.9815182831314674,0.8575813466436202,0.9775092805462519,-0.05188782955332183,0.009542503960210169,0.14581768840211407,0.049999999999998934,-0.05000000000000071,0.049999999999998934,1746725723,,False,1,a232c_00014,2025-05-08_18-35-23,76.26695084571838,76.26695084571838,2731113,cnl-brain9,155.198.99.250,76.26695084571838,1,0.11,0.6,1.0,a232c_00014
15,0,0,1,0,0,1,,,760.5899999995501,0.75,0.75,1.0,,,0.9004548296024036,,,-0.004165759921471501,,,0.049999999999998934,1746725714,,False,1,a232c_00015,2025-05-08_18-35-14,66.21195244789124,66.21195244789124,2731114,cnl-brain9,155.198.99.250,66.21195244789124,1,0.11,0.2,1.2,a232c_00015
16,1,1,0,1,1,0,190.02000000000643,331.82999999993996,,1.0,1.0,0.0,0.970656037727018,0.902813896025329,0.902813896025329,0.008267605648539789,0.013753564841608501,,0.049999999999998934,0.049999999999998934,0.049999999999998934,1746725728,,False,1,a232c_00016,2025-05-08_18-35-28,80.4170789718628,80.4170789718628,2731115,cnl-brain9,155.198.99.250,80.4170789718628,1,0.11,0.3,1.2,a232c_00016
17,2,0,0,1,0,0,40.92000000000079,,,1.25,0.75,0.75,0.9462034588895356,0.9462034588895356,0.9462034588895356,-0.037360362618873655,,,0.049999999999998934,0.049999999999998934,0.049999999999998934,1746725728,,False,1,a232c_00017,2025-05-08_18-35-28,80.99941802024841,80.99941802024841,2731116,cnl-brain9,155.198.99.250,80.99941802024841,1,0.11,0.4,1.2,a232c_00017
18,2,1,0,2,1,0,85.56000000000247,450.89999999983166,,1.5,1.0,0.0,0.9809238802529427,0.9453990329971516,0.9453990329971516,-0.042955568692955026,0.024397925162498613,,0.049999999999998934,0.049999999999998934,0.049999999999998934,1746725719,,False,1,a232c_00018,2025-05-08_18-35-19,72.09405493736267,72.09405493736267,2731117,cnl-brain9,155.198.99.250,72.09405493736267,1,0.11,0.5,1.2,a232c_00018
19,2,1,0,2,1,0,45.300000000000956,485.42999999980026,,1.75,1.0,0.0,0.9073261764971111,0.8555553476481926,0.8555553476481926,-0.058780867465741515,0.030563141375682612,,0.049999999999998934,0.049999999999998934,0.049999999999998934,1746725729,,False,1,a232c_00019,2025-05-08_18-35-29,82.04507637023926,82.04507637023926,2731118,cnl-brain9,155.198.99.250,82.04507637023926,1,0.11,0.6,1.2,a232c_00019
20,0,0,0,0,0,0,,,,0.5,0.5,0.5,,,,,,,,,,1746725725,,False,1,a232c_00020,2025-05-08_18-35-25,77.70511317253113,77.70511317253113,2731119,cnl-brain9,155.198.99.250,77.70511317253113,1,0.11,0.2,1.8,a232c_00020
21,0,0,0,0,0,0,,,,0.75,0.75,0.75,,,,,,,,,,1746725725,,False,1,a232c_00021,2025-05-08_18-35-25,77.86573243141174,77.86573243141174,2731120,cnl-brain9,155.198.99.250,77.86573243141174,1,0.11,0.3,1.8,a232c_00021
22,0,0,1,0,0,1,,,698.3999999996066,0.75,0.75,1.0,,,1.0032097084468659,,,0.0019254373603074804,,,-0.05000000000000071,1746725734,,False,1,a232c_00022,2025-05-08_18-35-34,86.56826043128967,86.56826043128967,2731121,cnl-brain9,155.198.99.250,86.56826043128967,1,0.11,0.4,1.8,a232c_00022
23,2,0,0,1,0,0,121.89000000000385,,,1.0,0.0,0.0,1.12709071977196,1.12709071977196,1.12709071977196,-0.027924121300974214,,,-0.05000000000000071,-0.05000000000000071,-0.05000000000000071,1746725725,,False,1,a232c_00023,2025-05-08_18-35-25,78.30194211006165,78.30194211006165,2731122,cnl-brain9,155.198.99.250,78.30194211006165,1,0.11,0.5,1.8,a232c_00023
24,1,1,0,1,1,0,82.59000000000236,288.1499999999797,,1.0,1.25,0.0,1.0283526323554852,0.945645526151598,0.945645526151598,0.012289986004590414,0.00849987725061041,,0.049999999999998934,0.049999999999998934,0.049999999999998934,1746725723,,False,1,a232c_00024,2025-05-08_18-35-23,76.07775163650513,76.07775163650513,2731123,cnl-brain9,155.198.99.250,76.07775163650513,1,0.11,0.6,1.8,a232c_00024
25,6,7,9,2,2,4,50.46000000000115,278.9099999999881,561.9899999997307,16.25,26.0,39.25,0.9625182342263815,0.81160113038898,1.062507906603324,-0.06127273384486065,-0.09154276782457904,0.2134878411280452,0.049999999999998934,-0.05000000000000071,-0.350000000000001,1746725729,,False,1,a232c_00025,2025-05-08_18-35-29,81.29750108718872,81.29750108718872,2731124,cnl-brain9,155.198.99.250,81.29750108718872,1,0.13,0.2,0.6,a232c_00025
26,7,7,9,3,2,3,44.730000000000935,309.74999999996004,588.9899999997061,7.5,23.25,58.75,1.1829279490411864,0.7654610415946906,0.9758729687599842,-0.021465333173182888,-0.12138591627760364,0.3055403151135234,0.049999999999998934,0.049999999999998934,0.049999999999998934,1746725719,,False,1,a232c_00026,2025-05-08_18-35-19,71.87446236610413,71.87446236610413,2731125,cnl-brain9,155.198.99.250,71.87446236610413,1,0.13,0.3,0.6,a232c_00026
27,7,7,9,3,2,3,48.39000000000107,298.76999999997,588.089999999707,19.5,24.75,45.25,0.9028127627064073,1.103073732457625,0.9942134467660614,-0.015855638338915234,-0.09113463361216656,0.353867861914404,0.14999999999999902,-0.05000000000000071,-0.05000000000000071,1746725731,,False,1,a232c_00027,2025-05-08_18-35-31,83.78314566612244,83.78314566612244,2731126,cnl-brain9,155.198.99.250,83.78314566612244,1,0.13,0.4,0.6,a232c_00027
