,metric/num_BTSP_events_(single),metric/num_BTSP_positions_(single),metric/first_BTSP_time_(single),metric/first_BTSP_relative_position_(single),metric/max_BTSP_ramp_(single),metric/PC_weight_peak_relative_position_(single),metric/PC_weight_width_(single),metric/PC_weight_ratio_pre_post_(single),metric/num_BTSP_events_(reverse),metric/num_BTSP_positions_(reverse),metric/first_BTSP_time_(reverse),metric/first_BTSP_relative_position_(reverse),metric/max_BTSP_ramp_(reverse),metric/PC_weight_peak_relative_position_(reverse),metric/PC_weight_width_(reverse),metric/PC_weight_ratio_pre_post_(reverse),metric/num_BTSP_events_(back_and_forth),metric/num_BTSP_positions_(back_and_forth),metric/first_BTSP_time_(back_and_forth),metric/first_BTSP_relative_position_(back_and_forth),metric/max_BTSP_ramp_(back_and_forth),metric/PC_weight_peak_relative_position_(back_and_forth),metric/PC_weight_width_(back_and_forth),metric/PC_weight_ratio_pre_post_(back_and_forth),timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/somatic_BTSP_lr,config/inhibitory_input_filter_tau,config/inhibitory_weight,logdir
10,1.0,1.0,43.7400000000009,0.02126401662555777,1.0,-0.049999999999998934,0.5073235636260844,1.0801521192356323,1.0,1.0,416.27999999986315,-0.009482344562458778,1.0,-0.049999999999998934,0.7084010972924264,0.9669019602233162,0.0,0.0,,,0.0,-0.049999999999998934,0.7084010972924264,0.9669019602233162,1759203829,,False,1,8b00c_00010,2025-09-30_04-43-49,53.8107168674469,53.8107168674469,4050758,cnl-brain9,155.198.99.250,53.8107168674469,1,0.12,0.2,1.0,8b00c_00010
11,2.0,1.0,82.71000000000237,0.017306953913463374,1.0,0.05000000000000071,0.8239943760859432,1.0801037496764916,0.0,0.0,,,0.5,0.05000000000000071,0.8239943760859432,1.0801037496764916,0.0,0.0,,,0.5,0.05000000000000071,0.8239943760859432,1.0801037496764916,1759203825,,False,1,8b00c_00011,2025-09-30_04-43-45,49.71040487289429,49.71040487289429,4050759,cnl-brain9,155.198.99.250,49.71040487289429,1,0.12,0.25,1.0,8b00c_00011
12,2.0,2.0,53.82000000000128,0.048885497189167015,1.25,-0.049999999999998934,0.9422813819325713,1.0884251722874416,0.0,0.0,,,0.5,-0.049999999999998934,0.9422813819325713,1.0884251722874416,0.0,0.0,,,0.5,-0.049999999999998934,0.9422813819325713,1.0884251722874416,1759203828,,False,1,8b00c_00012,2025-09-30_04-43-48,53.17018795013428,53.17018795013428,4050760,cnl-brain9,155.198.99.250,53.17018795013428,1,0.12,0.30000000000000004,1.0,8b00c_00012
13,2.0,1.0,64.41000000000167,0.04194407646630616,1.25,-0.049999999999998934,0.7769721095526756,1.0915021172123558,0.0,0.0,,,0.75,-0.049999999999998934,0.7769721095526756,1.0915021172123558,0.0,0.0,,,0.5,-0.049999999999998934,0.7769721095526756,1.0915021172123558,1759203827,,False,1,8b00c_00013,2025-09-30_04-43-47,51.96690225601196,51.96690225601196,4050761,cnl-brain9,155.198.99.250,51.96690225601196,1,0.12,0.35000000000000003,1.0,8b00c_00013
14,2.0,2.0,45.510000000000964,0.03707246995727154,1.5,-0.049999999999998934,0.4641330570415949,1.46548705587135,1.0,1.0,308.9999999999607,-0.030348845136430658,1.0,-0.049999999999998934,0.5465397341585709,1.3404032576209732,0.0,0.0,,,0.75,-0.049999999999998934,0.5465397341585709,1.3404032576209732,1759203826,,False,1,8b00c_00014,2025-09-30_04-43-46,50.73518443107605,50.73518443107605,4050762,cnl-brain9,155.198.99.250,50.73518443107605,1,0.12,0.4,1.0,8b00c_00014
15,0.0,0.0,,,0.75,,0.0,,1.0,1.0,287.4899999999803,0.0006259916635560359,1.0,0.05000000000000071,0.8240489029852891,0.8964077637547472,1.0,1.0,664.4699999996375,-0.017398009821350868,1.0,-0.049999999999998934,0.7345190526385221,0.7275656561398224,1759203824,,False,1,8b00c_00015,2025-09-30_04-43-44,49.04187798500061,49.04187798500061,4050763,cnl-brain9,155.198.99.250,49.04187798500061,1,0.12,0.2,1.1,8b00c_00015
16,1.0,1.0,49.980000000001134,0.01021413987408204,1.0,-0.049999999999998934,0.5321858504993822,1.1889478125047372,1.0,1.0,370.07999999990517,-0.027026703236420424,1.0,-0.049999999999998934,0.6839461478626498,1.039584625471855,0.0,0.0,,,0.0,-0.049999999999998934,0.6839461478626498,1.039584625471855,1759203828,,False,1,8b00c_00016,2025-09-30_04-43-48,52.91753578186035,52.91753578186035,4050764,cnl-brain9,155.198.99.250,52.91753578186035,1,0.12,0.25,1.1,8b00c_00016
17,2.0,1.0,48.27000000000107,0.024896763062067784,1.0,0.05000000000000071,0.6286510807318502,1.2516458995835587,0.0,0.0,,,0.0,0.05000000000000071,0.6286510807318502,1.2516458995835587,0.0,0.0,,,0.0,0.05000000000000071,0.6286510807318502,1.2516458995835587,1759203830,,False,1,8b00c_00017,2025-09-30_04-43-50,54.98582100868225,54.98582100868225,4050765,cnl-brain9,155.198.99.250,54.98582100868225,1,0.12,0.30000000000000004,1.1,8b00c_00017
18,2.0,1.0,46.860000000001016,0.037174446460336075,1.25,-0.049999999999998934,0.9997595896668163,1.0686745972400096,0.0,0.0,,,0.5,-0.049999999999998934,0.9997595896668163,1.0686745972400096,0.0,0.0,,,0.5,-0.049999999999998934,0.9997595896668163,1.0686745972400096,1759203825,,False,1,8b00c_00018,2025-09-30_04-43-45,50.108625650405884,50.108625650405884,4050766,cnl-brain9,155.198.99.250,50.108625650405884,1,0.12,0.35000000000000003,1.1,8b00c_00018
19,2.0,1.0,54.69000000000131,0.007662673129339215,1.5,-0.049999999999998934,0.7257817994830504,1.2471564073110906,0.0,0.0,,,0.0,-0.049999999999998934,0.7257817994830504,1.2471564073110906,0.0,0.0,,,0.75,-0.049999999999998934,0.7257817994830504,1.2471564073110906,1759203828,,False,1,8b00c_00019,2025-09-30_04-43-48,53.33486223220825,53.33486223220825,4050767,cnl-brain9,155.198.99.250,53.33486223220825,1,0.12,0.4,1.1,8b00c_00019
20,0.0,0.0,,,0.75,,0.0,,0.0,0.0,,,0.75,,0.0,,0.0,0.0,,,0.75,,0.0,,1759203828,,False,1,8b00c_00020,2025-09-30_04-43-48,53.32378840446472,53.32378840446472,4050768,cnl-brain9,155.198.99.250,53.32378840446472,1,0.12,0.2,1.2,8b00c_00020
21,1.0,1.0,116.94000000000366,-1.9073838287475553e-05,1.0,-0.049999999999998934,0.3593374277110475,1.0964104275194375,0.0,0.0,,,0.75,-0.049999999999998934,0.3593374277110475,1.0964104275194375,0.0,0.0,,,0.75,-0.049999999999998934,0.3593374277110475,1.0964104275194375,1759203830,,False,1,8b00c_00021,2025-09-30_04-43-50,54.85802865028381,54.85802865028381,4050769,cnl-brain9,155.198.99.250,54.85802865028381,1,0.12,0.25,1.2,8b00c_00021
22,2.0,1.0,83.79000000000241,0.032149287751668254,1.0,-0.14999999999999902,0.6596321101330762,0.8780427578022105,0.0,0.0,,,0.0,0.05000000000000071,0.7408455381015613,1.1266283851737369,0.0,0.0,,,0.0,0.05000000000000071,0.7408455381015613,1.1266283851737369,1759203828,,False,1,8b00c_00022,2025-09-30_04-43-48,53.44894528388977,53.44894528388977,4050770,cnl-brain9,155.198.99.250,53.44894528388977,1,0.12,0.30000000000000004,1.2,8b00c_00022
