,metric/num_BTSP_events_(single),metric/num_BTSP_events_(reverse),metric/num_BTSP_events_(back_and_forth),metric/num_BTSP_positions_(single),metric/num_BTSP_positions_(reverse),metric/num_BTSP_positions_(back_and_forth),metric/first_BTSP_time_(single),metric/first_BTSP_time_(reverse),metric/first_BTSP_time_(back_and_forth),metric/max_BTSP_ramp_(single),metric/max_BTSP_ramp_(reverse),metric/max_BTSP_ramp_(back_and_forth),metric/CA3_weight_ratio_pre_post_(single),metric/CA3_weight_ratio_pre_post_(reverse),metric/CA3_weight_ratio_pre_post_(back_and_forth),metric/first_BTSP_relative_position_(single),metric/first_BTSP_relative_position_(reverse),metric/first_BTSP_relative_position_(back_and_forth),metric/CA3_weight_peak_relative_position_(single),metric/CA3_weight_peak_relative_position_(reverse),metric/CA3_weight_peak_relative_position_(back_and_forth),timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/dend_w_init_loc,config/soma_BTSP_lr_fact,config/inhibit_weight,logdir
0,1,1,0,1,1,0,119.76000000000377,252.2100000000088,,2.25,2.0,0.0,1.072384728738504,2.395085259676425,2.395085259676425,0.05553663949855603,-0.06864488538321412,,0.171875,-0.203125,-0.203125,1705272585,,False,1,26fc2_00000,2024-01-14_22-49-45,22.480466842651367,22.480466842651367,26093,cnl-brain10,155.198.100.139,22.480466842651367,1,0.5,100.0,4.5,26fc2_00000
1,0,1,1,0,1,1,,218.1600000000075,382.94999999989346,0.75,2.5,1.75,,1.4343812510511658,0.7716378571540117,,-0.06631005851742455,0.07006958719140721,,-0.203125,0.171875,1705272587,,False,1,26fc2_00001,2024-01-14_22-49-47,24.16160750389099,24.16160750389099,26110,cnl-brain10,155.198.100.139,24.16160750389099,1,0.55,100.0,4.5,26fc2_00001
2,1,1,0,1,1,0,79.83000000000226,256.95000000000806,,2.5,2.25,0.0,1.3390580890837227,1.6375361625735427,1.6375361625735427,0.07897173308740307,-0.08402460706692616,,0.171875,-0.203125,-0.203125,1705272587,,False,1,26fc2_00002,2024-01-14_22-49-47,23.893457651138306,23.893457651138306,26125,cnl-brain10,155.198.100.139,23.893457651138306,1,0.6,100.0,4.5,26fc2_00002
3,1,1,0,1,1,0,81.42000000000232,254.37000000000887,,2.5,2.0,0.0,1.513983741731528,1.5804853802688397,1.5804853802688397,0.0837229748293431,-0.09045943602164863,,0.171875,-0.203125,-0.203125,1705272588,,False,1,26fc2_00003,2024-01-14_22-49-48,24.760886430740356,24.760886430740356,26162,cnl-brain10,155.198.100.139,24.760886430740356,1,0.6499999999999999,100.0,4.5,26fc2_00003
4,1,1,0,1,1,0,80.49000000000228,255.93000000000893,,2.5,2.0,0.0,1.89297285598418,1.309479904248877,1.309479904248877,0.08907178013424671,-0.09396496593043702,,0.171875,-0.203125,-0.203125,1705272587,,False,1,26fc2_00004,2024-01-14_22-49-47,24.11340594291687,24.11340594291687,26195,cnl-brain10,155.198.100.139,24.11340594291687,1,0.7,100.0,4.5,26fc2_00004
5,0,1,1,0,1,1,,251.22000000000875,413.7899999998654,0.75,2.5,2.25,,1.3443138219174673,0.7376718928883558,,-0.05719339923042366,0.0659442926410777,,-0.203125,0.171875,1705272587,,False,1,26fc2_00005,2024-01-14_22-49-47,23.751208782196045,23.751208782196045,26196,cnl-brain10,155.198.100.139,23.751208782196045,1,0.5,100.0,4.0,26fc2_00005
6,1,1,0,1,1,0,79.86000000000226,219.24000000000754,,2.75,2.75,0.0,1.4104496287813586,1.8004449860303535,1.8004449860303535,0.0665468515074194,-0.07198886097773816,,0.171875,-0.203125,-0.203125,1705272587,,False,1,26fc2_00006,2024-01-14_22-49-47,23.704667806625366,23.704667806625366,26362,cnl-brain10,155.198.100.139,23.704667806625366,1,0.55,100.0,4.0,26fc2_00006
7,1,1,0,1,1,0,80.9700000000023,220.6500000000076,,2.75,2.5,0.0,1.2916538467016967,1.6089455156342478,1.6089455156342478,0.07683985746715771,-0.08050060183307584,,0.171875,-0.203125,-0.203125,1705272586,,False,1,26fc2_00007,2024-01-14_22-49-46,23.300851106643677,23.300851106643677,26345,cnl-brain10,155.198.100.139,23.300851106643677,1,0.6,100.0,4.0,26fc2_00007
8,1,1,0,1,1,0,79.20000000000223,220.5600000000076,,3.0,2.75,0.0,1.685320320960163,1.5230081327526135,1.5230081327526135,0.08601958433732876,-0.08907923060208456,,0.171875,-0.203125,-0.203125,1705272588,,False,1,26fc2_00008,2024-01-14_22-49-48,25.22225046157837,25.22225046157837,26328,cnl-brain10,155.198.100.139,25.22225046157837,1,0.6499999999999999,100.0,4.0,26fc2_00008
9,1,1,0,1,1,0,81.63000000000233,251.37000000000876,,3.0,2.5,0.0,1.7539674220062662,1.3810408146959745,1.3810408146959745,0.0884178432141976,-0.09614325619220687,,0.171875,-0.203125,-0.203125,1705272587,,False,1,26fc2_00009,2024-01-14_22-49-47,23.798568964004517,23.798568964004517,26320,cnl-brain10,155.198.100.139,23.798568964004517,1,0.7,100.0,4.0,26fc2_00009
10,0,1,1,0,1,1,,254.10000000000886,419.15999999986053,0.75,3.25,2.75,,1.641666190915032,0.6308195808104884,,-0.05627295816492406,0.06263714588304403,,-0.203125,0.171875,1705272589,,False,1,26fc2_00010,2024-01-14_22-49-49,25.448915481567383,25.448915481567383,26294,cnl-brain10,155.198.100.139,25.448915481567383,1,0.5,100.0,3.5,26fc2_00010
11,1,1,0,1,1,0,79.50000000000225,252.2400000000088,,3.25,3.0,0.0,1.306843001765,1.4370654246053944,1.4370654246053944,0.06547483635346685,-0.07336621693738987,,0.171875,-0.203125,-0.203125,1705272587,,False,1,26fc2_00011,2024-01-14_22-49-47,24.26831817626953,24.26831817626953,26277,cnl-brain10,155.198.100.139,24.26831817626953,1,0.55,100.0,3.5,26fc2_00011
12,1,1,0,1,1,0,81.75000000000233,255.93000000000893,,3.25,3.0,0.0,1.7316195650712563,1.4360502021925046,1.4360502021925046,0.07327247477601795,-0.07994255022132601,,0.171875,-0.203125,-0.203125,1705272588,,False,1,26fc2_00012,2024-01-14_22-49-48,24.441649675369263,24.441649675369263,26379,cnl-brain10,155.198.100.139,24.441649675369263,1,0.6,100.0,3.5,26fc2_00012
13,1,1,0,1,1,0,79.38000000000224,217.41000000000747,,3.5,3.0,0.0,1.405963104303774,1.6068321731525852,1.6068321731525852,0.08596642665321202,-0.09479761317650437,,0.171875,-0.203125,-0.203125,1705272587,,False,1,26fc2_00013,2024-01-14_22-49-47,24.164364099502563,24.164364099502563,26380,cnl-brain10,155.198.100.139,24.164364099502563,1,0.6499999999999999,100.0,3.5,26fc2_00013
14,1,1,0,1,1,0,80.58000000000229,217.9500000000075,,3.5,3.0,0.75,1.9232099506337532,1.3255498934495866,1.3255498934495866,0.09052117499420342,-0.09824214781509977,,0.171875,-0.203125,-0.203125,1705272587,,False,1,26fc2_00014,2024-01-14_22-49-47,24.291537761688232,24.291537761688232,26381,cnl-brain10,155.198.100.139,24.291537761688232,1,0.7,100.0,3.5,26fc2_00014
15,0,1,1,0,1,1,,218.0700000000075,383.3699999998931,0.75,3.75,3.25,,1.1648614709283263,0.7693459365477263,,-0.05766189355792661,0.06176024933525781,,-0.203125,0.171875,1705272588,,False,1,26fc2_00015,2024-01-14_22-49-48,25.05927586555481,25.05927586555481,26382,cnl-brain10,155.198.100.139,25.05927586555481,1,0.5,100.0,3.0,26fc2_00015
16,1,1,0,1,1,0,80.49000000000228,219.48000000000755,,4.0,3.75,0.0,1.3424113871767414,1.600952395151024,1.600952395151024,0.06903988654509241,-0.07288724293302662,,0.171875,-0.203125,-0.203125,1705272588,,False,1,26fc2_00016,2024-01-14_22-49-48,24.594679594039917,24.594679594039917,26388,cnl-brain10,155.198.100.139,24.594679594039917,1,0.55,100.0,3.0,26fc2_00016
17,1,1,0,1,1,0,83.79000000000241,252.3000000000088,,4.25,3.75,0.0,1.4428867095762812,1.6177656075824745,1.6177656075824745,0.07798123749274771,-0.08268971800044034,,0.171875,-0.203125,-0.203125,1705272588,,False,1,26fc2_00017,2024-01-14_22-49-48,24.50123405456543,24.50123405456543,26387,cnl-brain10,155.198.100.139,24.50123405456543,1,0.6,100.0,3.0,26fc2_00017
18,1,1,2,1,1,2,81.0600000000023,219.81000000000756,381.20999999989505,4.25,4.25,2.75,1.6851663831750978,1.6114919000204213,1.2515892619408928,0.08475335198820899,-0.08497526364242736,0.06936262781776631,0.171875,-0.203125,-0.203125,1705272588,,False,1,26fc2_00018,2024-01-14_22-49-48,24.690831184387207,24.690831184387207,26386,cnl-brain10,155.198.100.139,24.690831184387207,1,0.6499999999999999,100.0,3.0,26fc2_00018
19,1,1,2,1,1,2,79.44000000000224,218.88000000000753,382.5599999998938,4.5,4.25,2.75,2.0778197693109806,1.2558283321823576,1.349174776378786,0.08928855639094996,-0.09038320706572589,0.07950875510361077,0.171875,-0.203125,-0.203125,1705272588,,False,1,26fc2_00019,2024-01-14_22-49-48,24.787195444107056,24.787195444107056,26385,cnl-brain10,155.198.100.139,24.787195444107056,1,0.7,100.0,3.0,26fc2_00019
20,1,1,0,1,1,0,81.66000000000233,255.4500000000089,,4.75,4.75,0.0,1.09476733188033,1.9865818179908623,1.9865818179908623,0.06014925871436955,-0.06741789577495994,,0.171875,-0.203125,-0.203125,1705272588,,False,1,26fc2_00020,2024-01-14_22-49-48,24.75006675720215,24.75006675720215,26384,cnl-brain10,155.198.100.139,24.75006675720215,1,0.5,100.0,2.5,26fc2_00020
21,1,1,2,1,1,2,80.49000000000228,257.19000000000784,381.08999999989516,5.0,5.0,3.25,1.2662533457684844,1.650898262721552,1.7790909538519295,0.06637312092797515,-0.07516251331593615,0.058939380022953736,0.171875,-0.203125,-0.203125,1705272588,,False,1,26fc2_00021,2024-01-14_22-49-48,25.1765034198761,25.1765034198761,26383,cnl-brain10,155.198.100.139,25.1765034198761,1,0.55,100.0,2.5,26fc2_00021
22,1,1,2,1,1,2,78.4200000000022,220.11000000000757,385.679999999891,5.25,5.0,4.0,1.3528352737357607,1.8799932031989932,1.4093346222617515,0.07723730926952399,-0.08528150833541503,0.07285896782367746,0.171875,-0.203125,-0.203125,1705272587,,False,1,26fc2_00022,2024-01-14_22-49-47,24.049465894699097,24.049465894699097,26389,cnl-brain10,155.198.100.139,24.049465894699097,1,0.6,100.0,2.5,26fc2_00022
23,1,1,2,1,1,2,79.98000000000226,219.00000000000753,382.6799999998937,5.5,5.25,4.25,1.5106030454773467,1.436424474785462,1.1431095117212797,0.0860585636881589,-0.09028189796177288,0.07823773120586447,0.171875,-0.203125,-0.203125,1705272588,,False,1,26fc2_00023,2024-01-14_22-49-48,24.28464102745056,24.28464102745056,26392,cnl-brain10,155.198.100.139,24.28464102745056,1,0.6499999999999999,100.0,2.5,26fc2_00023
24,1,1,1,1,1,1,79.14000000000223,253.80000000000885,414.269999999865,5.75,5.75,2.5,1.9323189448368563,1.4353784613418454,1.3585849192518185,0.09303233730380356,-0.09376293167411875,0.09238297910158283,0.171875,-0.203125,0.171875,1705272587,,False,1,26fc2_00024,2024-01-14_22-49-47,24.24886465072632,24.24886465072632,26391,cnl-brain10,155.198.100.139,24.24886465072632,1,0.7,100.0,2.5,26fc2_00024
25,1,1,1,1,1,1,82.23000000000235,253.20000000000883,414.50999999986476,6.25,6.0,3.0,1.0567446168880044,2.171575980363904,0.9028097027671256,0.06329346825425447,-0.0661477279310877,0.06863576659100507,0.171875,-0.203125,0.171875,1705272588,,False,1,26fc2_00025,2024-01-14_22-49-48,24.480000495910645,24.480000495910645,26390,cnl-brain10,155.198.100.139,24.480000495910645,1,0.5,100.0,2.0,26fc2_00025
26,1,1,2,1,1,2,80.37000000000228,253.02000000000882,403.94999999987436,6.75,6.5,6.0,1.343430471719748,1.5563362389215656,0.9785432829177941,0.07000142792845332,-0.07350365179631613,-0.03053079192255148,0.171875,-0.203125,0.171875,1705272588,,False,1,26fc2_00026,2024-01-14_22-49-48,24.971156358718872,24.971156358718872,26398,cnl-brain10,155.198.100.139,24.971156358718872,1,0.55,100.0,2.0,26fc2_00026
27,1,2,1,1,2,1,80.70000000000229,217.68000000000748,418.4399999998612,7.0,7.0,5.75,1.4620197684374312,1.806690689711968,0.9103767279223576,0.07922643258390688,-0.08185790987992947,0.09246306479698363,0.171875,-0.203125,0.171875,1705272587,,False,1,26fc2_00027,2024-01-14_22-49-47,24.283349752426147,24.283349752426147,26397,cnl-brain10,155.198.100.139,24.283349752426147,1,0.6,100.0,2.0,26fc2_00027
28,1,2,1,1,1,1,81.36000000000232,254.07000000000886,421.1699999998587,7.5,7.75,6.5,1.8520712848020549,1.1151328529077766,0.951567602237106,0.08536405438387801,-0.08259748746462414,0.09623289376463895,0.171875,-0.203125,0.171875,1705272588,,False,1,26fc2_00028,2024-01-14_22-49-48,24.64336061477661,24.64336061477661,26396,cnl-brain10,155.198.100.139,24.64336061477661,1,0.6499999999999999,100.0,2.0,26fc2_00028
29,1,2,2,1,1,2,78.2700000000022,220.6500000000076,383.1299999998933,7.75,8.0,6.5,1.8673882594586002,1.099698813057254,1.1269597111206062,0.09061137434554106,-0.08966806084119727,0.1033812107485313,0.171875,-0.203125,-0.203125,1705272588,,False,1,26fc2_00029,2024-01-14_22-49-48,25.500893592834473,25.500893592834473,26395,cnl-brain10,155.198.100.139,25.500893592834473,1,0.7,100.0,2.0,26fc2_00029
30,0,0,2,0,0,2,,,406.61999999987194,0.75,0.75,2.25,,,0.7948913553632755,,,-0.05211221513464093,,,0.171875,1705272588,,False,1,26fc2_00030,2024-01-14_22-49-48,24.554008960723877,24.554008960723877,26394,cnl-brain10,155.198.100.139,24.554008960723877,1,0.5,150.0,4.5,26fc2_00030
31,1,1,0,1,1,0,80.31000000000228,220.29000000000758,,2.5,2.25,0.0,1.1681825817726867,1.8021753473461075,1.8021753473461075,0.06382138538853876,-0.07519794332063157,,0.171875,-0.203125,-0.203125,1705272587,,False,1,26fc2_00031,2024-01-14_22-49-47,23.73074197769165,23.73074197769165,26393,cnl-brain10,155.198.100.139,23.73074197769165,1,0.55,150.0,4.5,26fc2_00031
32,1,1,0,1,1,0,80.49000000000228,256.0500000000089,,2.5,2.25,0.0,1.35953798042439,1.5825223239489319,1.5825223239489319,0.07338292226822862,-0.08164757597577021,,0.171875,-0.203125,-0.203125,1705272588,,False,1,26fc2_00032,2024-01-14_22-49-48,24.826594352722168,24.826594352722168,26399,cnl-brain10,155.198.100.139,24.826594352722168,1,0.6,150.0,4.5,26fc2_00032
33,1,1,0,1,1,0,80.64000000000229,220.41000000000759,,2.5,2.5,0.0,1.547410299216803,1.24804754134214,1.24804754134214,0.08394551416284463,-0.0882921730143329,,0.171875,-0.203125,-0.203125,1705272587,,False,1,26fc2_00033,2024-01-14_22-49-47,23.64157509803772,23.64157509803772,26402,cnl-brain10,155.198.100.139,23.64157509803772,1,0.6499999999999999,150.0,4.5,26fc2_00033
34,1,1,0,1,1,0,79.65000000000225,219.69000000000756,,2.5,2.5,0.0,1.939468445685874,1.227721851155867,1.227721851155867,0.08808764794170437,-0.09090493455190118,,0.171875,-0.203125,-0.203125,1705272588,,False,1,26fc2_00034,2024-01-14_22-49-48,25.095131158828735,25.095131158828735,26401,cnl-brain10,155.198.100.139,25.095131158828735,1,0.7,150.0,4.5,26fc2_00034
35,1,1,0,1,1,0,119.82000000000377,254.64000000000888,,2.75,2.5,0.0,1.1781977768102323,2.0447996944945195,2.0447996944945195,0.0564743827805641,-0.06679181172049686,,0.171875,-0.203125,-0.203125,1705272587,,False,1,26fc2_00035,2024-01-14_22-49-47,23.477346897125244,23.477346897125244,26400,cnl-brain10,155.198.100.139,23.477346897125244,1,0.5,150.0,4.0,26fc2_00035
36,1,1,0,1,1,0,80.16000000000227,256.65000000000833,,3.0,2.5,0.0,1.1900961265407568,1.6092173532674134,1.6092173532674134,0.07151390064772706,-0.07351256331634182,,0.171875,-0.203125,-0.203125,1705272588,,False,1,26fc2_00036,2024-01-14_22-49-48,24.590420246124268,24.590420246124268,26408,cnl-brain10,155.198.100.139,24.590420246124268,1,0.55,150.0,4.0,26fc2_00036
37,1,1,0,1,1,0,81.0900000000023,252.87000000000882,,2.75,2.5,0.0,1.6192597993851041,1.3595833182702635,1.3595833182702635,0.07892217539037782,-0.08122140233420727,,0.171875,-0.203125,-0.203125,1705272589,,False,1,26fc2_00037,2024-01-14_22-49-49,25.336355924606323,25.336355924606323,26407,cnl-brain10,155.198.100.139,25.336355924606323,1,0.6,150.0,4.0,26fc2_00037
38,1,1,0,1,1,0,82.35000000000235,257.97000000000713,,3.0,2.75,0.0,1.6547618930731167,1.367453522504457,1.367453522504457,0.08806475936695307,-0.08956091940117461,,0.171875,-0.203125,-0.203125,1705272587,,False,1,26fc2_00038,2024-01-14_22-49-47,23.866872787475586,23.866872787475586,26406,cnl-brain10,155.198.100.139,23.866872787475586,1,0.6499999999999999,150.0,4.0,26fc2_00038
39,1,1,0,1,1,0,78.84000000000222,219.99000000000757,,3.0,2.75,0.0,1.7508045740638696,1.3732693154022737,1.3732693154022737,0.09111658995191607,-0.09659007459985869,,0.171875,-0.203125,-0.203125,1705272586,,False,1,26fc2_00039,2024-01-14_22-49-46,23.077293872833252,23.077293872833252,26405,cnl-brain10,155.198.100.139,23.077293872833252,1,0.7,150.0,4.0,26fc2_00039
40,1,1,0,1,1,0,80.9100000000023,250.71000000000873,,3.25,3.0,0.0,1.1371771559513308,1.614684073045032,1.614684073045032,0.05536723086833795,-0.06483517057685728,,0.171875,-0.203125,-0.203125,1705272588,,False,1,26fc2_00040,2024-01-14_22-49-48,24.850589275360107,24.850589275360107,26404,cnl-brain10,155.198.100.139,24.850589275360107,1,0.5,150.0,3.5,26fc2_00040
41,1,1,0,1,1,0,81.51000000000232,253.02000000000882,,3.5,3.0,0.0,1.1455959271445004,1.5826734005417358,1.5826734005417358,0.0689082783847133,-0.07283720709797414,,0.171875,-0.203125,-0.203125,1705272589,,False,1,26fc2_00041,2024-01-14_22-49-49,25.227162837982178,25.227162837982178,26403,cnl-brain10,155.198.100.139,25.227162837982178,1,0.55,150.0,3.5,26fc2_00041
42,1,1,0,1,1,0,78.96000000000222,216.57000000000744,,3.5,3.25,0.0,1.6781214520329355,1.6958820224306992,1.6958820224306992,0.07744554317191066,-0.08386617043522959,,0.171875,-0.203125,-0.203125,1705272587,,False,1,26fc2_00042,2024-01-14_22-49-47,24.230063676834106,24.230063676834106,26409,cnl-brain10,155.198.100.139,24.230063676834106,1,0.6,150.0,3.5,26fc2_00042
43,1,1,0,1,1,0,80.49000000000228,254.64000000000888,,3.5,3.5,0.75,1.562331132645622,1.3594224067645322,1.3594224067645322,0.08462759322674479,-0.08952619564263609,,0.171875,-0.203125,-0.203125,1705272586,,False,1,26fc2_00043,2024-01-14_22-49-46,23.313924551010132,23.313924551010132,26412,cnl-brain10,155.198.100.139,23.313924551010132,1,0.6499999999999999,150.0,3.5,26fc2_00043
44,1,1,0,1,1,0,79.74000000000225,221.91000000000764,,3.75,3.75,0.0,1.7745217457077902,1.0259006343617807,1.0259006343617807,0.09159432733085643,-0.09472823802218977,,0.171875,-0.203125,-0.203125,1705272588,,False,1,26fc2_00044,2024-01-14_22-49-48,24.85097575187683,24.85097575187683,26411,cnl-brain10,155.198.100.139,24.85097575187683,1,0.7,150.0,3.5,26fc2_00044
45,1,1,0,1,1,0,79.98000000000226,221.1300000000076,,4.0,3.75,0.0,1.173055072724244,2.2225334201000004,2.2225334201000004,0.055884725932874246,-0.06854107402626586,,0.171875,-0.203125,-0.203125,1705272588,,False,1,26fc2_00045,2024-01-14_22-49-48,24.668574571609497,24.668574571609497,26410,cnl-brain10,155.198.100.139,24.668574571609497,1,0.5,150.0,3.0,26fc2_00045
46,1,1,2,1,1,2,81.63000000000233,220.14000000000757,383.06999999989335,4.0,3.75,2.5,1.3117292560463325,1.5158920635646613,1.4257830252997694,0.06819892995914084,-0.07676094976524683,0.0494428563825296,0.171875,-0.203125,-0.203125,1705272588,,False,1,26fc2_00046,2024-01-14_22-49-48,24.804321765899658,24.804321765899658,26418,cnl-brain10,155.198.100.139,24.804321765899658,1,0.55,150.0,3.0,26fc2_00046
47,1,1,1,1,1,1,80.9100000000023,253.83000000000885,417.8699999998617,4.25,4.0,1.75,1.7957116337323895,1.448955481185718,1.1009544426238351,0.07512674019835763,-0.08402404830560362,0.07628615213369805,0.171875,-0.203125,0.171875,1705272588,,False,1,26fc2_00047,2024-01-14_22-49-48,24.65954875946045,24.65954875946045,26417,cnl-brain10,155.198.100.139,24.65954875946045,1,0.6,150.0,3.0,26fc2_00047
48,1,1,1,1,1,1,83.6400000000024,250.47000000000872,410.3099999998686,4.5,4.25,1.75,1.4671292525364292,1.2494318976425005,1.0258418236084244,0.09016517108881328,-0.08818806369561027,0.07439411111179955,0.171875,-0.203125,0.171875,1705272589,,False,1,26fc2_00048,2024-01-14_22-49-49,25.29663848876953,25.29663848876953,26416,cnl-brain10,155.198.100.139,25.29663848876953,1,0.6499999999999999,150.0,3.0,26fc2_00048
49,1,1,2,1,1,2,80.07000000000227,219.66000000000756,383.9999999998925,4.75,4.25,3.25,1.7810011409035578,1.159721227539229,0.99566691464592,0.0902680577896437,-0.09369709601456455,0.08668316312970159,0.171875,-0.203125,-0.203125,1705272588,,False,1,26fc2_00049,2024-01-14_22-49-48,25.062660217285156,25.062660217285156,26415,cnl-brain10,155.198.100.139,25.062660217285156,1,0.7,150.0,3.0,26fc2_00049
50,1,1,1,1,1,1,82.38000000000235,251.94000000000878,416.1299999998633,4.75,4.75,2.0,1.1116225608860806,1.9040501241596128,0.8866777473219842,0.058629652889712114,-0.0673169099230222,0.06078101590411966,0.171875,-0.203125,0.171875,1705272587,,False,1,26fc2_00050,2024-01-14_22-49-47,24.251269102096558,24.251269102096558,26414,cnl-brain10,155.198.100.139,24.251269102096558,1,0.5,150.0,2.5,26fc2_00050
51,1,1,1,1,1,1,80.43000000000228,218.4600000000075,416.7599999998627,5.25,5.0,2.25,1.2240003927579675,1.930647075433825,0.9241364868631821,0.06879049620105254,-0.07815034748524385,0.06884228326057745,0.171875,-0.203125,0.171875,1705272586,,False,1,26fc2_00051,2024-01-14_22-49-46,23.197473764419556,23.197473764419556,26413,cnl-brain10,155.198.100.139,23.197473764419556,1,0.55,150.0,2.5,26fc2_00051
52,1,1,2,1,1,2,80.64000000000229,219.09000000000754,383.63999999989284,5.5,5.25,4.25,1.4973106721194447,1.4968444396378116,1.2488973906634937,0.08003633516207553,-0.08214783818754079,0.08380883813347578,0.171875,-0.203125,-0.203125,1705272588,,False,1,26fc2_00052,2024-01-14_22-49-48,24.568307638168335,24.568307638168335,26419,cnl-brain10,155.198.100.139,24.568307638168335,1,0.6,150.0,2.5,26fc2_00052
53,1,1,1,1,1,1,82.62000000000236,252.2400000000088,417.80999999986176,5.75,5.5,2.75,1.6410285768638242,1.4317535494127391,1.7138716818237831,0.0858154396879619,-0.08773048585400645,0.1029451635988819,0.171875,-0.203125,0.171875,1705272588,,False,1,26fc2_00053,2024-01-14_22-49-48,24.67845630645752,24.67845630645752,26422,cnl-brain10,155.198.100.139,24.67845630645752,1,0.6499999999999999,150.0,2.5,26fc2_00053
54,1,1,1,1,1,1,79.29000000000224,252.6900000000088,414.8099999998645,6.0,5.75,3.0,2.0262925056207024,0.984960293717629,1.7928229006741383,0.0906846778293447,-0.09515144769871775,0.10809064218141223,0.171875,-0.203125,0.171875,1705272588,,False,1,26fc2_00054,2024-01-14_22-49-48,24.452306985855103,24.452306985855103,26421,cnl-brain10,155.198.100.139,24.452306985855103,1,0.7,150.0,2.5,26fc2_00054
55,1,1,1,1,1,1,81.54000000000232,255.0600000000089,418.91999999986075,6.25,6.5,3.75,1.1912208399788797,1.9391912277971002,0.9195521581929305,0.0580672362191052,-0.068512985703716,0.0741276373373686,0.171875,-0.203125,0.171875,1705272588,,False,1,26fc2_00055,2024-01-14_22-49-48,24.72926163673401,24.72926163673401,26420,cnl-brain10,155.198.100.139,24.72926163673401,1,0.5,150.0,2.0,26fc2_00055
56,1,1,1,1,1,1,81.27000000000231,253.86000000000885,416.429999999863,6.75,6.75,4.25,1.3838201638299779,1.4471222996262227,1.1704833435022106,0.06675953111575339,-0.0790527560720986,0.07987942764182238,0.171875,-0.203125,0.171875,1705272587,,False,1,26fc2_00056,2024-01-14_22-49-47,23.947807550430298,23.947807550430298,26426,cnl-brain10,155.198.100.139,23.947807550430298,1,0.55,150.0,2.0,26fc2_00056
57,1,1,2,1,1,2,80.9400000000023,219.81000000000756,381.20999999989505,7.25,7.25,6.25,1.6577116441746589,1.5196042259371303,1.131073193127874,0.07454941443769231,-0.08320837496941402,0.09093573851152298,0.171875,-0.203125,-0.203125,1705272589,,False,1,26fc2_00057,2024-01-14_22-49-49,25.21960425376892,25.21960425376892,26425,cnl-brain10,155.198.100.139,25.21960425376892,1,0.6,150.0,2.0,26fc2_00057
58,1,1,2,1,1,2,79.35000000000224,220.02000000000757,383.489999999893,7.5,7.75,6.75,1.6738941745602556,1.3532007044414753,0.9913039479772511,0.08527926611521286,-0.09112765523287014,0.10755078344452601,0.171875,-0.203125,-0.203125,1705272588,,False,1,26fc2_00058,2024-01-14_22-49-48,24.638978719711304,24.638978719711304,26424,cnl-brain10,155.198.100.139,24.638978719711304,1,0.6499999999999999,150.0,2.0,26fc2_00058
59,1,1,1,1,1,1,78.87000000000222,219.33000000000754,420.3899999998594,8.0,8.25,4.75,1.7931036138637455,1.2756071508027227,1.6019122512514647,0.09234876280535892,-0.09430433905390012,0.10512367405254369,0.171875,-0.203125,0.171875,1705272588,,False,1,26fc2_00059,2024-01-14_22-49-48,24.707319021224976,24.707319021224976,26423,cnl-brain10,155.198.100.139,24.707319021224976,1,0.7,150.0,2.0,26fc2_00059
60,0,0,0,0,0,0,,,,0.75,0.75,0.75,,,,,,,,,,1705272610,,False,1,26fc2_00060,2024-01-14_22-50-10,25.028741359710693,25.028741359710693,26093,cnl-brain10,155.198.100.139,25.028741359710693,1,0.5,200.0,4.5,26fc2_00060
61,1,1,0,1,1,0,117.30000000000368,219.75000000000756,,2.5,2.25,0.0,1.3627939242374005,1.4745255121671001,1.4745255121671001,0.0668653494656894,-0.0767159681717775,,0.171875,-0.203125,-0.203125,1705272610,,False,1,26fc2_00061,2024-01-14_22-50-10,23.7921040058136,23.7921040058136,26405,cnl-brain10,155.198.100.139,23.7921040058136,1,0.55,200.0,4.5,26fc2_00061
62,1,1,0,1,1,0,80.10000000000227,219.09000000000754,,2.5,2.25,0.0,1.4286828917125096,1.4094671069657225,1.4094671069657225,0.07294655214278073,-0.08235851994096322,,0.171875,-0.203125,-0.203125,1705272611,,False,1,26fc2_00062,2024-01-14_22-50-11,24.112022876739502,24.112022876739502,26345,cnl-brain10,155.198.100.139,24.112022876739502,1,0.6,200.0,4.5,26fc2_00062
63,1,1,0,1,1,0,80.22000000000227,218.3100000000075,,2.5,2.25,0.5,1.7695692375998564,1.2489182713196612,1.2489182713196612,0.08337686341799522,-0.08668477953560372,,0.171875,-0.203125,-0.203125,1705272611,,False,1,26fc2_00063,2024-01-14_22-50-11,24.198410034179688,24.198410034179688,26413,cnl-brain10,155.198.100.139,24.198410034179688,1,0.6499999999999999,200.0,4.5,26fc2_00063
64,1,1,0,1,1,0,79.53000000000225,217.71000000000748,,2.5,2.5,0.75,2.0277239726301572,1.2270066257839145,1.2270066257839145,0.09194864482137055,-0.09227938232236998,,0.171875,-0.203125,-0.203125,1705272611,,False,1,26fc2_00064,2024-01-14_22-50-11,24.63764500617981,24.63764500617981,26412,cnl-brain10,155.198.100.139,24.63764500617981,1,0.7,200.0,4.5,26fc2_00064
