,metric/num_BTSP_events,metric/num_BTSP_positions,metric/first_BTSP_time,metric/first_BTSP_relative_position,metric/max_BTSP_ramp,metric/PC_weight_peak_relative_position,metric/PC_weight_width,metric/PC_weight_ratio_pre_post,metric/max_normalization,metric/98th_percentile_firingrate,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/proximal_BTSP_lr,config/inhibitory_input_filter_tau,config/inhibitory_weight,logdir
33,2.0,2.0,59.82,0.0073131925746316995,1.5,-0.049999999999998934,0.4925565512663663,1.3142617945050528,0.9310492611105693,5.693896027260567,1776479582,,False,1,c9cff_00033,2026-04-18_03-33-02,24.882971048355103,24.882971048355103,1585864,cnl-brain9,155.198.99.250,24.882971048355103,1,0.15,0.35000000000000003,0.875,c9cff_00033
34,2.0,1.0,59.4,0.020954461217484344,1.5,-0.049999999999998934,0.5426924038063792,1.2782640919922132,0.9099720753914785,5.334909109957746,1776479582,,False,1,c9cff_00034,2026-04-18_03-33-02,24.86876916885376,24.86876916885376,1585868,cnl-brain9,155.198.99.250,24.86876916885376,1,0.15,0.4,0.875,c9cff_00034
35,0.0,0.0,,,0.75,,0.0,,,0.7605591861559647,1776479583,,False,1,c9cff_00035,2026-04-18_03-33-03,24.253854751586914,24.253854751586914,1586116,cnl-brain9,155.198.99.250,24.253854751586914,1,0.15,0.2,1.25,c9cff_00035
36,1.0,1.0,61.05,0.007379698132416124,1.0,-0.049999999999998934,0.47386834375552445,1.20507035831599,0.7601728432562282,3.3277093417745363,1776479584,,False,1,c9cff_00036,2026-04-18_03-33-04,24.837682247161865,24.837682247161865,1586119,cnl-brain9,155.198.99.250,24.837682247161865,1,0.15,0.25,1.25,c9cff_00036
37,1.0,1.0,102.81,0.007557100584263843,1.0,-0.049999999999998934,0.49983649090189486,1.1933404754505081,0.7584583911584906,3.2277215362369183,1776479584,,False,1,c9cff_00037,2026-04-18_03-33-04,24.484795093536377,24.484795093536377,1586113,cnl-brain9,155.198.99.250,24.484795093536377,1,0.15,0.30000000000000004,1.25,c9cff_00037
38,1.0,1.0,60.42,0.008862847260909135,1.0,-0.049999999999998934,0.45397206812745283,1.226700037364676,0.7630564410716916,3.399323539401457,1776479584,,False,1,c9cff_00038,2026-04-18_03-33-04,24.97231936454773,24.97231936454773,1586117,cnl-brain9,155.198.99.250,24.97231936454773,1,0.15,0.35000000000000003,1.25,c9cff_00038
39,1.0,1.0,59.58,0.019753617181387018,1.0,-0.049999999999998934,0.5599381192651691,1.1183531102637452,0.7531358152736298,3.1508985046863756,1776479585,,False,1,c9cff_00039,2026-04-18_03-33-05,25.9764621257782,25.9764621257782,1586118,cnl-brain9,155.198.99.250,25.9764621257782,1,0.15,0.4,1.25,c9cff_00039
40,0.0,0.0,,,0.5,,0.0,,,0.7580317860020012,1776479584,,False,1,c9cff_00040,2026-04-18_03-33-04,24.466015338897705,24.466015338897705,1586115,cnl-brain9,155.198.99.250,24.466015338897705,1,0.15,0.2,1.625,c9cff_00040
41,0.0,0.0,,,0.75,,0.0,,,0.752346250003137,1776479584,,False,1,c9cff_00041,2026-04-18_03-33-04,24.743650197982788,24.743650197982788,1586123,cnl-brain9,155.198.99.250,24.743650197982788,1,0.15,0.25,1.625,c9cff_00041
42,0.0,0.0,,,0.75,,0.0,,,0.7520932541083408,1776479584,,False,1,c9cff_00042,2026-04-18_03-33-04,24.60170555114746,24.60170555114746,1586121,cnl-brain9,155.198.99.250,24.60170555114746,1,0.15,0.30000000000000004,1.625,c9cff_00042
