,metric/num_BTSP_events_(single),metric/num_BTSP_events_(reverse),metric/num_BTSP_events_(back_and_forth),metric/num_BTSP_positions_(single),metric/num_BTSP_positions_(reverse),metric/num_BTSP_positions_(back_and_forth),metric/first_BTSP_time_(single),metric/first_BTSP_time_(reverse),metric/first_BTSP_time_(back_and_forth),metric/max_BTSP_ramp_(single),metric/max_BTSP_ramp_(reverse),metric/max_BTSP_ramp_(back_and_forth),metric/PC_weight_ratio_pre_post_(single),metric/PC_weight_ratio_pre_post_(reverse),metric/PC_weight_ratio_pre_post_(back_and_forth),metric/first_BTSP_relative_position_(single),metric/first_BTSP_relative_position_(reverse),metric/first_BTSP_relative_position_(back_and_forth),metric/PC_weight_peak_relative_position_(single),metric/PC_weight_peak_relative_position_(reverse),metric/PC_weight_peak_relative_position_(back_and_forth),timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/dend_w_init_loc,config/soma_BTSP_lr_fact,config/inhibit_weight,logdir
0,0,0,0,0,0,0,,,,0.0,0.0,0.0,,,,,,,,,,1705546318,,False,1,7b8eb_00000,2024-01-18_02-51-58,23.746108531951904,23.746108531951904,46162,cnl-brain10,155.198.100.139,23.746108531951904,1,0.3,200.0,4.5,7b8eb_00000
1,0,0,0,0,0,0,,,,0.0,0.0,0.0,,,,,,,,,,1705546321,,False,1,7b8eb_00001,2024-01-18_02-52-01,26.904823064804077,26.904823064804077,46195,cnl-brain10,155.198.100.139,26.904823064804077,1,0.35,200.0,4.5,7b8eb_00001
2,1,0,0,1,0,0,84.09000000000242,,,1.25,0.0,0.0,1.0310709598583656,1.0310709598583656,1.0310709598583656,0.02164497127666498,,,0.078125,0.078125,0.078125,1705546320,,False,1,7b8eb_00002,2024-01-18_02-52-00,25.929593801498413,25.929593801498413,46230,cnl-brain10,155.198.100.139,25.929593801498413,1,0.4,200.0,4.5,7b8eb_00002
3,1,1,0,1,1,0,82.14000000000235,252.8100000000088,,1.25,1.0,0.0,1.1643561598491685,0.7533781071229783,0.7533781071229783,0.04388339331536606,-0.06838564761020505,,0.078125,-0.015625,-0.015625,1705546319,,False,1,7b8eb_00003,2024-01-18_02-51-59,25.237423419952393,25.237423419952393,46229,cnl-brain10,155.198.100.139,25.237423419952393,1,0.45,200.0,4.5,7b8eb_00003
4,1,1,0,1,1,0,81.99000000000234,251.97000000000878,,1.5,1.25,0.0,1.2988597998140905,0.7409187247667335,0.7409187247667335,0.060426443126338325,-0.07877811135508461,,0.078125,-0.015625,-0.015625,1705546320,,False,1,7b8eb_00004,2024-01-18_02-52-00,25.560008764266968,25.560008764266968,46251,cnl-brain10,155.198.100.139,25.560008764266968,1,0.5,200.0,4.5,7b8eb_00004
5,0,0,0,0,0,0,,,,0.0,0.0,0.0,,,,,,,,,,1705546321,,False,1,7b8eb_00005,2024-01-18_02-52-01,26.482117652893066,26.482117652893066,46399,cnl-brain10,155.198.100.139,26.482117652893066,1,0.3,200.0,4.0,7b8eb_00005
6,0,0,0,0,0,0,,,,0.0,0.0,0.0,,,,,,,,,,1705546319,,False,1,7b8eb_00006,2024-01-18_02-51-59,24.93026089668274,24.93026089668274,46398,cnl-brain10,155.198.100.139,24.93026089668274,1,0.35,200.0,4.0,7b8eb_00006
7,1,0,0,1,0,0,81.84000000000233,,,1.25,0.0,0.0,1.0860046576326423,1.0860046576326423,1.0860046576326423,0.027219200160937318,,,0.078125,0.078125,0.078125,1705546320,,False,1,7b8eb_00007,2024-01-18_02-52-00,25.934260606765747,25.934260606765747,46397,cnl-brain10,155.198.100.139,25.934260606765747,1,0.4,200.0,4.0,7b8eb_00007
8,1,1,0,1,1,0,81.0900000000023,220.6500000000076,,1.5,1.0,0.0,1.2052859246735914,1.3142659353655282,1.3142659353655282,0.047952668439137536,-0.07609412495643209,,0.078125,-0.109375,-0.109375,1705546319,,False,1,7b8eb_00008,2024-01-18_02-51-59,25.046681880950928,25.046681880950928,46328,cnl-brain10,155.198.100.139,25.046681880950928,1,0.45,200.0,4.0,7b8eb_00008
9,1,1,0,1,1,0,79.14000000000223,219.45000000000755,,1.75,1.5,0.0,1.317918211514186,1.1616299409814177,1.1616299409814177,0.05994719839904289,-0.08189088298705571,,0.078125,-0.109375,-0.109375,1705546319,,False,1,7b8eb_00009,2024-01-18_02-51-59,24.909616231918335,24.909616231918335,46345,cnl-brain10,155.198.100.139,24.909616231918335,1,0.5,200.0,4.0,7b8eb_00009
10,0,0,0,0,0,0,,,,0.0,0.0,0.0,,,,,,,,,,1705546319,,False,1,7b8eb_00010,2024-01-18_02-51-59,24.409703016281128,24.409703016281128,46373,cnl-brain10,155.198.100.139,24.409703016281128,1,0.3,200.0,3.5,7b8eb_00010
11,0,0,0,0,0,0,,,,0.0,0.0,0.0,,,,,,,,,,1705546319,,False,1,7b8eb_00011,2024-01-18_02-51-59,24.799662351608276,24.799662351608276,46379,cnl-brain10,155.198.100.139,24.799662351608276,1,0.35,200.0,3.5,7b8eb_00011
12,1,1,0,1,1,0,78.69000000000221,222.21000000000765,,1.5,1.0,0.0,1.0917471163557897,1.2930521124509182,1.2930521124509182,0.029524114682859925,-0.07128789139774538,,0.078125,-0.109375,-0.109375,1705546320,,False,1,7b8eb_00012,2024-01-18_02-52-00,26.39448595046997,26.39448595046997,46380,cnl-brain10,155.198.100.139,26.39448595046997,1,0.4,200.0,3.5,7b8eb_00012
13,1,1,0,1,1,0,81.42000000000232,252.6300000000088,,2.0,1.5,0.0,1.2071387191648104,1.194191732728259,1.194191732728259,0.04501074123800303,-0.07745910385984078,,0.078125,-0.109375,-0.109375,1705546321,,False,1,7b8eb_00013,2024-01-18_02-52-01,26.346404790878296,26.346404790878296,46400,cnl-brain10,155.198.100.139,26.346404790878296,1,0.45,200.0,3.5,7b8eb_00013
14,1,1,0,1,1,0,81.0600000000023,253.92000000000886,,2.0,1.5,0.0,1.3027325080320362,1.1660161080864588,1.1660161080864588,0.06133214302496642,-0.08281829732649582,,0.078125,-0.109375,-0.109375,1705546319,,False,1,7b8eb_00014,2024-01-18_02-51-59,24.790428400039673,24.790428400039673,46401,cnl-brain10,155.198.100.139,24.790428400039673,1,0.5,200.0,3.5,7b8eb_00014
15,0,0,0,0,0,0,,,,0.0,0.0,0.0,,,,,,,,,,1705546318,,False,1,7b8eb_00015,2024-01-18_02-51-58,23.271072387695312,23.271072387695312,46402,cnl-brain10,155.198.100.139,23.271072387695312,1,0.3,200.0,3.0,7b8eb_00015
16,1,0,0,1,0,0,82.17000000000235,,,1.5,0.0,0.0,1.5055899515820732,1.5055899515820732,1.5055899515820732,-0.009914716230856047,,,-0.015625,-0.015625,-0.015625,1705546320,,False,1,7b8eb_00016,2024-01-18_02-52-00,25.829614877700806,25.829614877700806,46425,cnl-brain10,155.198.100.139,25.829614877700806,1,0.35,200.0,3.0,7b8eb_00016
17,1,1,0,1,1,0,82.41000000000236,217.47000000000747,,2.0,1.5,0.0,1.141545796363591,1.1455980321271202,1.1455980321271202,0.030541157733738666,-0.0728530361969858,,0.078125,-0.109375,-0.109375,1705546320,,False,1,7b8eb_00017,2024-01-18_02-52-00,25.907526969909668,25.907526969909668,46424,cnl-brain10,155.198.100.139,25.907526969909668,1,0.4,200.0,3.0,7b8eb_00017
18,1,1,0,1,1,0,80.55000000000229,218.70000000000752,,2.25,1.75,0.0,1.2239395972688438,1.3102956146709208,1.3102956146709208,0.053827073559682526,-0.08174057550168923,,0.078125,-0.109375,-0.109375,1705546321,,False,1,7b8eb_00018,2024-01-18_02-52-01,26.294462203979492,26.294462203979492,46423,cnl-brain10,155.198.100.139,26.294462203979492,1,0.45,200.0,3.0,7b8eb_00018
