,metric/num_BTSP_events_(shifted_0),metric/num_BTSP_positions_(shifted_0),metric/first_BTSP_time_(shifted_0),metric/first_BTSP_relative_position_(shifted_0),metric/max_BTSP_ramp_(shifted_0),metric/PC_weight_peak_relative_position_(shifted_0),metric/PC_weight_width_(shifted_0),metric/PC_weight_ratio_pre_post_(shifted_0),metric/max_normalization_(shifted_0),metric/98th_percentile_firingrate_(shifted_0),metric/num_BTSP_events_(shifted_1),metric/num_BTSP_positions_(shifted_1),metric/first_BTSP_time_(shifted_1),metric/first_BTSP_relative_position_(shifted_1),metric/max_BTSP_ramp_(shifted_1),metric/PC_weight_peak_relative_position_(shifted_1),metric/PC_weight_width_(shifted_1),metric/PC_weight_ratio_pre_post_(shifted_1),metric/max_normalization_(shifted_1),metric/98th_percentile_firingrate_(shifted_1),metric/num_BTSP_events_(shifted_2),metric/num_BTSP_positions_(shifted_2),metric/first_BTSP_time_(shifted_2),metric/first_BTSP_relative_position_(shifted_2),metric/max_BTSP_ramp_(shifted_2),metric/PC_weight_peak_relative_position_(shifted_2),metric/PC_weight_width_(shifted_2),metric/PC_weight_ratio_pre_post_(shifted_2),metric/max_normalization_(shifted_2),metric/98th_percentile_firingrate_(shifted_2),metric/num_BTSP_events_(shifted_3),metric/num_BTSP_positions_(shifted_3),metric/first_BTSP_time_(shifted_3),metric/first_BTSP_relative_position_(shifted_3),metric/max_BTSP_ramp_(shifted_3),metric/PC_weight_peak_relative_position_(shifted_3),metric/PC_weight_width_(shifted_3),metric/PC_weight_ratio_pre_post_(shifted_3),metric/max_normalization_(shifted_3),metric/98th_percentile_firingrate_(shifted_3),metric/num_BTSP_events_(shifted_4),metric/num_BTSP_positions_(shifted_4),metric/first_BTSP_time_(shifted_4),metric/first_BTSP_relative_position_(shifted_4),metric/max_BTSP_ramp_(shifted_4),metric/PC_weight_peak_relative_position_(shifted_4),metric/PC_weight_width_(shifted_4),metric/PC_weight_ratio_pre_post_(shifted_4),metric/max_normalization_(shifted_4),metric/98th_percentile_firingrate_(shifted_4),metric/num_BTSP_events_(shifted_5),metric/num_BTSP_positions_(shifted_5),metric/first_BTSP_time_(shifted_5),metric/first_BTSP_relative_position_(shifted_5),metric/max_BTSP_ramp_(shifted_5),metric/PC_weight_peak_relative_position_(shifted_5),metric/PC_weight_width_(shifted_5),metric/PC_weight_ratio_pre_post_(shifted_5),metric/max_normalization_(shifted_5),metric/98th_percentile_firingrate_(shifted_5),metric/num_BTSP_events_(shifted_6),metric/num_BTSP_positions_(shifted_6),metric/first_BTSP_time_(shifted_6),metric/first_BTSP_relative_position_(shifted_6),metric/max_BTSP_ramp_(shifted_6),metric/PC_weight_peak_relative_position_(shifted_6),metric/PC_weight_width_(shifted_6),metric/PC_weight_ratio_pre_post_(shifted_6),metric/max_normalization_(shifted_6),metric/98th_percentile_firingrate_(shifted_6),metric/num_BTSP_events_(shifted_7),metric/num_BTSP_positions_(shifted_7),metric/first_BTSP_time_(shifted_7),metric/first_BTSP_relative_position_(shifted_7),metric/max_BTSP_ramp_(shifted_7),metric/PC_weight_peak_relative_position_(shifted_7),metric/PC_weight_width_(shifted_7),metric/PC_weight_ratio_pre_post_(shifted_7),metric/max_normalization_(shifted_7),metric/98th_percentile_firingrate_(shifted_7),timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/proximal_BTSP_lr,config/inhibitory_input_filter_tau,config/inhibitory_weight,logdir
0,9.0,2.0,51.39,0.03209604728432991,5.5,-0.049999999999998934,0.6074855607728149,1.5783582718817961,1.1373234300856714,5.597864229562915,9.0,1.0,448.53,0.005604294607077787,7.75,-0.049999999999998934,0.5399832330938548,0.8690663891218021,1.1567455002773628,7.031592807668968,9.0,2.0,836.85,0.06526443794615844,4.25,0.05000000000000071,0.8344860762370563,0.8576208078619442,1.1178930341447557,7.238623084982328,7.0,2.0,1263.66,0.0282423467194044,2.75,0.05000000000000071,1.1274024414179458,0.6541464886910264,1.1066562978313974,6.736261942480372,6.0,2.0,1729.53,0.00231850954247248,3.0,-0.049999999999999156,0.39932822337949414,0.43123060860765966,1.011890815314434,6.756250333589404,9.0,2.0,1997.1,0.018806809881393938,2.5,-0.04999999999999927,0.5082715526071566,0.9262031330137411,1.0966589920115803,5.78691867459944,8.0,2.0,2450.58,0.028942416975124452,2.75,-0.049999999999998934,0.4606369067961813,0.6634115588698394,1.078605006175287,6.891532212671131,9.0,2.0,2801.97,0.03878105694565992,2.25,-0.04999999999999849,0.5116959165850359,1.5944300135757603,1.0819956650308624,5.8716731875583426,1776485405,,False,1,0a71d_00000,2026-04-18_05-10-05,185.40620112419128,185.40620112419128,1781939,cnl-brain9,155.198.99.250,185.40620112419128,1,0.1,0.2,0.5,0a71d_00000
1,9.0,2.0,53.85,0.06408133835418806,4.5,-0.049999999999998934,0.6354380096995902,1.468088566164565,1.1477528900796743,5.3903726154144005,9.0,2.0,469.62,0.04673768335013495,7.5,-0.049999999999998934,0.5411986594019851,0.957074569091463,1.1821300470199454,7.638544330172707,9.0,2.0,866.28,0.08727738359196824,5.0,-0.04999999999999938,0.7541036082402077,0.4105941058020637,1.1138805473736038,7.1097169459694545,8.0,2.0,1305.48,-0.01827301614349519,7.25,-0.04999999999999938,1.068671679319444,0.4593134818511322,1.092224104229009,6.752179398624145,7.0,2.0,1756.02,-0.01461532966897705,5.0,-0.049999999999999156,0.40174914453381216,0.39524293058243504,1.125753106287436,6.504853469920184,7.0,2.0,2125.2,0.051700632516525125,5.75,-0.04999999999999927,0.46676574616333866,0.8060532337549401,1.0406041388749563,6.5959741078738245,6.0,2.0,2503.41,0.023313007753254844,2.75,1.1500000000000004,0.41938028176495795,0.9194897195065044,1.026102934745522,6.748668458286731,6.0,2.0,2998.77,0.02339163566193747,3.0,2.550000000000001,0.4124050474394265,0.9177892457828446,1.0253881507960385,6.017223040706701,1776485413,,False,1,0a71d_00001,2026-04-18_05-10-13,193.24957871437073,193.24957871437073,1781940,cnl-brain9,155.198.99.250,193.24957871437073,1,0.1,0.25,0.5,0a71d_00001
2,9.0,2.0,49.71,0.04406852570966935,4.5,-0.049999999999998934,0.6278667687905028,1.3344143041166738,1.1726126743926546,5.9863450595652745,9.0,2.0,425.43,0.02068382705456262,4.5,0.050000000000001155,0.6935130366151516,2.1793256620515367,1.1392275644514749,7.120817430500723,9.0,2.0,813.0,-0.009284953788318173,4.5,-0.04999999999999938,0.6923627470953777,0.493051494335423,1.1268568105149885,7.189667694185192,9.0,2.0,1203.12,0.040790372801282615,2.75,0.05000000000000071,1.0320944630834021,0.8263916921173522,1.099708930499557,6.292030320708872,6.0,2.0,1680.75,0.04000567007454814,4.25,0.8500000000000008,1.0557279658179088,1.0358130905717249,0.9508818660723926,6.733737387113864,9.0,2.0,1980.54,0.02381847891070321,4.0,-0.04999999999999927,0.4821778198245972,1.0044468350974907,1.1177787291924866,5.669234546399635,5.0,1.0,2510.04,0.027838655087478514,1.75,1.1500000000000004,0.4785341302962144,0.9807107018775107,1.0104533275201502,6.928344826075331,7.0,2.0,2856.24,0.010422987237367565,3.0,-0.04999999999999849,0.4000436553915163,1.9843762486399592,1.0825522079140228,6.610680714061645,1776485409,,False,1,0a71d_00002,2026-04-18_05-10-09,189.20307993888855,189.20307993888855,1781941,cnl-brain9,155.198.99.250,189.20307993888855,1,0.1,0.30000000000000004,0.5,0a71d_00002
3,9.0,2.0,47.58,0.05768780841741483,5.0,-0.049999999999998934,0.587950658638893,1.3399466195505434,1.174402275118311,6.055389900083316,9.0,2.0,420.93,0.033526554514720086,6.0,-0.049999999999998934,0.6726539739799766,0.8421054667519237,1.1548266578097937,7.0241002592548725,9.0,2.0,807.66,0.02410209858465162,8.0,-0.04999999999999938,0.7390901822859934,0.39858278106810563,1.1322187350743063,7.500894111715304,9.0,2.0,1200.87,0.01781108080550009,2.25,0.05000000000000071,1.0788951794383617,0.8123034984965553,1.0880926532788204,6.763857067846942,8.0,2.0,1585.74,0.062083576104854155,5.75,-0.049999999999999156,0.48506517487726253,0.6131006300095682,1.1101491426672447,6.048784365611742,8.0,2.0,1987.68,0.0059145869591893385,2.5,-0.04999999999999927,0.5608333537621397,0.9100447401452039,0.9866829407923476,6.329404218961174,0.0,0.0,,,0.75,1.1500000000000004,0.5702019797863751,0.9449322195929127,,6.477412848431325,9.0,2.0,2783.82,0.045121259971791616,5.25,-0.04999999999999849,0.5153834834795381,1.8946793400165163,1.0733999501515865,6.6439801017809135,1776485407,,False,1,0a71d_00003,2026-04-18_05-10-07,187.39234924316406,187.39234924316406,1781943,cnl-brain9,155.198.99.250,187.39234924316406,1,0.1,0.35000000000000003,0.5,0a71d_00003
4,9.0,2.0,54.42,0.0068985717048164474,5.25,-0.049999999999998934,0.5511431537046736,1.4972940591253465,1.1562644192523328,5.919291800230382,9.0,1.0,443.04,-0.01589663412151987,7.0,0.050000000000001155,0.5962160710537812,2.3339340888999933,1.1576813662866747,7.4217985428219055,9.0,2.0,821.16,0.08993674786887373,5.0,-0.04999999999999938,0.8164451925596197,0.561770795642568,1.1279667131490547,6.961528032700176,9.0,2.0,1205.22,0.05624632974650279,6.0,-0.04999999999999938,1.0333785352971647,0.4604113537743689,1.0928884419459801,6.56177517857768,9.0,2.0,1595.1,0.01709124200540657,7.0,-0.049999999999999156,0.418510680145582,0.6331725888178763,1.1783550836677317,6.850100849976218,8.0,3.0,1990.53,0.9879180880871512,7.5,-0.04999999999999927,0.36305614513688333,0.8582963766239353,1.1011616149496772,7.206812739138244,7.0,2.0,2429.88,0.05489754677952963,3.25,1.1500000000000004,0.3511059003313337,1.015130197583123,1.051540014501294,6.694846561036712,7.0,2.0,2804.22,0.017693021136558684,5.5,-0.04999999999999849,0.36713435690121177,2.689463792418681,1.120026762454638,6.607747472601111,1776485411,,False,1,0a71d_00004,2026-04-18_05-10-11,191.47163701057434,191.47163701057434,1781942,cnl-brain9,155.198.99.250,191.47163701057434,1,0.1,0.4,0.5,0a71d_00004
5,2.0,1.0,45.45,0.04398920271402629,1.0,0.05000000000000071,0.6934956822948029,1.0719619090947488,0.7670408984129473,3.728250450797354,1.0,1.0,443.91,0.03811535128042598,1.25,0.2500000000000009,1.065291030985414,1.177564591744287,0.8268409231243898,4.333056363028319,1.0,1.0,832.53,0.02176480409182302,1.25,0.5500000000000012,1.315852406620139,1.3021382316188275,0.8651903380542665,4.284970449541589,2.0,2.0,1263.24,-0.005254082822103268,1.0,0.05000000000000071,1.8737805296766434,0.7765455659840305,0.895719328727988,4.3288180305677875,3.0,1.0,1608.21,0.04677564523334876,1.0,0.8500000000000008,3.1266192296348625,0.8664719795154315,0.8993287205663529,3.69761599817067,3.0,2.0,2011.98,-0.017520136996102775,1.0,-0.04999999999999927,1.6308333595233906,0.816551986818257,0.9276667846085828,3.7059078542783332,2.0,1.0,2409.0,0.017355796357515274,1.25,1.1500000000000004,1.617360758461302,0.8160846579057898,0.950053080288249,4.406946462243834,1.0,1.0,2876.91,0.034923098425823085,1.0,2.550000000000001,1.6037770160316178,0.8182737304709409,0.9552558393424513,4.359622440314435,1776485399,,False,1,0a71d_00005,2026-04-18_05-09-59,179.49656176567078,179.49656176567078,1781946,cnl-brain9,155.198.99.250,179.49656176567078,1,0.1,0.2,0.875,0a71d_00005
6,3.0,1.0,55.14,0.051153799673080425,1.25,0.05000000000000071,0.7552477549337406,1.1829083717466682,0.8527017245330604,4.37088491214884,1.0,1.0,704.97,0.023059211295342052,1.0,0.15000000000000124,0.7841214679007709,1.4676662484426022,0.9363244404914973,4.995953876559168,2.0,2.0,860.16,-0.001505470396530928,1.5,0.45000000000000107,1.019808974042454,1.192134073628568,0.953975417670322,6.009350519970125,2.0,2.0,1205.94,0.07309231992175702,1.0,1.0500000000000012,1.7956068028888308,1.331623252482521,1.0195776304374502,5.6693602703717545,3.0,1.0,1588.32,0.034125795416309224,1.25,1.8500000000000012,1.6947250355506487,1.3445332089977315,0.9954054577780633,5.4429220360346955,3.0,2.0,1972.65,0.000653471402714878,1.5,-0.04999999999999927,0.5501207279893179,0.941742970916897,1.0242514031891308,5.2321217243397244,3.0,1.0,2510.85,0.05089555867388995,1.0,1.1500000000000004,0.53661405398434,0.9386909872414652,1.0296700559671912,4.934631922696261,3.0,1.0,2790.0,0.03004560051085914,1.0,-0.4499999999999984,1.3522656690021915,1.1466107068999216,1.0361129915119385,5.081301975392794,1776485414,,False,1,0a71d_00006,2026-04-18_05-10-14,194.27932357788086,194.27932357788086,1781947,cnl-brain9,155.198.99.250,194.27932357788086,1,0.1,0.25,0.875,0a71d_00006
7,3.0,2.0,51.09,0.07342672126868344,1.25,-0.049999999999998934,0.6060314497854891,1.307793254405431,0.865732292272249,4.464860644518823,3.0,1.0,466.47,0.0629753179422301,1.25,0.15000000000000124,0.5861237447185093,1.7260877516996036,1.036121980230517,6.671360183275617,3.0,2.0,850.83,0.04382135357739081,1.25,0.5500000000000012,1.135309701285649,2.2590226186177205,1.053081330370655,6.563994354890067,6.0,1.0,1232.13,0.07867897973619442,1.25,0.05000000000000071,1.919350057652877,0.7635100230777714,1.033163093250751,5.66120002318826,5.0,1.0,1652.19,0.04338020014227251,1.25,-0.049999999999999156,1.652887525170639,0.3741925541129518,1.0465515592249024,5.419054016843699,5.0,2.0,2036.4,0.02801128252285201,1.5,-0.04999999999999927,0.4766807322214144,0.7463935368832261,0.9797899612013327,5.308657177292788,5.0,2.0,2514.81,0.02523678782579175,1.75,-0.049999999999998934,0.44176439003393053,0.509815626082563,1.0201559680589432,5.161040849590827,4.0,2.0,2895.87,0.03727973239233595,1.5,1.3500000000000014,0.42776859544756096,0.3659777847648713,0.9870608177271413,5.359899372727484,1776485409,,False,1,0a71d_00007,2026-04-18_05-10-09,189.15984439849854,189.15984439849854,1781945,cnl-brain9,155.198.99.250,189.15984439849854,1,0.1,0.30000000000000004,0.875,0a71d_00007
8,3.0,1.0,55.29,0.02222199567412142,1.25,-0.049999999999998934,0.5542770118970575,1.1896913877545099,0.879056429721851,4.440636543893443,5.0,1.0,440.31,0.050678803098832326,1.25,0.050000000000001155,0.8075305384561857,1.0531478364805402,1.110269897544549,6.604871051308355,5.0,1.0,823.56,0.027198858667548897,1.5,0.05000000000000071,1.1646800993099204,0.7633835778426827,1.079289381263659,6.213457282577832,6.0,2.0,1215.69,0.0444049004875966,1.75,0.05000000000000071,1.4781065442016623,0.8276669971403536,1.0772936804628293,6.118617123313195,6.0,2.0,1618.02,-0.009615176256085878,1.5,-0.049999999999999156,0.5245391469715934,0.5166170414924495,1.0044911552560396,5.848211852418643,4.0,1.0,2042.67,0.020226110663229435,1.5,0.9500000000000008,0.5687421563173076,0.6173391868917684,0.9789072948069112,5.828108074016722,4.0,1.0,2564.1,0.016832267743292384,1.5,2.250000000000001,0.5369623914411759,1.280495945732053,0.9469421334250339,4.82416538061503,5.0,1.0,2791.83,0.03865569891238341,1.5,-0.04999999999999849,0.8203679619893776,1.9513951817096962,0.9589522360703223,4.682192120105162,1776485401,,False,1,0a71d_00008,2026-04-18_05-10-01,181.29139947891235,181.29139947891235,1781944,cnl-brain9,155.198.99.250,181.29139947891235,1,0.1,0.35000000000000003,0.875,0a71d_00008
9,3.0,1.0,56.34,0.0758967597486695,1.75,0.05000000000000071,0.6058623548154034,1.2216506531289866,0.87825656600381,5.07919667820296,3.0,1.0,485.4,0.05515599884060052,1.0,0.15000000000000124,0.7246239569725139,1.972659240136632,1.1000413081627485,6.088213828305337,5.0,2.0,871.89,0.06230841192187242,1.75,0.1500000000000008,1.1097951399600956,0.9191590975417551,1.0827159224158214,6.387811574013721,7.0,2.0,1260.87,0.04821280036613862,2.0,0.05000000000000071,1.3442294089135656,0.7751967599663555,1.0911166710330955,6.095934110646067,7.0,2.0,1719.63,0.0544030399508284,2.0,0.05000000000000093,0.6325984160296774,1.045311724425352,1.06994563786771,5.966528856846124,7.0,2.0,2093.64,0.028042640179223977,2.0,0.05000000000000071,0.46669406417540193,2.420025927861797,1.0147150039865425,5.8848493070338375,7.0,2.0,2542.38,0.01278734126589054,1.75,-0.049999999999998934,0.4422077309081711,0.5142073345900393,1.0741313824115366,6.307487712775129,6.0,2.0,2918.58,0.04827324793480603,1.75,-0.04999999999999849,0.4272083549712282,1.45710479929577,1.0303833318815832,5.648500796179312,1776485411,,False,1,0a71d_00009,2026-04-18_05-10-11,191.90538883209229,191.90538883209229,1781950,cnl-brain9,155.198.99.250,191.90538883209229,1,0.1,0.4,0.875,0a71d_00009
