,metric/num_BTSP_events_(single),metric/num_BTSP_positions_(single),metric/first_BTSP_time_(single),metric/first_BTSP_relative_position_(single),metric/max_BTSP_ramp_(single),metric/PC_weight_peak_relative_position_(single),metric/PC_weight_width_(single),metric/PC_weight_ratio_pre_post_(single),metric/max_normalization_(single),metric/98th_percentile_firingrate_(single),metric/num_BTSP_events_(reverse),metric/num_BTSP_positions_(reverse),metric/first_BTSP_time_(reverse),metric/first_BTSP_relative_position_(reverse),metric/max_BTSP_ramp_(reverse),metric/PC_weight_peak_relative_position_(reverse),metric/PC_weight_width_(reverse),metric/PC_weight_ratio_pre_post_(reverse),metric/max_normalization_(reverse),metric/98th_percentile_firingrate_(reverse),metric/num_BTSP_events_(back_and_forth),metric/num_BTSP_positions_(back_and_forth),metric/first_BTSP_time_(back_and_forth),metric/first_BTSP_relative_position_(back_and_forth),metric/max_BTSP_ramp_(back_and_forth),metric/PC_weight_peak_relative_position_(back_and_forth),metric/PC_weight_width_(back_and_forth),metric/PC_weight_ratio_pre_post_(back_and_forth),metric/max_normalization_(back_and_forth),metric/98th_percentile_firingrate_(back_and_forth),timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/proximal_BTSP_lr,config/inhibitory_input_filter_tau,config/inhibitory_weight,logdir
14,1.0,1.0,58.92,0.009720026676264926,1.0,-0.049999999999998934,0.467237699576589,1.1685100649361893,0.725239823701767,1.9823365071503036,1.0,1.0,521.31,0.002923179095691175,1.0,0.05000000000000071,0.4909398021326794,1.001641958024107,0.7994081697198984,3.863358997021835,0.0,0.0,,,0.0,0.05000000000000071,0.4909398021326794,1.001641958024107,,4.014132110407815,1776483561,,False,1,00146_00014,2026-04-18_04-39-21,76.9956419467926,76.9956419467926,1688169,cnl-brain9,155.198.99.250,76.9956419467926,1,0.1,0.4,1.25,00146_00014
15,0.0,0.0,,,0.75,,0.0,,,0.753681013139684,0.0,0.0,,,0.5,,0.0,,,0.7558701652672595,0.0,0.0,,,0.5,,0.0,,,0.7579059303537662,1776483561,,False,1,00146_00015,2026-04-18_04-39-21,77.22436094284058,77.22436094284058,1688171,cnl-brain9,155.198.99.250,77.22436094284058,1,0.1,0.2,1.625,00146_00015
16,0.0,0.0,,,0.75,,0.0,,,0.7569515804342296,0.0,0.0,,,0.75,,0.0,,,0.750099466217848,0.0,0.0,,,0.75,,0.0,,,0.7573041224457465,1776483561,,False,1,00146_00016,2026-04-18_04-39-21,77.27335286140442,77.27335286140442,1688170,cnl-brain9,155.198.99.250,77.27335286140442,1,0.1,0.25,1.625,00146_00016
17,0.0,0.0,,,0.75,,0.0,,,0.7512672904021056,0.0,0.0,,,0.75,,0.0,,,0.7546505701892204,0.0,0.0,,,0.75,,0.0,,,0.7540802155206451,1776483564,,False,1,00146_00017,2026-04-18_04-39-24,79.47320365905762,79.47320365905762,1688172,cnl-brain9,155.198.99.250,79.47320365905762,1,0.1,0.30000000000000004,1.625,00146_00017
18,1.0,1.0,104.46,0.020172244803003725,1.0,-0.049999999999998934,0.5683681394057385,1.1053719948940723,0.7206720563785639,1.5366099445910684,0.0,0.0,,,0.5,-0.049999999999998934,0.5683681394057385,1.1053719948940723,,2.146191314846326,0.0,0.0,,,0.25,-0.049999999999998934,0.5683681394057385,1.1053719948940723,,1.97186984145711,1776483560,,False,1,00146_00018,2026-04-18_04-39-20,75.48590540885925,75.48590540885925,1688179,cnl-brain9,155.198.99.250,75.48590540885925,1,0.1,0.35000000000000003,1.625,00146_00018
19,1.0,1.0,192.21,0.020549446420864648,1.0,-0.049999999999998934,0.5882769288732819,1.093969144114537,0.7205395819707129,1.3622300309224846,0.0,0.0,,,0.75,-0.049999999999998934,0.5882769288732819,1.093969144114537,,2.1379238476896716,0.0,0.0,,,0.0,-0.049999999999998934,0.5882769288732819,1.093969144114537,,2.0448411989480952,1776483562,,False,1,00146_00019,2026-04-18_04-39-22,78.23098301887512,78.23098301887512,1688185,cnl-brain9,155.198.99.250,78.23098301887512,1,0.1,0.4,1.625,00146_00019
20,0.0,0.0,,,0.5,,0.0,,,0.7508386429206301,0.0,0.0,,,0.25,,0.0,,,0.7550301346347525,0.0,0.0,,,0.5,,0.0,,,0.7539541035033253,1776483562,,False,1,00146_00020,2026-04-18_04-39-22,78.08004951477051,78.08004951477051,1688176,cnl-brain9,155.198.99.250,78.08004951477051,1,0.1,0.2,2.0,00146_00020
21,0.0,0.0,,,0.5,,0.0,,,0.7503555690673819,0.0,0.0,,,0.5,,0.0,,,0.7539378374785302,0.0,0.0,,,0.5,,0.0,,,0.7502030067440077,1776483564,,False,1,00146_00021,2026-04-18_04-39-24,79.5089168548584,79.5089168548584,1688175,cnl-brain9,155.198.99.250,79.5089168548584,1,0.1,0.25,2.0,00146_00021
22,0.0,0.0,,,0.75,,0.0,,,0.7488633388142123,0.0,0.0,,,0.75,,0.0,,,0.7492619016227231,0.0,0.0,,,0.75,,0.0,,,0.7466568635977286,1776483562,,False,1,00146_00022,2026-04-18_04-39-22,77.83564925193787,77.83564925193787,1688196,cnl-brain9,155.198.99.250,77.83564925193787,1,0.1,0.30000000000000004,2.0,00146_00022
23,0.0,0.0,,,0.75,,0.0,,,0.7487783270967542,0.0,0.0,,,0.75,,0.0,,,0.7495722315497355,0.0,0.0,,,0.75,,0.0,,,0.7493182203640408,1776483560,,False,1,00146_00023,2026-04-18_04-39-20,75.5728018283844,75.5728018283844,1688187,cnl-brain9,155.198.99.250,75.5728018283844,1,0.1,0.35000000000000003,2.0,00146_00023
