,metric/num_BTSP_events_(moved_0),metric/num_BTSP_positions_(moved_0),metric/first_BTSP_time_(moved_0),metric/first_BTSP_relative_position_(moved_0),metric/max_BTSP_ramp_(moved_0),metric/PC_weight_peak_relative_position_(moved_0),metric/PC_weight_FWHM_(moved_0),metric/PC_weight_ratio_pre_post_(moved_0),metric/num_BTSP_events_(moved_1),metric/num_BTSP_positions_(moved_1),metric/first_BTSP_time_(moved_1),metric/first_BTSP_relative_position_(moved_1),metric/max_BTSP_ramp_(moved_1),metric/PC_weight_peak_relative_position_(moved_1),metric/PC_weight_FWHM_(moved_1),metric/PC_weight_ratio_pre_post_(moved_1),metric/num_BTSP_events_(moved_2),metric/num_BTSP_positions_(moved_2),metric/first_BTSP_time_(moved_2),metric/first_BTSP_relative_position_(moved_2),metric/max_BTSP_ramp_(moved_2),metric/PC_weight_peak_relative_position_(moved_2),metric/PC_weight_FWHM_(moved_2),metric/PC_weight_ratio_pre_post_(moved_2),metric/num_BTSP_events_(moved_3),metric/num_BTSP_positions_(moved_3),metric/first_BTSP_time_(moved_3),metric/first_BTSP_relative_position_(moved_3),metric/max_BTSP_ramp_(moved_3),metric/PC_weight_peak_relative_position_(moved_3),metric/PC_weight_FWHM_(moved_3),metric/PC_weight_ratio_pre_post_(moved_3),metric/num_BTSP_events_(moved_4),metric/num_BTSP_positions_(moved_4),metric/first_BTSP_time_(moved_4),metric/first_BTSP_relative_position_(moved_4),metric/max_BTSP_ramp_(moved_4),metric/PC_weight_peak_relative_position_(moved_4),metric/PC_weight_FWHM_(moved_4),metric/PC_weight_ratio_pre_post_(moved_4),metric/num_BTSP_events_(moved_5),metric/num_BTSP_positions_(moved_5),metric/first_BTSP_time_(moved_5),metric/first_BTSP_relative_position_(moved_5),metric/max_BTSP_ramp_(moved_5),metric/PC_weight_peak_relative_position_(moved_5),metric/PC_weight_FWHM_(moved_5),metric/PC_weight_ratio_pre_post_(moved_5),metric/num_BTSP_events_(moved_6),metric/num_BTSP_positions_(moved_6),metric/first_BTSP_time_(moved_6),metric/first_BTSP_relative_position_(moved_6),metric/max_BTSP_ramp_(moved_6),metric/PC_weight_peak_relative_position_(moved_6),metric/PC_weight_FWHM_(moved_6),metric/PC_weight_ratio_pre_post_(moved_6),metric/num_BTSP_events_(moved_7),metric/num_BTSP_positions_(moved_7),metric/first_BTSP_time_(moved_7),metric/first_BTSP_relative_position_(moved_7),metric/max_BTSP_ramp_(moved_7),metric/PC_weight_peak_relative_position_(moved_7),metric/PC_weight_FWHM_(moved_7),metric/PC_weight_ratio_pre_post_(moved_7),timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/soma_BTSP_lr,config/inhibit_input_filter_tau,config/inhibit_weight,logdir
0,2.0,2.0,104.94000000000321,-0.015412454676173137,1.25,-0.049999999999998934,0.740864799075514,1.155622283403511,1.0,1.0,323.9699999999471,0.009612568667473731,1.0,0.050000000000001155,0.7613532809498111,1.1235623130888917,2.0,2.0,588.029999999707,-0.002034044637177601,1.25,0.45000000000000107,1.083256085046051,1.5094179807007477,3.0,1.0,837.5399999994801,0.0083454053756582,1.25,0.05000000000000071,1.7827391175924368,0.9975131112183026,4.0,1.0,1084.2599999992558,0.010408836743516447,1.25,0.05000000000000093,2.633961120170858,0.8442619858842343,4.0,2.0,1320.2399999990412,0.01311349376141513,1.25,-0.04999999999999927,3.3860188978279533,0.6952766619848365,3.0,1.0,1581.6299999988034,0.04789292113694632,1.25,-4.85,0.7540955631650621,0.7482797389387401,3.0,1.0,1856.6999999985533,-0.005063330968666069,1.25,-3.449999999999999,0.6947667443525205,0.7707810484052434,1748701428,,False,1,79730_00000,2025-05-31_15-23-48,164.72007989883423,164.72007989883423,1571013,cnl-brain9,155.198.99.250,164.72007989883423,1,0.12,0.2,0.8,79730_00000
1,3.0,2.0,41.49000000000081,0.0310771454211749,1.0,-0.049999999999998934,0.6536578828001822,1.147857974966658,2.0,1.0,320.2199999999505,0.05549011494562306,1.0,0.050000000000001155,0.7666662932164643,1.0925723612201026,3.0,2.0,565.0199999997279,0.008896369551979255,1.5,0.05000000000000071,1.0809533320989768,0.7368029062368846,3.0,2.0,851.1899999994677,0.026700935403429327,1.25,-0.04999999999999938,1.6529018864911489,0.4179842417128904,4.0,1.0,1098.6599999992427,-0.01261381126945249,1.75,-0.049999999999999156,2.4809067609797735,0.627022204190242,5.0,2.0,1297.289999999062,0.029582694427662926,1.5,0.05000000000000071,0.6160158235111751,1.6889472501461857,4.0,2.0,1574.0699999988103,0.04335607322452617,1.25,-0.049999999999998934,0.6525165753802096,0.5007262290176829,0.0,0.0,,,0.75,1.3500000000000014,0.6525165753802096,0.5007262290176829,1748701436,,False,1,79730_00001,2025-05-31_15-23-56,172.34524154663086,172.34524154663086,1571014,cnl-brain9,155.198.99.250,172.34524154663086,1,0.12,0.25,0.8,79730_00001
2,3.0,1.0,82.68000000000237,0.04454162839371101,1.0,0.05000000000000071,0.8989942881744328,1.0582176286726053,2.0,1.0,327.0299999999443,0.033953735572474386,1.0,0.050000000000001155,0.9315621334996957,1.1239924133481487,4.0,2.0,566.8199999997263,0.013235659686750445,1.75,0.05000000000000071,1.1659830960813409,0.7162135556388143,5.0,2.0,818.5799999994973,0.0524563541208698,1.5,-0.04999999999999938,1.2390758657231191,0.4852607704379097,5.0,1.0,1061.7599999992763,0.011281829468712923,1.5,-0.049999999999999156,1.7934219439127228,0.47939363097859905,5.0,1.0,1328.069999999034,0.011143135797377468,1.25,-0.04999999999999927,0.6134603782688819,0.7826582839400026,2.0,1.0,1692.8699999987023,0.0055874121589170045,1.5,-4.85,0.6068551673406181,0.7802947854692998,1.0,1.0,2001.4799999984216,0.022902448834120293,1.0,-3.449999999999999,0.6068551673406181,0.7802947854692998,1748701442,,False,1,79730_00002,2025-05-31_15-24-02,178.72517895698547,178.72517895698547,1571015,cnl-brain9,155.198.99.250,178.72517895698547,1,0.12,0.30000000000000004,0.8,79730_00002
3,4.0,2.0,40.17000000000076,0.03606748274537486,2.0,-0.049999999999998934,0.7305935954939176,1.222642334954391,5.0,1.0,329.4599999999421,-0.02895760661983493,1.5,0.050000000000001155,0.8549786583539469,1.3465735980294238,5.0,1.0,562.1099999997306,0.046777770951969,1.25,0.1500000000000008,1.1137871472486256,0.9267494046502456,6.0,1.0,802.9499999995115,0.010499370018809628,1.75,0.1500000000000008,1.3919310645192091,0.6908898532385408,4.0,1.0,1108.5899999992337,-0.018228516468562717,1.75,-0.049999999999999156,2.1201792820743153,0.41957286623617773,3.0,1.0,1396.319999998972,0.028956759542869803,1.25,0.9500000000000008,2.081091884838645,0.29373834406834615,5.0,2.0,1581.5699999988035,0.024011752679924392,2.0,-3.849999999999999,0.6003471255196162,0.31641114750359073,4.0,1.0,1822.2599999985846,0.016130749238973507,2.0,-0.04999999999999849,0.630697123002089,2.256690184631219,1748701440,,False,1,79730_00003,2025-05-31_15-24-00,176.27092266082764,176.27092266082764,1571016,cnl-brain9,155.198.99.250,176.27092266082764,1,0.12,0.35000000000000003,0.8,79730_00003
4,3.0,2.0,113.76000000000354,-0.0018251430373044109,1.75,0.05000000000000071,0.762657402138688,1.5408699117756193,5.0,1.0,327.6299999999438,-0.0060493529669405355,1.75,0.050000000000001155,0.7948921269562468,1.7232052918780243,7.0,1.0,577.2599999997168,0.021842383236937657,1.5,0.05000000000000071,1.021067876347249,0.6883834032961935,6.0,1.0,848.3999999994702,0.03980861421405013,2.0,0.05000000000000071,1.2518018110623697,0.687860282887079,4.0,1.0,1087.1699999992532,0.041802737824537584,2.0,-0.049999999999999156,1.94679542897749,0.4131856923096306,5.0,2.0,1330.9499999990314,0.005078902480133984,1.75,-0.04999999999999927,0.5595538876204792,0.8477289158196805,3.0,1.0,1693.3799999987018,0.03932882133886828,1.5,-4.85,0.5557461734448035,0.8442629446684625,1.0,1.0,1960.259999998459,0.039419966165819886,1.0,-3.449999999999999,0.5393088989889542,0.8360009405753183,1748701448,,False,1,79730_00004,2025-05-31_15-24-08,184.34873628616333,184.34873628616333,1571017,cnl-brain9,155.198.99.250,184.34873628616333,1,0.12,0.4,0.8,79730_00004
5,1.0,1.0,76.95000000000215,-0.017362174530674235,1.0,-0.049999999999998934,0.7560222001915426,1.3024648084065704,1.0,1.0,350.30999999992315,0.03277820485518124,1.0,0.15000000000000124,0.8432926628756432,1.496299483632196,2.0,1.0,593.6099999997019,0.037937460063259376,1.0,0.1500000000000008,1.0895615628443496,0.8397186841952066,2.0,1.0,869.0699999994514,0.04355364578481291,1.0,0.7500000000000009,1.7814973156494844,0.9879499490023367,2.0,1.0,1231.319999999122,0.02803162539299775,1.0,-0.049999999999999156,2.514972825305672,0.5494716785221385,3.0,2.0,1360.2599999990048,-0.013679641629138595,1.25,-0.04999999999999927,0.6452024454749896,0.9915340527947715,2.0,1.0,1650.209999998741,0.031793200119771825,1.25,-4.85,0.650541370578944,0.9886758525833805,2.0,1.0,1986.4199999984353,0.007543449750814446,1.25,-3.449999999999999,0.6529271342321963,0.9909993959526078,1748701438,,False,1,79730_00005,2025-05-31_15-23-58,174.35145616531372,174.35145616531372,1571018,cnl-brain9,155.198.99.250,174.35145616531372,1,0.12,0.2,0.9,79730_00005
6,2.0,2.0,46.320000000000995,0.01466796691920802,1.25,-0.049999999999998934,0.7681292754886941,1.1384075903698216,1.0,1.0,396.02999999988157,0.013733807564494604,1.25,0.15000000000000124,0.9486281852721543,1.26114460585417,1.0,1.0,607.0799999996897,-0.0009531362828121281,1.25,0.5500000000000012,1.2093340456174144,1.4126192479649828,2.0,1.0,912.0299999994123,0.04011667685773368,1.25,1.1500000000000012,1.887586313085973,1.4191688599623538,2.0,1.0,1086.4499999992538,0.021704319793233173,1.25,1.9500000000000013,2.7370775267976897,1.3993691989867765,2.0,1.0,1328.189999999034,0.03787245117016047,1.25,2.950000000000001,2.5654896398864353,1.3903891267801278,2.0,1.0,1661.7599999987306,0.011825610512562257,1.25,-1.8499999999999988,2.595359821332689,1.445885050668636,1.0,1.0,1873.439999998538,0.02170146601380374,1.0,-0.4499999999999984,2.800146868311457,0.9082993651944572,1748701429,,False,1,79730_00006,2025-05-31_15-23-49,165.21012902259827,165.21012902259827,1571023,cnl-brain9,155.198.99.250,165.21012902259827,1,0.12,0.25,0.9,79730_00006
7,3.0,2.0,49.38000000000111,0.008347436403335351,1.25,0.05000000000000071,0.9246884743461767,1.0945151504168582,2.0,1.0,436.1399999998451,0.02816134124047176,1.0,0.15000000000000124,0.9746069133139481,1.4669287656620187,4.0,1.0,572.7899999997209,0.03265087320387261,1.0,0.1500000000000008,1.20419006158764,0.8788666077903713,3.0,2.0,819.2999999994967,0.05366853159389917,1.25,-0.04999999999999938,1.619939986421921,0.4929809607669947,1.0,1.0,1266.65999999909,0.03142514235851612,1.0,0.7500000000000007,1.619939986421921,0.4929809607669947,3.0,1.0,1404.1199999989649,0.024876608034409164,1.25,1.7500000000000007,1.6309578873593198,0.5205893935063536,6.0,1.0,1606.6499999987807,0.02795364374970344,1.25,0.0500000000000016,0.6722627782995065,1.0668754061156969,4.0,1.0,1888.1699999985246,0.008416090808335497,1.5,1.450000000000002,0.6389177798880779,0.9100222057926759,1748701450,,False,1,79730_00007,2025-05-31_15-24-10,186.49237442016602,186.49237442016602,1571022,cnl-brain9,155.198.99.250,186.49237442016602,1,0.12,0.30000000000000004,0.9,79730_00007
8,3.0,1.0,48.660000000001084,0.02445628171329517,1.25,0.05000000000000071,1.0982350896240396,1.0197117476381041,2.0,1.0,321.38999999994945,0.019955575921806634,1.25,0.050000000000001155,1.018939014849217,1.131915653611628,4.0,2.0,591.5699999997038,-0.01924151565388188,1.75,0.05000000000000071,1.1920462649492327,0.7240156256884556,4.0,2.0,841.4099999994766,0.005081268629401503,1.75,0.05000000000000071,1.4664078459265104,0.7952644144592202,1.0,1.0,1240.5599999991136,0.02165839818608628,1.25,0.7500000000000007,1.5188033900353632,0.49403507517841266,4.0,2.0,1339.9199999990233,0.010690101229475335,1.25,-0.04999999999999927,0.5719072171840032,0.9160332882031963,3.0,1.0,1713.029999998684,0.02922270481436584,1.25,-4.85,0.5667306524546258,0.9128804014366358,3.0,1.0,1854.3599999985554,0.029499293040921692,1.5,-3.449999999999999,0.54718105809684,0.9216628673374329,1748701443,,False,1,79730_00008,2025-05-31_15-24-03,179.7328085899353,179.7328085899353,1571021,cnl-brain9,155.198.99.250,179.7328085899353,1,0.12,0.35000000000000003,0.9,79730_00008
9,3.0,1.0,44.52000000000093,0.03685542743410464,1.25,-0.049999999999998934,0.6971389891731699,1.2563598603379849,4.0,1.0,320.2499999999505,0.021263358366425233,1.25,0.15000000000000124,0.899452474113343,2.2112062154841094,4.0,1.0,602.7299999996936,0.010495180997324383,1.5,0.1500000000000008,1.0412193420700784,0.9017953497858909,5.0,2.0,884.6399999994372,0.0054417905080752504,1.75,0.05000000000000071,1.5085456331843043,0.8322588987490989,4.0,1.0,1196.6399999991536,0.009147070631771115,1.25,0.8500000000000008,2.136629990245888,0.9300305625153888,5.0,2.0,1366.3499999989992,-0.00625628536313938,1.5,-0.04999999999999927,0.6130676355070319,0.9685439314459237,6.0,1.0,1639.289999998751,0.04015183332846828,1.5,0.0500000000000016,0.6062954470513455,1.2754285946585242,4.0,1.0,1956.6299999984624,0.041473120699957455,1.75,1.450000000000002,0.5794981432056598,1.2619442665035567,1748701448,,False,1,79730_00009,2025-05-31_15-24-08,184.6367175579071,184.6367175579071,1571020,cnl-brain9,155.198.99.250,184.6367175579071,1,0.12,0.4,0.9,79730_00009
