,metric/num_BTSP_events,metric/num_BTSP_positions,metric/first_BTSP_time,metric/first_BTSP_relative_position,metric/max_BTSP_ramp,metric/PC_weight_peak_relative_position,metric/PC_weight_width,metric/PC_weight_ratio_pre_post,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/somatic_BTSP_lr,config/inhibitory_input_filter_tau,config/inhibitory_weight,logdir
315,1.0,1.0,250.1700000000087,0.006211452401838624,1.0,,0.0,,1759202300,,False,1,d7f4a_00315,2025-09-30_04-18-20,16.179699897766113,16.179699897766113,4029885,cnl-brain9,155.198.99.250,16.179699897766113,1,0.18,0.2,1.1,d7f4a_00315
316,1.0,1.0,110.31000000000341,0.007441123187407861,1.0,-0.049999999999998934,0.49529069649011737,1.0720620392122906,1759202300,,False,1,d7f4a_00316,2025-09-30_04-18-20,16.347077131271362,16.347077131271362,4029918,cnl-brain9,155.198.99.250,16.347077131271362,1,0.18,0.25,1.1,d7f4a_00316
317,1.0,1.0,44.55000000000093,-0.012461758903341114,1.0,-0.049999999999998934,0.4206636874853573,1.0937966327187034,1759202300,,False,1,d7f4a_00317,2025-09-30_04-18-20,15.631546974182129,15.631546974182129,4029890,cnl-brain9,155.198.99.250,15.631546974182129,1,0.18,0.30000000000000004,1.1,d7f4a_00317
318,1.0,1.0,46.380000000001,-0.0014863699991645163,1.25,-0.049999999999998934,0.42908920710014664,1.4959767201590075,1759202300,,False,1,d7f4a_00318,2025-09-30_04-18-20,16.02330732345581,16.02330732345581,4029792,cnl-brain9,155.198.99.250,16.02330732345581,1,0.18,0.35000000000000003,1.1,d7f4a_00318
319,2.0,1.0,52.02000000000121,0.010347325010161335,1.25,0.05000000000000071,1.0625714376079354,0.9588332834313925,1759202301,,False,1,d7f4a_00319,2025-09-30_04-18-21,16.500940084457397,16.500940084457397,4029886,cnl-brain9,155.198.99.250,16.500940084457397,1,0.18,0.4,1.1,d7f4a_00319
320,0.0,0.0,,,0.75,,0.0,,1759202300,,False,1,d7f4a_00320,2025-09-30_04-18-20,15.085583448410034,15.085583448410034,4029910,cnl-brain9,155.198.99.250,15.085583448410034,1,0.18,0.2,1.2,d7f4a_00320
321,1.0,1.0,111.39000000000345,0.007169934092010166,1.0,0.05000000000000071,0.7089815556689576,1.1872885741519228,1759202301,,False,1,d7f4a_00321,2025-09-30_04-18-21,16.397857666015625,16.397857666015625,4029921,cnl-brain9,155.198.99.250,16.397857666015625,1,0.18,0.25,1.2,d7f4a_00321
322,1.0,1.0,45.63000000000097,-0.00318732329760385,1.0,-0.049999999999998934,0.47755892872092565,1.2419217379565113,1759202301,,False,1,d7f4a_00322,2025-09-30_04-18-21,16.052959442138672,16.052959442138672,4029920,cnl-brain9,155.198.99.250,16.052959442138672,1,0.18,0.30000000000000004,1.2,d7f4a_00322
323,1.0,1.0,45.18000000000095,0.013450640605413344,1.25,0.05000000000000071,0.6418847274050159,1.2634325632894805,1759202300,,False,1,d7f4a_00323,2025-09-30_04-18-20,14.999644756317139,14.999644756317139,4029811,cnl-brain9,155.198.99.250,14.999644756317139,1,0.18,0.35000000000000003,1.2,d7f4a_00323
324,1.0,1.0,41.010000000000794,0.03458017247260514,1.0,0.05000000000000071,0.8387103236763314,0.9692660433856227,1759202301,,False,1,d7f4a_00324,2025-09-30_04-18-21,16.25386929512024,16.25386929512024,4029906,cnl-brain9,155.198.99.250,16.25386929512024,1,0.18,0.4,1.2,d7f4a_00324
325,2.0,2.0,43.56000000000089,0.015674119946885945,1.0,-0.049999999999998934,0.5398684777119174,1.4816911049026968,1759202301,,False,1,d7f4a_00325,2025-09-30_04-18-21,15.957579612731934,15.957579612731934,4029908,cnl-brain9,155.198.99.250,15.957579612731934,1,0.21,0.2,0.8,d7f4a_00325
326,2.0,1.0,46.74000000000101,0.014326721034598311,1.25,0.05000000000000071,0.5853058678448595,1.3480817049105849,1759202302,,False,1,d7f4a_00326,2025-09-30_04-18-22,16.8959903717041,16.8959903717041,4029907,cnl-brain9,155.198.99.250,16.8959903717041,1,0.21,0.25,0.8,d7f4a_00326
