,metric/num_BTSP_events,metric/num_BTSP_positions,metric/first_BTSP_time,metric/max_BTSP_ramp,metric/PC_weight_ratio_pre_post,metric/first_BTSP_relative_position,metric/PC_weight_peak_relative_position,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/soma_BTSP_lr,config/inhibit_input_filter_tau,config/inhibit_weight,logdir
0,1,1,152.310000000005,1.0,0.9081486400632842,-0.00553958621151196,0.049999999999998934,1747057683,,False,1,a6100_00000,2025-05-12_14-48-03,23.209296226501465,23.209296226501465,10440,cnl-brain9,155.198.99.250,23.209296226501465,1,0.12,0.2,1.1,a6100_00000
1,1,1,251.97000000000878,1.0,,-0.031800812326394645,,1747057684,,False,1,a6100_00001,2025-05-12_14-48-04,23.859365224838257,23.859365224838257,10441,cnl-brain9,155.198.99.250,23.859365224838257,1,0.12,0.25,1.1,a6100_00001
2,2,1,46.020000000000984,1.25,1.354296690918479,-0.012935128265201712,-0.05000000000000071,1747057686,,False,1,a6100_00002,2025-05-12_14-48-06,25.581834077835083,25.581834077835083,10442,cnl-brain9,155.198.99.250,25.581834077835083,1,0.12,0.30000000000000004,1.1,a6100_00002
3,2,1,42.54000000000085,1.25,1.3506097965030588,-0.009552567845038329,-0.05000000000000071,1747057687,,False,1,a6100_00003,2025-05-12_14-48-07,26.56403374671936,26.56403374671936,10443,cnl-brain9,155.198.99.250,26.56403374671936,1,0.12,0.35000000000000003,1.1,a6100_00003
4,2,1,48.150000000001064,1.25,0.9689663761748458,-0.0049571915546868794,0.049999999999998934,1747057686,,False,1,a6100_00004,2025-05-12_14-48-06,25.78056812286377,25.78056812286377,10444,cnl-brain9,155.198.99.250,25.78056812286377,1,0.12,0.4,1.1,a6100_00004
5,0,0,,0.75,,,,1747057686,,False,1,a6100_00005,2025-05-12_14-48-06,24.94498348236084,24.94498348236084,10445,cnl-brain9,155.198.99.250,24.94498348236084,1,0.12,0.2,1.2,a6100_00005
6,0,0,,0.75,,,,1747057679,,False,1,a6100_00006,2025-05-12_14-47-59,18.312401056289673,18.312401056289673,10446,cnl-brain9,155.198.99.250,18.312401056289673,1,0.12,0.25,1.2,a6100_00006
7,1,1,47.370000000001035,1.0,0.9602632722313408,-0.009655495705275463,0.049999999999998934,1747057685,,False,1,a6100_00007,2025-05-12_14-48-05,24.8325355052948,24.8325355052948,10447,cnl-brain9,155.198.99.250,24.8325355052948,1,0.12,0.30000000000000004,1.2,a6100_00007
8,1,1,46.74000000000101,1.0,1.031909753107822,0.023297323129136238,0.049999999999998934,1747057685,,False,1,a6100_00008,2025-05-12_14-48-05,24.319869995117188,24.319869995117188,10448,cnl-brain9,155.198.99.250,24.319869995117188,1,0.12,0.35000000000000003,1.2,a6100_00008
9,2,1,82.83000000000237,1.25,1.4079854955744482,-0.008972782466034168,-0.05000000000000071,1747057680,,False,1,a6100_00009,2025-05-12_14-48-00,19.91422986984253,19.91422986984253,10449,cnl-brain9,155.198.99.250,19.91422986984253,1,0.12,0.4,1.2,a6100_00009
