,metric/num_BTSP_events,metric/num_BTSP_positions,metric/first_BTSP_time,metric/max_BTSP_ramp,metric/PC_weight_ratio_pre_post,metric/first_BTSP_relative_position,metric/PC_weight_peak_relative_position,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/soma_regularization_alpha,config/soma_BTSP_lr_fact,config/inhibit_weight,logdir
18,1,1,38.5800000000007,1.0,1.0261767991909105,-0.01341224349717951,0.11666666666666647,1740567716,,False,1,0db5d_00018,2025-02-26_11-01-56,12.983195066452026,12.983195066452026,980166,cnl-brain9,155.198.99.250,12.983195066452026,1,0.4,125.0,3.0,0db5d_00018
19,0,0,,0.0,,,,1740567715,,False,1,0db5d_00019,2025-02-26_11-01-55,12.349214315414429,12.349214315414429,980167,cnl-brain9,155.198.99.250,12.349214315414429,1,0.4,125.0,5.0,0db5d_00019
20,5,1,36.840000000000636,2.0,1.0283156412595884,-0.08255822946929814,0.11666666666666647,1740567715,,False,1,0db5d_00020,2025-02-26_11-01-55,11.883920431137085,11.883920431137085,980168,cnl-brain9,155.198.99.250,11.883920431137085,1,0.4,150.0,0.8,0db5d_00020
21,1,1,39.60000000000074,1.75,1.083546996846734,-0.03465387733764369,0.4166666666666665,1740567715,,False,1,0db5d_00021,2025-02-26_11-01-55,12.50222373008728,12.50222373008728,980169,cnl-brain9,155.198.99.250,12.50222373008728,1,0.4,150.0,1.3,0db5d_00021
22,1,1,34.980000000000565,1.25,0.9364446924391835,-0.05664250383579583,0.4166666666666665,1740567714,,False,1,0db5d_00022,2025-02-26_11-01-54,11.479088306427002,11.479088306427002,980170,cnl-brain9,155.198.99.250,11.479088306427002,1,0.4,150.0,1.8,0db5d_00022
23,5,3,73.020000000002,21.5,0.9215504359962468,0.013332105932803096,0.5166666666666664,1740567715,,False,1,0db5d_00023,2025-02-26_11-01-55,11.742412328720093,11.742412328720093,980171,cnl-brain9,155.198.99.250,11.742412328720093,1,0.4,150.0,3.0,0db5d_00023
24,0,0,,0.0,,,,1740567715,,False,1,0db5d_00024,2025-02-26_11-01-55,12.25160837173462,12.25160837173462,980172,cnl-brain9,155.198.99.250,12.25160837173462,1,0.4,150.0,5.0,0db5d_00024
25,4,1,38.73000000000071,3.75,1.0041671866870203,-0.042444061189153004,0.11666666666666647,1740567715,,False,1,0db5d_00025,2025-02-26_11-01-55,12.107949495315552,12.107949495315552,980173,cnl-brain9,155.198.99.250,12.107949495315552,1,0.5,50.0,0.8,0db5d_00025
26,4,1,33.2700000000005,2.25,0.9989479157864751,0.007934341933208078,0.11666666666666647,1740567716,,False,1,0db5d_00026,2025-02-26_11-01-56,12.786073207855225,12.786073207855225,980174,cnl-brain9,155.198.99.250,12.786073207855225,1,0.5,50.0,1.3,0db5d_00026
27,2,1,35.28000000000058,1.5,1.0106002564636463,-0.016793489990521104,0.21666666666666634,1740567714,,False,1,0db5d_00027,2025-02-26_11-01-54,11.448630571365356,11.448630571365356,980175,cnl-brain9,155.198.99.250,11.448630571365356,1,0.5,50.0,1.8,0db5d_00027
28,1,1,37.65000000000067,1.0,1.153879832237999,0.004254764465948746,0.016666666666666385,1740567716,,False,1,0db5d_00028,2025-02-26_11-01-56,12.966048002243042,12.966048002243042,980176,cnl-brain9,155.198.99.250,12.966048002243042,1,0.5,50.0,3.0,0db5d_00028
29,0,0,,0.0,,,,1740567715,,False,1,0db5d_00029,2025-02-26_11-01-55,12.732622146606445,12.732622146606445,980177,cnl-brain9,155.198.99.250,12.732622146606445,1,0.5,50.0,5.0,0db5d_00029
30,3,1,39.210000000000726,3.5,1.103907555935682,0.052122877609917184,0.11666666666666647,1740567715,,False,1,0db5d_00030,2025-02-26_11-01-55,11.985720157623291,11.985720157623291,980178,cnl-brain9,155.198.99.250,11.985720157623291,1,0.5,75.0,0.8,0db5d_00030
31,2,1,33.3000000000005,1.5,0.9850660693719805,-0.05071111701049702,0.11666666666666647,1740567715,,False,1,0db5d_00031,2025-02-26_11-01-55,11.885969638824463,11.885969638824463,980180,cnl-brain9,155.198.99.250,11.885969638824463,1,0.5,75.0,1.3,0db5d_00031
32,1,1,41.76000000000082,1.75,0.9618622300902516,0.01925118806242021,0.11666666666666647,1740567715,,False,1,0db5d_00032,2025-02-26_11-01-55,11.848434925079346,11.848434925079346,980181,cnl-brain9,155.198.99.250,11.848434925079346,1,0.5,75.0,1.8,0db5d_00032
33,1,1,66.30000000000175,1.0,0.9914486457486706,-0.03215312965309369,-0.0833333333333337,1740567716,,False,1,0db5d_00033,2025-02-26_11-01-56,12.93062710762024,12.93062710762024,980182,cnl-brain9,155.198.99.250,12.93062710762024,1,0.5,75.0,3.0,0db5d_00033
34,0,0,,0.0,,,,1740567714,,False,1,0db5d_00034,2025-02-26_11-01-54,11.681355714797974,11.681355714797974,980186,cnl-brain9,155.198.99.250,11.681355714797974,1,0.5,75.0,5.0,0db5d_00034
35,6,1,40.260000000000765,4.0,1.1593966554118615,0.03244578328236036,0.016666666666666385,1740567715,,False,1,0db5d_00035,2025-02-26_11-01-55,11.96761679649353,11.96761679649353,980185,cnl-brain9,155.198.99.250,11.96761679649353,1,0.5,100.0,0.8,0db5d_00035
36,1,1,39.960000000000754,2.5,1.1716629127358364,0.03638031955989951,0.016666666666666385,1740567715,,False,1,0db5d_00036,2025-02-26_11-01-55,12.40716552734375,12.40716552734375,980184,cnl-brain9,155.198.99.250,12.40716552734375,1,0.5,100.0,1.3,0db5d_00036
37,1,1,36.030000000000605,1.5,1.0094477784414242,-0.011216617091725167,0.016666666666666385,1740567715,,False,1,0db5d_00037,2025-02-26_11-01-55,11.811707973480225,11.811707973480225,980183,cnl-brain9,155.198.99.250,11.811707973480225,1,0.5,100.0,1.8,0db5d_00037
38,1,1,70.83000000000192,1.0,1.125114920801863,-0.050039958416499886,-0.0833333333333337,1740567715,,False,1,0db5d_00038,2025-02-26_11-01-55,12.457730293273926,12.457730293273926,980188,cnl-brain9,155.198.99.250,12.457730293273926,1,0.5,100.0,3.0,0db5d_00038
39,0,0,,0.0,,,,1740567715,,False,1,0db5d_00039,2025-02-26_11-01-55,11.968685388565063,11.968685388565063,980194,cnl-brain9,155.198.99.250,11.968685388565063,1,0.5,100.0,5.0,0db5d_00039
40,5,1,38.34000000000069,3.75,1.0299928798107723,0.0054211405876563035,0.21666666666666634,1740567716,,False,1,0db5d_00040,2025-02-26_11-01-56,12.777047872543335,12.777047872543335,980192,cnl-brain9,155.198.99.250,12.777047872543335,1,0.5,125.0,0.8,0db5d_00040
41,2,1,38.19000000000069,2.25,0.968144163873738,0.020131482515948207,0.016666666666666385,1740567716,,False,1,0db5d_00041,2025-02-26_11-01-56,12.876742124557495,12.876742124557495,980189,cnl-brain9,155.198.99.250,12.876742124557495,1,0.5,125.0,1.3,0db5d_00041
42,2,1,34.05000000000053,1.5,0.9730132500171031,-0.046015944029066835,0.016666666666666385,1740567715,,False,1,0db5d_00042,2025-02-26_11-01-55,12.43969440460205,12.43969440460205,980187,cnl-brain9,155.198.99.250,12.43969440460205,1,0.5,125.0,1.8,0db5d_00042
43,1,1,43.170000000000876,1.0,1.1221024138688742,-0.017248377109278623,0.016666666666666385,1740567715,,False,1,0db5d_00043,2025-02-26_11-01-55,12.68578553199768,12.68578553199768,980198,cnl-brain9,155.198.99.250,12.68578553199768,1,0.5,125.0,3.0,0db5d_00043
44,0,0,,0.0,,,,1740567716,,False,1,0db5d_00044,2025-02-26_11-01-56,12.79775094985962,12.79775094985962,980277,cnl-brain9,155.198.99.250,12.79775094985962,1,0.5,125.0,5.0,0db5d_00044
45,5,1,40.68000000000078,4.5,0.9528337539806588,0.021208367289145658,0.11666666666666647,1740567726,,False,1,0db5d_00045,2025-02-26_11-02-06,12.716963052749634,12.716963052749634,979691,cnl-brain9,155.198.99.250,12.716963052749634,1,0.5,150.0,0.8,0db5d_00045
46,1,1,39.15000000000072,2.0,0.97626188631687,-0.012476729283041221,0.11666666666666647,1740567725,,False,1,0db5d_00046,2025-02-26_11-02-05,11.066340208053589,11.066340208053589,980058,cnl-brain9,155.198.99.250,11.066340208053589,1,0.5,150.0,1.3,0db5d_00046
47,1,1,34.92000000000056,1.5,1.0494753493184226,-0.020270124702014503,0.016666666666666385,1740567726,,False,1,0db5d_00047,2025-02-26_11-02-06,12.442392110824585,12.442392110824585,979669,cnl-brain9,155.198.99.250,12.442392110824585,1,0.5,150.0,1.8,0db5d_00047
48,1,1,37.50000000000066,1.0,1.0793430504445816,0.03524516037236758,0.11666666666666647,1740567726,,False,1,0db5d_00048,2025-02-26_11-02-06,11.927724838256836,11.927724838256836,980165,cnl-brain9,155.198.99.250,11.927724838256836,1,0.5,150.0,3.0,0db5d_00048
49,0,0,,0.0,,,,1740567726,,False,1,0db5d_00049,2025-02-26_11-02-06,12.616664171218872,12.616664171218872,980092,cnl-brain9,155.198.99.250,12.616664171218872,1,0.5,150.0,5.0,0db5d_00049
50,6,2,37.590000000000664,4.25,0.9286558604079024,-0.08440928876029341,0.11666666666666647,1740567725,,False,1,0db5d_00050,2025-02-26_11-02-05,11.434009075164795,11.434009075164795,980158,cnl-brain9,155.198.99.250,11.434009075164795,1,0.6000000000000001,50.0,0.8,0db5d_00050
51,4,1,31.29000000000043,2.5,0.9338382245427841,-0.079473203280096,0.11666666666666647,1740567726,,False,1,0db5d_00051,2025-02-26_11-02-06,11.751606464385986,11.751606464385986,980091,cnl-brain9,155.198.99.250,11.751606464385986,1,0.6000000000000001,50.0,1.3,0db5d_00051
52,2,1,39.87000000000075,1.25,1.0718262528857063,-0.061843400366025536,0.11666666666666647,1740567727,,False,1,0db5d_00052,2025-02-26_11-02-07,12.685174226760864,12.685174226760864,980164,cnl-brain9,155.198.99.250,12.685174226760864,1,0.6000000000000001,50.0,1.8,0db5d_00052
53,2,1,36.42000000000062,1.0,0.9243499721396443,-0.03515796101675561,0.016666666666666385,1740567726,,False,1,0db5d_00053,2025-02-26_11-02-06,11.76978087425232,11.76978087425232,980175,cnl-brain9,155.198.99.250,11.76978087425232,1,0.6000000000000001,50.0,3.0,0db5d_00053
54,0,0,,0.5,,,,1740567726,,False,1,0db5d_00054,2025-02-26_11-02-06,11.792451620101929,11.792451620101929,980170,cnl-brain9,155.198.99.250,11.792451620101929,1,0.6000000000000001,50.0,5.0,0db5d_00054
55,8,1,39.39000000000073,3.75,0.9687470888340093,-0.010233984616669911,0.31666666666666643,1740567728,,False,1,0db5d_00055,2025-02-26_11-02-08,13.053725242614746,13.053725242614746,980186,cnl-brain9,155.198.99.250,13.053725242614746,1,0.6000000000000001,75.0,0.8,0db5d_00055
56,2,1,38.700000000000706,1.75,0.8703424141200462,-0.039053298980904705,0.11666666666666647,1740567727,,False,1,0db5d_00056,2025-02-26_11-02-07,12.16949200630188,12.16949200630188,980183,cnl-brain9,155.198.99.250,12.16949200630188,1,0.6000000000000001,75.0,1.3,0db5d_00056
57,2,1,39.00000000000072,1.5,1.0876049543428556,0.006276745962437991,0.016666666666666385,1740567726,,False,1,0db5d_00057,2025-02-26_11-02-06,11.842541217803955,11.842541217803955,980168,cnl-brain9,155.198.99.250,11.842541217803955,1,0.6000000000000001,75.0,1.8,0db5d_00057
58,2,1,36.33000000000062,1.0,0.9957316420768233,-0.004691181653629473,0.016666666666666385,1740567728,,False,1,0db5d_00058,2025-02-26_11-02-08,13.004010915756226,13.004010915756226,980171,cnl-brain9,155.198.99.250,13.004010915756226,1,0.6000000000000001,75.0,3.0,0db5d_00058
59,0,0,,0.5,,,,1740567728,,False,1,0db5d_00059,2025-02-26_11-02-08,13.169339418411255,13.169339418411255,980180,cnl-brain9,155.198.99.250,13.169339418411255,1,0.6000000000000001,75.0,5.0,0db5d_00059
60,7,1,36.12000000000061,4.0,0.9631325371839634,0.0027742160475441313,0.11666666666666647,1740567727,,False,1,0db5d_00060,2025-02-26_11-02-07,12.027076005935669,12.027076005935669,980160,cnl-brain9,155.198.99.250,12.027076005935669,1,0.6000000000000001,100.0,0.8,0db5d_00060
61,1,1,42.21000000000084,1.75,0.8444319173117398,-0.026160815694446837,0.21666666666666634,1740567727,,False,1,0db5d_00061,2025-02-26_11-02-07,11.873266696929932,11.873266696929932,980181,cnl-brain9,155.198.99.250,11.873266696929932,1,0.6000000000000001,100.0,1.3,0db5d_00061
62,1,1,41.2200000000008,1.5,1.0634405538135228,-0.005070907908068856,0.11666666666666647,1740567728,,False,1,0db5d_00062,2025-02-26_11-02-08,13.007648229598999,13.007648229598999,980194,cnl-brain9,155.198.99.250,13.007648229598999,1,0.6000000000000001,100.0,1.8,0db5d_00062
63,1,1,36.09000000000061,1.0,0.9993226422414706,-0.03105356876121612,0.31666666666666643,1740567727,,False,1,0db5d_00063,2025-02-26_11-02-07,11.972334623336792,11.972334623336792,980178,cnl-brain9,155.198.99.250,11.972334623336792,1,0.6000000000000001,100.0,3.0,0db5d_00063
64,0,0,,0.5,,,,1740567726,,False,1,0db5d_00064,2025-02-26_11-02-06,11.470180034637451,11.470180034637451,979928,cnl-brain9,155.198.99.250,11.470180034637451,1,0.6000000000000001,100.0,5.0,0db5d_00064
65,8,1,38.25000000000069,3.75,0.9964091931096793,-0.042415034264088325,0.21666666666666634,1740567728,,False,1,0db5d_00065,2025-02-26_11-02-08,13.397109746932983,13.397109746932983,980185,cnl-brain9,155.198.99.250,13.397109746932983,1,0.6000000000000001,125.0,0.8,0db5d_00065
66,2,1,37.14000000000065,1.5,1.1498416653548906,-0.03944386131165478,0.016666666666666385,1740567726,,False,1,0db5d_00066,2025-02-26_11-02-06,11.544815301895142,11.544815301895142,979571,cnl-brain9,155.198.99.250,11.544815301895142,1,0.6000000000000001,125.0,1.3,0db5d_00066
67,1,1,37.44000000000066,1.5,1.1757461625740255,0.02809495044742949,0.016666666666666385,1740567725,,False,1,0db5d_00067,2025-02-26_11-02-05,11.201581239700317,11.201581239700317,979993,cnl-brain9,155.198.99.250,11.201581239700317,1,0.6000000000000001,125.0,1.8,0db5d_00067
68,1,1,71.79000000000195,1.0,0.828436129898308,0.0003894581338175218,0.11666666666666647,1740567727,,False,1,0db5d_00068,2025-02-26_11-02-07,12.113048076629639,12.113048076629639,980173,cnl-brain9,155.198.99.250,12.113048076629639,1,0.6000000000000001,125.0,3.0,0db5d_00068
69,0,0,,0.5,,,,1740567727,,False,1,0db5d_00069,2025-02-26_11-02-07,12.460732698440552,12.460732698440552,980167,cnl-brain9,155.198.99.250,12.460732698440552,1,0.6000000000000001,125.0,5.0,0db5d_00069
