,metric/num_BTSP_events_(single),metric/num_BTSP_events_(reverse),metric/num_BTSP_events_(back_and_forth),metric/num_BTSP_positions_(single),metric/num_BTSP_positions_(reverse),metric/num_BTSP_positions_(back_and_forth),metric/first_BTSP_time_(single),metric/first_BTSP_time_(reverse),metric/first_BTSP_time_(back_and_forth),metric/max_BTSP_ramp_(single),metric/max_BTSP_ramp_(reverse),metric/max_BTSP_ramp_(back_and_forth),metric/PC_weight_ratio_pre_post_(single),metric/PC_weight_ratio_pre_post_(reverse),metric/PC_weight_ratio_pre_post_(back_and_forth),metric/first_BTSP_relative_position_(single),metric/first_BTSP_relative_position_(reverse),metric/first_BTSP_relative_position_(back_and_forth),metric/PC_weight_peak_relative_position_(single),metric/PC_weight_peak_relative_position_(reverse),metric/PC_weight_peak_relative_position_(back_and_forth),timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/dend_w_init_loc,config/soma_BTSP_lr_fact,config/inhibit_weight,logdir
0,0,0,0,0,0,0,,,,0.0,0.0,0.0,,,,,,,,,,1705546965,,False,1,fd057_00000,2024-01-18_03-02-45,24.62239122390747,24.62239122390747,59240,cnl-brain10,155.198.100.139,24.62239122390747,1,0.3,200.0,4.5,fd057_00000
1,0,0,0,0,0,0,,,,0.0,0.0,0.0,,,,,,,,,,1705546966,,False,1,fd057_00001,2024-01-18_03-02-46,24.931750297546387,24.931750297546387,59241,cnl-brain10,155.198.100.139,24.931750297546387,1,0.35,200.0,4.5,fd057_00001
2,1,1,0,1,1,0,79.44000000000224,217.38000000000747,,1.25,1.25,0.0,0.9137151927807023,0.872040947639332,0.872040947639332,0.021595508665677055,-0.02977736280276866,,0.09895833333333331,-0.03645833333333337,-0.03645833333333337,1705546965,,False,1,fd057_00002,2024-01-18_03-02-45,24.570547819137573,24.570547819137573,59242,cnl-brain10,155.198.100.139,24.570547819137573,1,0.4,200.0,4.5,fd057_00002
3,1,1,0,1,1,0,77.64000000000217,220.5600000000076,,1.25,1.5,0.0,1.0018692787223424,1.2344331497487302,1.2344331497487302,0.040879368659151594,-0.04620270999191178,,0.09895833333333331,-0.13020833333333337,-0.13020833333333337,1705546966,,False,1,fd057_00003,2024-01-18_03-02-46,24.79904532432556,24.79904532432556,59243,cnl-brain10,155.198.100.139,24.79904532432556,1,0.45,200.0,4.5,fd057_00003
4,1,1,0,1,1,0,77.94000000000219,255.0600000000089,,1.5,1.5,0.0,1.19504055448139,1.1708488212588537,1.1708488212588537,0.06055439771726967,-0.06177196462644452,,0.09895833333333331,-0.13020833333333337,-0.13020833333333337,1705546967,,False,1,fd057_00004,2024-01-18_03-02-47,26.171863555908203,26.171863555908203,59244,cnl-brain10,155.198.100.139,26.171863555908203,1,0.5,200.0,4.5,fd057_00004
5,0,0,0,0,0,0,,,,0.0,0.0,0.0,,,,,,,,,,1705546968,,False,1,fd057_00005,2024-01-18_03-02-48,26.493656396865845,26.493656396865845,59249,cnl-brain10,155.198.100.139,26.493656396865845,1,0.3,200.0,4.0,fd057_00005
6,0,0,0,0,0,0,,,,0.0,0.0,0.0,,,,,,,,,,1705546966,,False,1,fd057_00006,2024-01-18_03-02-46,25.200262546539307,25.200262546539307,59248,cnl-brain10,155.198.100.139,25.200262546539307,1,0.35,200.0,4.0,fd057_00006
7,1,1,0,1,1,0,77.58000000000217,217.26000000000747,,1.5,1.75,0.0,0.8933089413095836,0.8487833116179707,0.8487833116179707,0.02451618672926592,-0.028897493604474023,,0.09895833333333331,-0.03645833333333337,-0.03645833333333337,1705546966,,False,1,fd057_00007,2024-01-18_03-02-46,24.771544933319092,24.771544933319092,59247,cnl-brain10,155.198.100.139,24.771544933319092,1,0.4,200.0,4.0,fd057_00007
8,1,1,0,1,1,0,78.1200000000022,217.20000000000746,,1.5,1.75,0.0,1.0336821454104212,1.2065835874147135,1.2065835874147135,0.04546920448957681,-0.05095351798970815,,0.09895833333333331,-0.13020833333333337,-0.13020833333333337,1705546967,,False,1,fd057_00008,2024-01-18_03-02-47,25.978978633880615,25.978978633880615,59246,cnl-brain10,155.198.100.139,25.978978633880615,1,0.45,200.0,4.0,fd057_00008
9,1,1,0,1,1,0,78.78000000000222,216.48000000000744,,1.5,1.75,0.75,1.1646187362355802,1.0823667825931886,1.0823667825931886,0.0640635048183506,-0.06116967310495758,,0.09895833333333331,-0.13020833333333337,-0.13020833333333337,1705546965,,False,1,fd057_00009,2024-01-18_03-02-45,23.867115259170532,23.867115259170532,59245,cnl-brain10,155.198.100.139,23.867115259170532,1,0.5,200.0,4.0,fd057_00009
10,0,0,0,0,0,0,,,,0.0,0.0,0.0,,,,,,,,,,1705546967,,False,1,fd057_00010,2024-01-18_03-02-47,26.271034002304077,26.271034002304077,59250,cnl-brain10,155.198.100.139,26.271034002304077,1,0.3,200.0,3.5,fd057_00010
11,0,0,0,0,0,0,,,,0.0,0.0,0.0,,,,,,,,,,1705546967,,False,1,fd057_00011,2024-01-18_03-02-47,25.652854919433594,25.652854919433594,59251,cnl-brain10,155.198.100.139,25.652854919433594,1,0.35,200.0,3.5,fd057_00011
12,1,1,0,1,1,0,79.41000000000224,254.37000000000887,,1.5,1.75,0.0,0.9813248213427134,0.7995746009001926,0.7995746009001926,0.029594618838871156,-0.035487873596067754,,0.09895833333333331,-0.03645833333333337,-0.03645833333333337,1705546968,,False,1,fd057_00012,2024-01-18_03-02-48,26.394596576690674,26.394596576690674,59252,cnl-brain10,155.198.100.139,26.394596576690674,1,0.4,200.0,3.5,fd057_00012
13,1,1,1,1,1,1,77.16000000000216,219.78000000000756,384.8999999998917,1.75,2.0,1.0,1.077238183402777,0.7131706118560062,1.1784116226359924,0.05194624178297952,-0.051305403266515115,0.0702269733707187,0.09895833333333331,-0.03645833333333337,0.05729166666666663,1705546967,,False,1,fd057_00013,2024-01-18_03-02-47,25.69170069694519,25.69170069694519,59253,cnl-brain10,155.198.100.139,25.69170069694519,1,0.45,200.0,3.5,fd057_00013
14,1,1,1,1,1,1,78.06000000000219,218.79000000000752,387.56999999988926,2.0,2.25,1.25,1.1376801406919184,1.1750362963958552,0.8573625897178089,0.06231428874572659,-0.06142319880294467,0.07943081419802778,0.09895833333333331,-0.13020833333333337,0.15104166666666663,1705546967,,False,1,fd057_00014,2024-01-18_03-02-47,25.779879093170166,25.779879093170166,59254,cnl-brain10,155.198.100.139,25.779879093170166,1,0.5,200.0,3.5,fd057_00014
15,0,0,0,0,0,0,,,,0.0,0.0,0.0,,,,,,,,,,1705546967,,False,1,fd057_00015,2024-01-18_03-02-47,26.095072984695435,26.095072984695435,59255,cnl-brain10,155.198.100.139,26.095072984695435,1,0.3,200.0,3.0,fd057_00015
16,1,1,0,1,1,0,79.11000000000223,254.61000000000888,,1.5,2.0,0.0,1.2340809891173683,1.0429067987724516,1.0429067987724516,-0.012777544689317022,-0.0014375200937652988,,0.005208333333333315,-0.03645833333333337,-0.03645833333333337,1705546968,,False,1,fd057_00016,2024-01-18_03-02-48,26.52867889404297,26.52867889404297,59263,cnl-brain10,155.198.100.139,26.52867889404297,1,0.35,200.0,3.0,fd057_00016
17,1,1,0,1,1,0,80.37000000000228,250.71000000000873,,2.0,2.25,0.0,0.9648277913145389,0.9087489920415734,0.9087489920415734,0.033499490195348314,-0.031197626398951184,,0.09895833333333331,-0.03645833333333337,-0.03645833333333337,1705546968,,False,1,fd057_00017,2024-01-18_03-02-48,26.52040719985962,26.52040719985962,59262,cnl-brain10,155.198.100.139,26.52040719985962,1,0.4,200.0,3.0,fd057_00017
18,1,1,1,1,1,1,79.11000000000223,254.9100000000089,383.0999999998933,2.25,2.5,1.5,1.049530331518096,1.2483215732030057,1.2314038673821097,0.05317492230610249,-0.051446127660951135,0.07837931595777381,0.09895833333333331,-0.13020833333333337,0.05729166666666663,1705546966,,False,1,fd057_00018,2024-01-18_03-02-46,24.775080919265747,24.775080919265747,59261,cnl-brain10,155.198.100.139,24.775080919265747,1,0.45,200.0,3.0,fd057_00018
19,1,1,1,1,1,1,78.1200000000022,218.3400000000075,386.3399999998904,2.25,2.75,1.75,1.221405277229499,1.1936347710063495,1.283953728797855,0.06699295499752905,-0.06404005266812585,0.08098295228773955,0.09895833333333331,-0.13020833333333337,0.05729166666666663,1705546967,,False,1,fd057_00019,2024-01-18_03-02-47,25.832841396331787,25.832841396331787,59260,cnl-brain10,155.198.100.139,25.832841396331787,1,0.5,200.0,3.0,fd057_00019
20,0,0,0,0,0,0,,,,0.0,0.0,0.0,,,,,,,,,,1705546967,,False,1,fd057_00020,2024-01-18_03-02-47,26.0745689868927,26.0745689868927,59259,cnl-brain10,155.198.100.139,26.0745689868927,1,0.3,200.0,2.5,fd057_00020
21,1,1,0,1,1,0,80.9400000000023,252.93000000000882,,1.75,2.0,0.0,1.4943740078750942,1.1383008120996527,1.1383008120996527,0.0004979244886890721,-0.00604766703232118,,0.005208333333333315,-0.03645833333333337,-0.03645833333333337,1705546967,,False,1,fd057_00021,2024-01-18_03-02-47,25.514031410217285,25.514031410217285,59257,cnl-brain10,155.198.100.139,25.514031410217285,1,0.35,200.0,2.5,fd057_00021
22,1,1,0,1,1,0,76.38000000000213,218.4000000000075,,2.5,2.75,0.0,1.0410827486149854,0.7862266821630176,0.7862266821630176,0.03368891527126511,-0.03606202451707996,,0.09895833333333331,-0.03645833333333337,-0.03645833333333337,1705546968,,False,1,fd057_00022,2024-01-18_03-02-48,26.36931538581848,26.36931538581848,59258,cnl-brain10,155.198.100.139,26.36931538581848,1,0.4,200.0,2.5,fd057_00022
23,1,1,1,1,1,1,79.41000000000224,254.16000000000886,419.9399999998598,3.0,3.25,1.75,1.085641013281052,1.3231406162132922,1.3231406162132922,0.05471919176847451,-0.053697350912013,0.0836920124125855,0.09895833333333331,-0.13020833333333337,-0.13020833333333337,1705546963,,False,1,fd057_00023,2024-01-18_03-02-43,22.015169382095337,22.015169382095337,59256,cnl-brain10,155.198.100.139,22.015169382095337,1,0.45,200.0,2.5,fd057_00023
24,1,1,1,1,1,1,78.06000000000219,217.50000000000747,419.48999999986023,3.5,3.75,2.25,1.134576767152725,1.1359933090762326,1.1359933090762326,0.06773555071784637,-0.06424989066911191,0.08587448743524184,0.09895833333333331,-0.13020833333333337,-0.13020833333333337,1705546968,,False,1,fd057_00024,2024-01-18_03-02-48,26.33348798751831,26.33348798751831,59264,cnl-brain10,155.198.100.139,26.33348798751831,1,0.5,200.0,2.5,fd057_00024
25,0,0,0,0,0,0,,,,0.0,0.0,0.0,,,,,,,,,,1705546965,,False,1,fd057_00025,2024-01-18_03-02-45,24.284932613372803,24.284932613372803,59265,cnl-brain10,155.198.100.139,24.284932613372803,1,0.3,200.0,2.0,fd057_00025
26,1,1,0,1,1,0,80.67000000000229,254.13000000000886,,2.25,2.75,0.0,0.7983592677931264,0.9919677095394897,0.9919677095394897,0.005372733648253303,-0.004143697878263075,,0.09895833333333331,-0.03645833333333337,-0.03645833333333337,1705546967,,False,1,fd057_00026,2024-01-18_03-02-47,26.148090600967407,26.148090600967407,59274,cnl-brain10,155.198.100.139,26.148090600967407,1,0.35,200.0,2.0,fd057_00026
27,1,1,1,1,1,1,81.75000000000233,246.9900000000086,413.3699999998658,3.75,4.0,1.75,0.9818534878985136,0.8420816266581564,1.0731082568922308,0.03692124793462248,-0.03329509368219097,0.0403284632011065,0.09895833333333331,-0.03645833333333337,0.05729166666666663,1705546965,,False,1,fd057_00027,2024-01-18_03-02-45,24.00041675567627,24.00041675567627,59273,cnl-brain10,155.198.100.139,24.00041675567627,1,0.4,200.0,2.0,fd057_00027
28,1,1,2,1,1,2,77.52000000000217,219.75000000000756,384.62999999989194,4.25,5.0,3.5,1.0681893942004537,1.2867409234420744,1.2722895884674505,0.053306805762505405,-0.05421470907949,0.08315632306147214,0.09895833333333331,-0.13020833333333337,0.05729166666666663,1705546966,,False,1,fd057_00028,2024-01-18_03-02-46,25.104587078094482,25.104587078094482,59272,cnl-brain10,155.198.100.139,25.104587078094482,1,0.45,200.0,2.0,fd057_00028
29,1,1,2,1,1,2,77.52000000000217,220.02000000000757,384.71999999989185,5.0,5.0,3.5,1.2106286021140245,1.1164988223804249,1.4293248141691912,0.06730039704591734,-0.06737257668473606,0.09006624205449232,0.09895833333333331,-0.13020833333333337,0.05729166666666663,1705546967,,False,1,fd057_00029,2024-01-18_03-02-47,26.13411521911621,26.13411521911621,59271,cnl-brain10,155.198.100.139,26.13411521911621,1,0.5,200.0,2.0,fd057_00029
30,0,0,0,0,0,0,,,,0.0,0.0,0.0,,,,,,,,,,1705546967,,False,1,fd057_00030,2024-01-18_03-02-47,25.935600519180298,25.935600519180298,59270,cnl-brain10,155.198.100.139,25.935600519180298,1,0.3,250.0,4.5,fd057_00030
31,0,0,0,0,0,0,,,,0.0,0.0,0.0,,,,,,,,,,1705546967,,False,1,fd057_00031,2024-01-18_03-02-47,25.690799713134766,25.690799713134766,59269,cnl-brain10,155.198.100.139,25.690799713134766,1,0.35,250.0,4.5,fd057_00031
