,metric/num_BTSP_events,metric/num_BTSP_positions,metric/first_BTSP_time,metric/max_BTSP_ramp,metric/CA3_weight_ratio_pre_post,metric/first_BTSP_relative_position,metric/CA3_weight_peak_relative_position,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/soma_BTSP_lr_fact,config/inhibit_weight,config/soma_regularization_alpha,logdir
73,5,1,9.629999999999987,1.75,0.7630304051635141,-0.03251189188934167,0.359375,1704997848,,False,1,85ac0_00073,2024-01-11_18-30-48,1.6019158363342285,1.6019158363342285,76807,cnl-brain10,155.198.100.139,1.6019158363342285,1,200.0,3.25,0.9,85ac0_00073
74,5,2,9.92999999999998,1.75,0.7396740100988413,-0.042625094888112725,0.359375,1704997848,,False,1,85ac0_00074,2024-01-11_18-30-48,1.5129361152648926,1.5129361152648926,77071,cnl-brain10,155.198.100.139,1.5129361152648926,1,200.0,3.5,0.9,85ac0_00074
75,0,0,,0.75,,,,1704997848,,False,1,85ac0_00075,2024-01-11_18-30-48,1.6425702571868896,1.6425702571868896,77075,cnl-brain10,155.198.100.139,1.6425702571868896,1,100.0,2.5,0.95,85ac0_00075
76,0,0,,0.75,,,,1704997847,,False,1,85ac0_00076,2024-01-11_18-30-47,1.536377191543579,1.536377191543579,77072,cnl-brain10,155.198.100.139,1.536377191543579,1,100.0,2.75,0.95,85ac0_00076
77,0,0,,0.75,,,,1704997848,,False,1,85ac0_00077,2024-01-11_18-30-48,1.6443538665771484,1.6443538665771484,77066,cnl-brain10,155.198.100.139,1.6443538665771484,1,100.0,3.0,0.95,85ac0_00077
78,0,0,,0.75,,,,1704997848,,False,1,85ac0_00078,2024-01-11_18-30-48,1.503129005432129,1.503129005432129,77082,cnl-brain10,155.198.100.139,1.503129005432129,1,100.0,3.25,0.95,85ac0_00078
79,0,0,,0.75,,,,1704997848,,False,1,85ac0_00079,2024-01-11_18-30-48,1.6124389171600342,1.6124389171600342,76768,cnl-brain10,155.198.100.139,1.6124389171600342,1,100.0,3.5,0.95,85ac0_00079
80,0,0,,0.75,,,,1704997848,,False,1,85ac0_00080,2024-01-11_18-30-48,1.6411890983581543,1.6411890983581543,76658,cnl-brain10,155.198.100.139,1.6411890983581543,1,125.0,2.5,0.95,85ac0_00080
81,0,0,,0.75,,,,1704997847,,False,1,85ac0_00081,2024-01-11_18-30-47,1.5455634593963623,1.5455634593963623,76812,cnl-brain10,155.198.100.139,1.5455634593963623,1,125.0,2.75,0.95,85ac0_00081
82,0,0,,0.75,,,,1704997848,,False,1,85ac0_00082,2024-01-11_18-30-48,1.7347502708435059,1.7347502708435059,76712,cnl-brain10,155.198.100.139,1.7347502708435059,1,125.0,3.0,0.95,85ac0_00082
83,0,0,,0.75,,,,1704997848,,False,1,85ac0_00083,2024-01-11_18-30-48,1.6449286937713623,1.6449286937713623,76628,cnl-brain10,155.198.100.139,1.6449286937713623,1,125.0,3.25,0.95,85ac0_00083
84,5,1,9.989999999999979,1.5,0.7390400996028363,-0.04822884151905238,0.359375,1704997848,,False,1,85ac0_00084,2024-01-11_18-30-48,1.6816747188568115,1.6816747188568115,76681,cnl-brain10,155.198.100.139,1.6816747188568115,1,125.0,3.5,0.95,85ac0_00084
85,0,0,,0.75,,,,1704997847,,False,1,85ac0_00085,2024-01-11_18-30-47,1.325801134109497,1.325801134109497,76711,cnl-brain10,155.198.100.139,1.325801134109497,1,150.0,2.5,0.95,85ac0_00085
86,0,0,,0.75,,,,1704997849,,False,1,85ac0_00086,2024-01-11_18-30-49,1.813044548034668,1.813044548034668,76711,cnl-brain10,155.198.100.139,1.813044548034668,1,150.0,2.75,0.95,85ac0_00086
87,0,0,,0.75,,,,1704997848,,False,1,85ac0_00087,2024-01-11_18-30-48,1.6183323860168457,1.6183323860168457,76802,cnl-brain10,155.198.100.139,1.6183323860168457,1,150.0,3.0,0.95,85ac0_00087
88,0,0,,0.75,,,,1704997847,,False,1,85ac0_00088,2024-01-11_18-30-47,1.5272066593170166,1.5272066593170166,76784,cnl-brain10,155.198.100.139,1.5272066593170166,1,150.0,3.25,0.95,85ac0_00088
89,0,0,,0.75,,,,1704997847,,False,1,85ac0_00089,2024-01-11_18-30-47,1.5092453956604004,1.5092453956604004,76810,cnl-brain10,155.198.100.139,1.5092453956604004,1,150.0,3.5,0.95,85ac0_00089
