,metric/num_BTSP_events,metric/num_BTSP_positions,metric/first_BTSP_time,metric/first_BTSP_relative_position,metric/max_BTSP_ramp,metric/PC_weight_peak_relative_position,metric/PC_weight_width,metric/PC_weight_ratio_pre_post,metric/max_normalization,metric/98th_percentile_firingrate,num_traj_total,time_total,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/proximal_BTSP_lr,config/inhibitory_input_filter_tau,config/inhibitory_weight,config/seed,logdir
49,2,1,11.49,0.04486943380159,1.5,-0.0499999999999989,0.706234365018294,1.01803592875229,0.787782341599167,4.30310424781576,10,198.39,1776661834,,False,1,2b63e_00049,2026-04-20_06-10-34,12.4831168651581,12.4831168651581,2249847,cnl-brain9,155.198.99.250,12.4831168651581,1,0.1,0.4,1,20,2b63e_00049
50,0,0,,,0.75,,0,,0.695789420928435,0.981556965524769,10,198.39,1776661834,,False,1,2b63e_00050,2026-04-20_06-10-34,12.374799489975,12.374799489975,2249845,cnl-brain9,155.198.99.250,12.374799489975,1,0.1,0.2,1.5,20,2b63e_00050
51,0,0,,,0.75,,0,,0.695789420928435,0.983831072735105,10,198.39,1776661834,,False,1,2b63e_00051,2026-04-20_06-10-34,12.2461640834808,12.2461640834808,2249843,cnl-brain9,155.198.99.250,12.2461640834808,1,0.1,0.25,1.5,20,2b63e_00051
52,0,0,,,0.75,,0,,0.695789420928435,0.987903265791934,10,198.39,1776661834,,False,1,2b63e_00052,2026-04-20_06-10-34,12.2863707542419,12.2863707542419,2249842,cnl-brain9,155.198.99.250,12.2863707542419,1,0.1,0.3,1.5,20,2b63e_00052
53,1,1,11.49,0.04486943380159,1,-0.0499999999999989,0.953733523649399,0.99256096703557,0.715240386058725,1.81106884272258,10,198.39,1776661834,,False,1,2b63e_00053,2026-04-20_06-10-34,12.2991781234741,12.2991781234741,2249846,cnl-brain9,155.198.99.250,12.2991781234741,1,0.1,0.35,1.5,20,2b63e_00053
54,2,1,11.49,0.04486943380159,1,-0.0499999999999989,0.706234365018294,1.01803592875229,0.787782341599167,4.04232525071414,10,198.39,1776661834,,False,1,2b63e_00054,2026-04-20_06-10-34,12.3392074108124,12.3392074108124,2249857,cnl-brain9,155.198.99.250,12.3392074108124,1,0.1,0.4,1.5,20,2b63e_00054
55,0,0,,,0.5,,0,,0.695789420928435,0.957312452743161,10,198.39,1776661834,,False,1,2b63e_00055,2026-04-20_06-10-34,12.377631187439,12.377631187439,2249851,cnl-brain9,155.198.99.250,12.377631187439,1,0.1,0.2,2,20,2b63e_00055
56,0,0,,,0.5,,0,,0.695789420928435,0.955831755108063,10,198.39,1776661834,,False,1,2b63e_00056,2026-04-20_06-10-34,12.3084146976471,12.3084146976471,2249853,cnl-brain9,155.198.99.250,12.3084146976471,1,0.1,0.25,2,20,2b63e_00056
57,0,0,,,0.75,,0,,0.695789420928435,0.955575933760279,10,198.39,1776661834,,False,1,2b63e_00057,2026-04-20_06-10-34,12.3057751655579,12.3057751655579,2249850,cnl-brain9,155.198.99.250,12.3057751655579,1,0.1,0.3,2,20,2b63e_00057
58,0,0,,,0.75,,0,,0.695789420928435,0.953373796005056,10,198.39,1776661834,,False,1,2b63e_00058,2026-04-20_06-10-34,12.2359716892242,12.2359716892242,2249862,cnl-brain9,155.198.99.250,12.2359716892242,1,0.1,0.35,2,20,2b63e_00058
59,0,0,,,0.75,,0,,0.695789420928435,0.954434449351309,10,198.39,1776661834,,False,1,2b63e_00059,2026-04-20_06-10-34,12.2944967746735,12.2944967746735,2249858,cnl-brain9,155.198.99.250,12.2944967746735,1,0.1,0.4,2,20,2b63e_00059
60,5,2,35.22,0.0457548760122508,6,0.0500000000000007,0.724964248378488,1.31531714844735,0.979758698676548,6.6138119976386,10,190.2,1776661847,,False,1,2b63e_00060,2026-04-20_06-10-47,11.4843275547028,11.4843275547028,2251783,cnl-brain9,155.198.99.250,11.4843275547028,1,0.1,0.2,0.5,21,2b63e_00060
61,5,2,35.22,0.0457548760122508,6,-0.0499999999999989,0.726791697502872,1.32662420780494,0.977851728234921,6.75213770689743,10,190.2,1776661847,,False,1,2b63e_00061,2026-04-20_06-10-47,11.4418654441834,11.4418654441834,2251794,cnl-brain9,155.198.99.250,11.4418654441834,1,0.1,0.25,0.5,21,2b63e_00061
62,5,2,35.22,0.0457548760122508,6,-0.0499999999999989,0.726791697502872,1.32662420780494,0.977851728234921,6.80341403415516,10,190.2,1776661847,,False,1,2b63e_00062,2026-04-20_06-10-47,11.4731376171112,11.4731376171112,2251789,cnl-brain9,155.198.99.250,11.4731376171112,1,0.1,0.3,0.5,21,2b63e_00062
63,5,2,35.22,0.0457548760122508,6,-0.0499999999999989,0.726791697502872,1.32662420780494,0.977851728234921,6.88320466729794,10,190.2,1776661847,,False,1,2b63e_00063,2026-04-20_06-10-47,11.5383141040802,11.5383141040802,2251829,cnl-brain9,155.198.99.250,11.5383141040802,1,0.1,0.35,0.5,21,2b63e_00063
64,5,2,35.22,0.0457548760122508,6.25,-0.0499999999999989,0.726791697502872,1.32662420780494,0.977851728234921,7.03143438588226,10,190.2,1776661847,,False,1,2b63e_00064,2026-04-20_06-10-47,11.4109916687012,11.4109916687012,2251817,cnl-brain9,155.198.99.250,11.4109916687012,1,0.1,0.4,0.5,21,2b63e_00064
65,2,1,73.41,0.0266486407399991,1,-0.0499999999999989,0.758989580286449,1.10255175842101,0.77461334921086,3.03006824398859,10,190.2,1776661847,,False,1,2b63e_00065,2026-04-20_06-10-47,11.4975972175598,11.4975972175598,2251830,cnl-brain9,155.198.99.250,11.4975972175598,1,0.1,0.2,1,21,2b63e_00065
66,2,2,35.22,0.0457548760122508,1,-0.0499999999999989,0.689280853870764,1.15676976777019,0.783319871817323,4.07901493822924,10,190.2,1776661847,,False,1,2b63e_00066,2026-04-20_06-10-47,11.4125785827637,11.4125785827637,2251838,cnl-brain9,155.198.99.250,11.4125785827637,1,0.1,0.25,1,21,2b63e_00066
67,2,2,35.22,0.0457548760122508,1.25,-0.0499999999999989,0.689280853870764,1.15676976777019,0.783319871817323,4.13516954960035,10,190.2,1776661847,,False,1,2b63e_00067,2026-04-20_06-10-47,11.3511834144592,11.3511834144592,2251833,cnl-brain9,155.198.99.250,11.3511834144592,1,0.1,0.3,1,21,2b63e_00067
68,2,2,35.22,0.0457548760122508,1.5,-0.0499999999999989,0.689280853870764,1.15676976777019,0.783319871817323,4.16720669552591,10,190.2,1776661847,,False,1,2b63e_00068,2026-04-20_06-10-47,11.4231836795807,11.4231836795807,2251839,cnl-brain9,155.198.99.250,11.4231836795807,1,0.1,0.35,1,21,2b63e_00068
69,2,2,35.22,0.0457548760122508,1.5,-0.0499999999999989,0.689280853870764,1.15676976777019,0.783319871817323,4.10019462699588,10,190.2,1776661847,,False,1,2b63e_00069,2026-04-20_06-10-47,11.368914604187,11.368914604187,2251840,cnl-brain9,155.198.99.250,11.368914604187,1,0.1,0.4,1,21,2b63e_00069
70,0,0,,,0.75,,0,,0.695789420928435,1.15839117315978,10,190.2,1776661848,,False,1,2b63e_00070,2026-04-20_06-10-48,11.0154373645782,11.0154373645782,2252507,cnl-brain9,155.198.99.250,11.0154373645782,1,0.1,0.2,1.5,21,2b63e_00070
71,0,0,,,0.75,,0,,0.695789420928435,1.13297666567698,10,190.2,1776661848,,False,1,2b63e_00071,2026-04-20_06-10-48,11.1052584648132,11.1052584648132,2252523,cnl-brain9,155.198.99.250,11.1052584648132,1,0.1,0.25,1.5,21,2b63e_00071
